NRI_0003 NRI_0485
NRI_0756 NRI_0337
NRI_0756 NRI_0594
NRI_0756 NRI_0340
NRI_0760 NRI_0515
NRI_0760 NRI_0358
NRI_0760 NRI_0905
NRI_0763 NRI_0781
NRI_0766 NRI_0412
NRI_0766 NRI_0136
NRI_0768 NRI_0648
NRI_0768 NRI_0682
NRI_0768 NRI_0910
NRI_0768 NRI_0142
NRI_0768 NRI_0354
NRI_0768 NRI_0438
NRI_0768 NRI_0400
NRI_0768 NRI_0720
NRI_0768 NRI_0399
NRI_0768 NRI_0733
NRI_0772 NRI_0231
NRI_0774 NRI_0197
NRI_0774 NRI_0063
NRI_0774 NRI_0454
NRI_0778 NRI_0925
NRI_0778 NRI_0424
NRI_0778 NRI_0449
NRI_0778 NRI_0029
NRI_0781 NRI_0763
NRI_0782 NRI_0187
NRI_0782 NRI_0682
NRI_0782 NRI_0515
NRI_0782 NRI_0209
NRI_0790 NRI_0180
NRI_0790 NRI_0693
NRI_0790 NRI_0648
NRI_0790 NRI_0210
NRI_0790 NRI_0135
NRI_0790 NRI_0159
NRI_0790 NRI_0090
NRI_0790 NRI_0449
NRI_0797 NRI_0375
NRI_0797 NRI_0210
NRI_0821 NRI_0059
NRI_0821 NRI_0227
NRI_0821 NRI_0925
NRI_0822 NRI_0038
NRI_0822 NRI_0382
NRI_0824 NRI_0594
NRI_0824 NRI_0593
NRI_0824 NRI_0249
NRI_0824 NRI_0592
NRI_0824 NRI_0652
NRI_0843 NRI_0280
NRI_0843 NRI_0037
NRI_0843 NRI_0655
NRI_0843 NRI_0534
NRI_0843 NRI_0654
NRI_0843 NRI_0653
NRI_0854 NRI_0358
NRI_0854 NRI_0702
NRI_0854 NRI_0502
NRI_0858 NRI_0733
NRI_0858 NRI_0411
NRI_0858 NRI_0707
NRI_0858 NRI_0682
NRI_0858 NRI_0142
NRI_0860 NRI_0090
NRI_0888 NRI_0925
NRI_0888 NRI_0449
NRI_0888 NRI_0187
NRI_0891 NRI_0251
NRI_0897 NRI_0504
NRI_0897 NRI_0676
NRI_0897 NRI_0677
NRI_0900 NRI_0386
NRI_0900 NRI_0220
NRI_0902 NRI_0238
NRI_0902 NRI_0009
NRI_0902 NRI_0386
NRI_0903 NRI_0231
NRI_0903 NRI_0671
NRI_0905 NRI_0056
NRI_0905 NRI_0760
NRI_0905 NRI_0358
NRI_0905 NRI_0534
NRI_0909 NRI_0365
NRI_0909 NRI_0331
NRI_0910 NRI_0648
NRI_0910 NRI_0705
NRI_0910 NRI_0438
NRI_0910 NRI_0768
NRI_0910 NRI_0603
NRI_0910 NRI_0720
NRI_0910 NRI_0241
NRI_0910 NRI_0242
NRI_0911 NRI_0339
NRI_0911 NRI_0212
NRI_0913 NRI_0400
NRI_0913 NRI_0487
NRI_0913 NRI_0059
NRI_0913 NRI_0705
NRI_0913 NRI_0054
NRI_0913 NRI_0399
NRI_0913 NRI_0730
NRI_0915 NRI_0524
NRI_0915 NRI_0534
NRI_0915 NRI_0159
NRI_0915 NRI_0358
NRI_0915 NRI_0923
NRI_0919 NRI_0428
NRI_0919 NRI_0603
NRI_0921 NRI_0301
NRI_0923 NRI_0280
NRI_0923 NRI_0361
NRI_0923 NRI_0616
NRI_0923 NRI_0465
NRI_0923 NRI_0037
NRI_0923 NRI_0651
NRI_0923 NRI_0655
NRI_0923 NRI_0915
NRI_0923 NRI_0445
NRI_0923 NRI_0166
NRI_0923 NRI_0163
NRI_0923 NRI_0654
NRI_0923 NRI_0653
NRI_0923 NRI_0534
NRI_0925 NRI_0424
NRI_0925 NRI_0888
NRI_0925 NRI_0227
NRI_0925 NRI_0821
NRI_0925 NRI_0029
NRI_0925 NRI_0778
NRI_0928 NRI_0429
NRI_0928 NRI_0415
NRI_0929 NRI_0123
NRI_0929 NRI_0359
NRI_0930 NRI_0301
