SGM_0011 SGM_5717
SGM_1299 SGM_6123
SGM_1299 SGM_2774
SGM_1299 SGM_1038
SGM_1299 SGM_4004
SGM_1299 SGM_6365
SGM_1299 SGM_4021
SGM_1299 SGM_6366
SGM_1299 SGM_2895
SGM_1306 SGM_5837
SGM_1318 SGM_5920
SGM_1318 SGM_5587
SGM_1318 SGM_2402
SGM_1318 SGM_5130
SGM_1318 SGM_5588
SGM_1319 SGM_1343
SGM_1319 SGM_1353
SGM_1330 SGM_3305
SGM_1330 SGM_3297
SGM_1343 SGM_1575
SGM_1343 SGM_1319
SGM_1343 SGM_4858
SGM_1343 SGM_1352
SGM_1346 SGM_0321
SGM_1346 SGM_4485
SGM_1346 SGM_3506
SGM_1346 SGM_3834
SGM_1346 SGM_4486
SGM_1346 SGM_6354
SGM_1346 SGM_3096
SGM_1351 SGM_4955
SGM_1351 SGM_1352
SGM_1352 SGM_1343
SGM_1352 SGM_1351
SGM_1353 SGM_1972
SGM_1353 SGM_1319
SGM_1353 SGM_4858
SGM_1356 SGM_6502
SGM_1356 SGM_3041
SGM_1356 SGM_2058
SGM_1356 SGM_6137
SGM_1356 SGM_4623
SGM_1471 SGM_5130
SGM_1471 SGM_5920
SGM_1471 SGM_5588
SGM_1471 SGM_5587
SGM_1471 SGM_2402
SGM_1519 SGM_2889
SGM_1519 SGM_4118
SGM_1519 SGM_3058
SGM_1519 SGM_2056
SGM_1519 SGM_6239
SGM_1519 SGM_3969
SGM_1519 SGM_4119
SGM_1519 SGM_5813
SGM_1519 SGM_5734
SGM_1574 SGM_5171
SGM_1574 SGM_4574
SGM_1574 SGM_5849
SGM_1574 SGM_1866
SGM_1574 SGM_4059
SGM_1574 SGM_6366
SGM_1574 SGM_5127
SGM_1574 SGM_0035
SGM_1574 SGM_4004
SGM_1574 SGM_6357
SGM_1574 SGM_6365
SGM_1574 SGM_6045
SGM_1574 SGM_6123
SGM_1574 SGM_5037
SGM_1574 SGM_2903
SGM_1574 SGM_2895
SGM_1574 SGM_4021
SGM_1574 SGM_2774
SGM_1574 SGM_1038
SGM_1575 SGM_1343
SGM_1576 SGM_1866
SGM_1576 SGM_0035
SGM_1576 SGM_5037
SGM_1576 SGM_5171
SGM_1576 SGM_4574
SGM_1576 SGM_6365
SGM_1576 SGM_4004
SGM_1576 SGM_6366
SGM_1576 SGM_5849
SGM_1576 SGM_6357
SGM_1576 SGM_2903
SGM_1576 SGM_5127
SGM_1576 SGM_2774
SGM_1576 SGM_6045
SGM_1576 SGM_1038
SGM_1576 SGM_4059
SGM_1576 SGM_6123
SGM_1576 SGM_4021
SGM_1576 SGM_2895
SGM_1591 SGM_1593
SGM_1592 SGM_5889
SGM_1592 SGM_5890
SGM_1592 SGM_5901
SGM_1592 SGM_2213
SGM_1592 SGM_2070
SGM_1592 SGM_5974
SGM_1592 SGM_0595
SGM_1592 SGM_6831
SGM_1592 SGM_3326
SGM_1592 SGM_2589
SGM_1592 SGM_4654
SGM_1592 SGM_3380
SGM_1592 SGM_3356
SGM_1592 SGM_4950
SGM_1592 SGM_5507
SGM_1592 SGM_6287
SGM_1592 SGM_6121
SGM_1592 SGM_2185
SGM_1592 SGM_2206
SGM_1593 SGM_1591
SGM_1593 SGM_5601
SGM_1593 SGM_5747
SGM_1593 SGM_4284
SGM_1613 SGM_6808
SGM_1613 SGM_0750
SGM_1613 SGM_2059
SGM_1687 SGM_5066
SGM_1764 SGM_5948
SGM_1764 SGM_5397
SGM_1764 SGM_1189
SGM_1764 SGM_2420
SGM_1764 SGM_2447
SGM_1764 SGM_3202
SGM_1764 SGM_2446
SGM_1764 SGM_6115
SGM_1764 SGM_2860
SGM_1764 SGM_6730
SGM_1764 SGM_6735
SGM_1764 SGM_6789
SGM_1766 SGM_3204
SGM_1793 SGM_1794
SGM_1794 SGM_1793
SGM_1794 SGM_6406
SGM_1794 SGM_6586
SGM_1794 SGM_2244
SGM_1794 SGM_5254
SGM_1794 SGM_0357
SGM_1801 SGM_5033
SGM_1803 SGM_1808
SGM_1803 SGM_2892
SGM_1803 SGM_3528
SGM_1803 SGM_4952
SGM_1803 SGM_0393
SGM_1803 SGM_5434
SGM_1808 SGM_2892
SGM_1808 SGM_4952
SGM_1808 SGM_3528
SGM_1808 SGM_1803
SGM_1808 SGM_0393
SGM_1808 SGM_5434
SGM_1827 SGM_0321
SGM_1847 SGM_3772
SGM_1866 SGM_6432
SGM_1866 SGM_0378
SGM_1866 SGM_5889
SGM_1866 SGM_2764
SGM_1866 SGM_3380
SGM_1866 SGM_5764
SGM_1866 SGM_4006
SGM_1866 SGM_3476
SGM_1866 SGM_0482
SGM_1866 SGM_0595
SGM_1866 SGM_4806
SGM_1866 SGM_5507
SGM_1866 SGM_3326
SGM_1866 SGM_5064
SGM_1866 SGM_2213
SGM_1866 SGM_2086
SGM_1866 SGM_2643
SGM_1866 SGM_5890
SGM_1866 SGM_1576
SGM_1866 SGM_5974
SGM_1866 SGM_1574
SGM_1866 SGM_6831
SGM_1866 SGM_2589
SGM_1866 SGM_6587
SGM_1866 SGM_6121
SGM_1866 SGM_1299
SGM_1866 SGM_6287
SGM_1866 SGM_2070
SGM_1866 SGM_3622
SGM_1868 SGM_0949
SGM_1868 SGM_3275
SGM_1868 SGM_6502
SGM_1868 SGM_2569
SGM_1868 SGM_4468
SGM_1868 SGM_6475
SGM_1868 SGM_3470
SGM_1868 SGM_1140
SGM_1868 SGM_0170
SGM_1868 SGM_3463
SGM_1868 SGM_4232
SGM_1868 SGM_3465
SGM_1868 SGM_2546
SGM_1868 SGM_2729
SGM_1868 SGM_0795
SGM_1868 SGM_4857
SGM_1868 SGM_3365
SGM_1872 SGM_6359
SGM_1872 SGM_3100
SGM_1872 SGM_0169
SGM_1872 SGM_2301
SGM_1872 SGM_0620
SGM_1887 SGM_1957
SGM_1887 SGM_2787
SGM_1887 SGM_3973
SGM_1887 SGM_3109
SGM_1888 SGM_3275
SGM_1888 SGM_0949
SGM_1888 SGM_3465
SGM_1888 SGM_2546
SGM_1888 SGM_0170
SGM_1888 SGM_3463
SGM_1888 SGM_4232
SGM_1888 SGM_2569
SGM_1888 SGM_6502
SGM_1888 SGM_4468
SGM_1888 SGM_2729
SGM_1888 SGM_0795
SGM_1888 SGM_3365
SGM_1888 SGM_4857
SGM_1888 SGM_3470
SGM_1888 SGM_6475
SGM_1888 SGM_1140
SGM_1893 SGM_0106
SGM_1899 SGM_5020
SGM_1899 SGM_4072
SGM_1899 SGM_5753
SGM_1899 SGM_6227
SGM_1899 SGM_3881
SGM_1899 SGM_4711
SGM_1902 SGM_3801
SGM_1902 SGM_3794
SGM_1902 SGM_3647
SGM_1902 SGM_0321
SGM_1902 SGM_4486
SGM_1902 SGM_4485
SGM_1945 SGM_3790
SGM_1945 SGM_5627
SGM_1950 SGM_2219
SGM_1952 SGM_5735
SGM_1953 SGM_5735
SGM_1956 SGM_5718
SGM_1957 SGM_3724
SGM_1957 SGM_2787
SGM_1957 SGM_3973
SGM_1957 SGM_1887
SGM_1957 SGM_3109
SGM_1957 SGM_3972
SGM_1957 SGM_3880
SGM_1959 SGM_5837
SGM_1963 SGM_2063
SGM_1963 SGM_1988
SGM_1963 SGM_1991
SGM_1963 SGM_1964
SGM_1963 SGM_0412
SGM_1963 SGM_0761
SGM_1964 SGM_2063
SGM_1964 SGM_1963
SGM_1964 SGM_1988
SGM_1964 SGM_1991
SGM_1964 SGM_0412
SGM_1964 SGM_0761
SGM_1972 SGM_1353
SGM_1987 SGM_5066
SGM_1988 SGM_6393
SGM_1988 SGM_4326
SGM_1988 SGM_1963
SGM_1988 SGM_1964
SGM_1988 SGM_6278
SGM_1990 SGM_1083
SGM_1990 SGM_4326
SGM_1990 SGM_3518
SGM_1990 SGM_2943
SGM_1990 SGM_5128
SGM_1990 SGM_5872
SGM_1990 SGM_6393
SGM_1990 SGM_1024
SGM_1990 SGM_1013
SGM_1990 SGM_6701
SGM_1990 SGM_6278
SGM_1991 SGM_1964
SGM_1991 SGM_1963
SGM_1993 SGM_2546
SGM_1993 SGM_4468
SGM_1993 SGM_6502
SGM_1993 SGM_2569
SGM_1993 SGM_1140
SGM_1993 SGM_6475
SGM_1993 SGM_3470
SGM_1993 SGM_4232
SGM_1993 SGM_2729
SGM_1993 SGM_3275
SGM_1993 SGM_0949
SGM_1993 SGM_3465
SGM_1993 SGM_0795
SGM_1993 SGM_3365
SGM_1993 SGM_4857
SGM_1993 SGM_0170
SGM_1993 SGM_3463
SGM_1999 SGM_6137
SGM_2001 SGM_6808
SGM_2001 SGM_2059
SGM_2001 SGM_0750
SGM_2002 SGM_6808
SGM_2002 SGM_0750
SGM_2002 SGM_2059
SGM_2003 SGM_6808
SGM_2003 SGM_2059
SGM_2003 SGM_0750
SGM_2019 SGM_5824
SGM_2019 SGM_3789
SGM_2033 SGM_1091
SGM_2033 SGM_2533
SGM_2033 SGM_2870
SGM_2036 SGM_0262
SGM_2056 SGM_4118
SGM_2056 SGM_5734
SGM_2056 SGM_5813
SGM_2056 SGM_2889
SGM_2056 SGM_3058
SGM_2056 SGM_1519
SGM_2056 SGM_4119
SGM_2056 SGM_3969
SGM_2056 SGM_6239
SGM_2058 SGM_1356
SGM_2058 SGM_5734
SGM_2058 SGM_2889
SGM_2058 SGM_3058
SGM_2058 SGM_3969
SGM_2058 SGM_4119
SGM_2058 SGM_4118
SGM_2058 SGM_0046
SGM_2058 SGM_0319
SGM_2058 SGM_5483
SGM_2059 SGM_4614
SGM_2059 SGM_1024
SGM_2059 SGM_1013
SGM_2059 SGM_2002
SGM_2059 SGM_0078
SGM_2059 SGM_6206
SGM_2059 SGM_2003
SGM_2059 SGM_1613
SGM_2059 SGM_2001
SGM_2059 SGM_6207
SGM_2063 SGM_1963
SGM_2063 SGM_1964
SGM_2063 SGM_6278
SGM_2063 SGM_6393
SGM_2063 SGM_4326
SGM_2070 SGM_1866
SGM_2070 SGM_0035
SGM_2070 SGM_5127
SGM_2070 SGM_5119
SGM_2070 SGM_5037
SGM_2070 SGM_5171
SGM_2070 SGM_4574
SGM_2070 SGM_6365
SGM_2070 SGM_4004
SGM_2070 SGM_6366
SGM_2070 SGM_2895
SGM_2070 SGM_5849
SGM_2070 SGM_3908
SGM_2070 SGM_1592
SGM_2070 SGM_2903
SGM_2070 SGM_6357
SGM_2070 SGM_6045
SGM_2070 SGM_2774
SGM_2070 SGM_1009
SGM_2070 SGM_1038
SGM_2070 SGM_4059
SGM_2070 SGM_6123
SGM_2070 SGM_4021
SGM_2070 SGM_4639
SGM_2086 SGM_5037
SGM_2086 SGM_5171
SGM_2086 SGM_4574
SGM_2086 SGM_6365
SGM_2086 SGM_4004
SGM_2086 SGM_6366
SGM_2086 SGM_2895
SGM_2086 SGM_5849
SGM_2086 SGM_6357
SGM_2086 SGM_2903
SGM_2086 SGM_2774
SGM_2086 SGM_5127
SGM_2086 SGM_6045
SGM_2086 SGM_1038
SGM_2086 SGM_6123
SGM_2086 SGM_4021
SGM_2086 SGM_1866
SGM_2086 SGM_0035
SGM_2086 SGM_2874
SGM_2086 SGM_4059
SGM_2092 SGM_1089
SGM_2092 SGM_5009
SGM_2092 SGM_2094
SGM_2092 SGM_0702
SGM_2092 SGM_0156
SGM_2092 SGM_5014
SGM_2092 SGM_5829
SGM_2092 SGM_2172
SGM_2092 SGM_0705
SGM_2092 SGM_5013
SGM_2092 SGM_0111
SGM_2092 SGM_0280
SGM_2092 SGM_6377
SGM_2094 SGM_2092
SGM_2094 SGM_0280
SGM_2141 SGM_5582
SGM_2141 SGM_0298
SGM_2141 SGM_3784
SGM_2142 SGM_0111
SGM_2142 SGM_5829
SGM_2142 SGM_4682
SGM_2142 SGM_6353
SGM_2142 SGM_1145
SGM_2142 SGM_5826
SGM_2142 SGM_6733
SGM_2142 SGM_5758
SGM_2142 SGM_5750
SGM_2144 SGM_5582
SGM_2145 SGM_5105
SGM_2145 SGM_2146
SGM_2145 SGM_5578
SGM_2146 SGM_5579
SGM_2146 SGM_0471
SGM_2146 SGM_5588
SGM_2146 SGM_2145
SGM_2146 SGM_2402
SGM_2146 SGM_6408
SGM_2146 SGM_3784
SGM_2146 SGM_0298
SGM_2157 SGM_6769
SGM_2157 SGM_0150
SGM_2157 SGM_4635
SGM_2157 SGM_2456
SGM_2157 SGM_2804
SGM_2157 SGM_2533
SGM_2157 SGM_2870
SGM_2172 SGM_2092
SGM_2172 SGM_0280
SGM_2181 SGM_5159
SGM_2181 SGM_2187
SGM_2181 SGM_3354
SGM_2181 SGM_2186
SGM_2181 SGM_2182
SGM_2181 SGM_2242
SGM_2181 SGM_0285
SGM_2181 SGM_3046
SGM_2181 SGM_0619
SGM_2181 SGM_6442
SGM_2181 SGM_3355
SGM_2182 SGM_2242
SGM_2182 SGM_3046
SGM_2182 SGM_2184
SGM_2182 SGM_5159
SGM_2182 SGM_2183
SGM_2182 SGM_2181
SGM_2183 SGM_0619
SGM_2183 SGM_2182
SGM_2184 SGM_0619
SGM_2184 SGM_2182
SGM_2185 SGM_3908
SGM_2185 SGM_2186
SGM_2185 SGM_3354
SGM_2185 SGM_1592
SGM_2185 SGM_1009
SGM_2185 SGM_5119
SGM_2185 SGM_3355
SGM_2185 SGM_2187
SGM_2185 SGM_4639
SGM_2186 SGM_5159
SGM_2186 SGM_0285
SGM_2186 SGM_2181
SGM_2186 SGM_6442
SGM_2186 SGM_2185
SGM_2187 SGM_0285
SGM_2187 SGM_2181
SGM_2187 SGM_6442
SGM_2187 SGM_2185
SGM_2187 SGM_5159
SGM_2206 SGM_4232
SGM_2206 SGM_3908
SGM_2206 SGM_1592
SGM_2206 SGM_1009
SGM_2206 SGM_5119
SGM_2206 SGM_4639
SGM_2213 SGM_2895
SGM_2213 SGM_5849
SGM_2213 SGM_3908
SGM_2213 SGM_2903
SGM_2213 SGM_6357
SGM_2213 SGM_1866
SGM_2213 SGM_5119
SGM_2213 SGM_0035
SGM_2213 SGM_5037
SGM_2213 SGM_5171
SGM_2213 SGM_4574
SGM_2213 SGM_6365
SGM_2213 SGM_4004
SGM_2213 SGM_6366
SGM_2213 SGM_1592
SGM_2213 SGM_5127
SGM_2213 SGM_6045
SGM_2213 SGM_2774
SGM_2213 SGM_1038
SGM_2213 SGM_1009
SGM_2213 SGM_4059
SGM_2213 SGM_6123
SGM_2213 SGM_4021
SGM_2213 SGM_4639
SGM_2219 SGM_1166
SGM_2219 SGM_6579
SGM_2219 SGM_1167
SGM_2219 SGM_1950
SGM_2219 SGM_6580
SGM_2242 SGM_5159
SGM_2242 SGM_0619
SGM_2242 SGM_0285
SGM_2242 SGM_2182
SGM_2242 SGM_2181
SGM_2242 SGM_6442
SGM_2244 SGM_0535
SGM_2244 SGM_1794
SGM_2277 SGM_4468
SGM_2277 SGM_6502
SGM_2277 SGM_2569
SGM_2277 SGM_0795
SGM_2277 SGM_3365
SGM_2277 SGM_4857
SGM_2277 SGM_6475
SGM_2277 SGM_3470
SGM_2277 SGM_1140
SGM_2277 SGM_0170
SGM_2277 SGM_3463
SGM_2277 SGM_4232
SGM_2277 SGM_3275
SGM_2277 SGM_0949
SGM_2277 SGM_3465
SGM_2277 SGM_2546
SGM_2277 SGM_2729
SGM_2301 SGM_1872
SGM_2301 SGM_3180
SGM_2319 SGM_5130
SGM_2366 SGM_1286
SGM_2366 SGM_1277
SGM_2366 SGM_3236
SGM_2366 SGM_1280
SGM_2366 SGM_3242
SGM_2366 SGM_1282
SGM_2366 SGM_3233
SGM_2366 SGM_5913
SGM_2366 SGM_1287
SGM_2366 SGM_4290
SGM_2366 SGM_1283
SGM_2366 SGM_1284
SGM_2366 SGM_1278
SGM_2366 SGM_2370
SGM_2366 SGM_3239
SGM_2366 SGM_1276
SGM_2366 SGM_3234
SGM_2366 SGM_1288
SGM_2366 SGM_5230
SGM_2366 SGM_3237
SGM_2366 SGM_1289
SGM_2366 SGM_1281
SGM_2366 SGM_5226
SGM_2366 SGM_1285
SGM_2366 SGM_3241
SGM_2366 SGM_1279
SGM_2366 SGM_6507
SGM_2366 SGM_3235
SGM_2366 SGM_3238
SGM_2366 SGM_5225
SGM_2370 SGM_3237
SGM_2370 SGM_3239
SGM_2370 SGM_5791
SGM_2370 SGM_3234
SGM_2370 SGM_1288
SGM_2370 SGM_1276
SGM_2370 SGM_5230
SGM_2370 SGM_3014
SGM_2370 SGM_5223
SGM_2370 SGM_4334
SGM_2370 SGM_4290
SGM_2370 SGM_5227
SGM_2370 SGM_1281
SGM_2370 SGM_5226
SGM_2370 SGM_1279
SGM_2370 SGM_1289
SGM_2370 SGM_3241
SGM_2370 SGM_6507
SGM_2370 SGM_3427
SGM_2370 SGM_3235
SGM_2370 SGM_3425
SGM_2370 SGM_5786
SGM_2370 SGM_5225
SGM_2370 SGM_3238
SGM_2370 SGM_1285
SGM_2370 SGM_5790
SGM_2370 SGM_2691
SGM_2370 SGM_1287
SGM_2370 SGM_1277
SGM_2370 SGM_3236
SGM_2370 SGM_5224
SGM_2370 SGM_1280
SGM_2370 SGM_3242
SGM_2370 SGM_3017
SGM_2370 SGM_1282
SGM_2370 SGM_3015
SGM_2370 SGM_0464
SGM_2370 SGM_5222
SGM_2370 SGM_2366
SGM_2370 SGM_3233
SGM_2370 SGM_5913
SGM_2370 SGM_3016
SGM_2370 SGM_3581
SGM_2370 SGM_1286
SGM_2370 SGM_1283
SGM_2370 SGM_1284
SGM_2370 SGM_1278
SGM_2370 SGM_3426
SGM_2402 SGM_5586
SGM_2402 SGM_2146
SGM_2402 SGM_5587
SGM_2402 SGM_5578
SGM_2402 SGM_1471
SGM_2402 SGM_0360
SGM_2402 SGM_5513
SGM_2402 SGM_4760
SGM_2402 SGM_6371
SGM_2402 SGM_4148
SGM_2402 SGM_2933
SGM_2402 SGM_1318
SGM_2402 SGM_0602
SGM_2402 SGM_5105
SGM_2402 SGM_4258
SGM_2402 SGM_3978
SGM_2402 SGM_3332
SGM_2420 SGM_5462
SGM_2420 SGM_4932
SGM_2420 SGM_5948
SGM_2420 SGM_3051
SGM_2420 SGM_0536
SGM_2420 SGM_4518
SGM_2420 SGM_1764
SGM_2420 SGM_3470
SGM_2420 SGM_2441
SGM_2441 SGM_2447
SGM_2441 SGM_5948
SGM_2441 SGM_5397
SGM_2441 SGM_1189
SGM_2441 SGM_2446
SGM_2441 SGM_6115
SGM_2441 SGM_3202
SGM_2441 SGM_0237
SGM_2441 SGM_2860
SGM_2441 SGM_6735
SGM_2441 SGM_6730
SGM_2441 SGM_6789
SGM_2441 SGM_2420
SGM_2442 SGM_4903
SGM_2442 SGM_3892
SGM_2446 SGM_3051
SGM_2446 SGM_1764
SGM_2446 SGM_4183
SGM_2446 SGM_2441
SGM_2446 SGM_4518
SGM_2447 SGM_3051
SGM_2447 SGM_4183
SGM_2447 SGM_1764
SGM_2447 SGM_2441
SGM_2447 SGM_4518
SGM_2456 SGM_6769
SGM_2456 SGM_0150
SGM_2456 SGM_2157
SGM_2456 SGM_2804
SGM_2456 SGM_2870
SGM_2456 SGM_2533
SGM_2456 SGM_4635
SGM_2498 SGM_4955
SGM_2533 SGM_2870
SGM_2533 SGM_6593
SGM_2533 SGM_6769
SGM_2533 SGM_0150
SGM_2533 SGM_2033
SGM_2533 SGM_2157
SGM_2533 SGM_2456
SGM_2533 SGM_2804
SGM_2533 SGM_4635
SGM_2546 SGM_3465
SGM_2546 SGM_1993
SGM_2546 SGM_4921
SGM_2546 SGM_4857
SGM_2546 SGM_1141
SGM_2546 SGM_6403
SGM_2546 SGM_0948
SGM_2546 SGM_4024
SGM_2546 SGM_2943
SGM_2546 SGM_1888
SGM_2546 SGM_5872
SGM_2546 SGM_1868
SGM_2546 SGM_1083
SGM_2546 SGM_3463
SGM_2546 SGM_1140
SGM_2546 SGM_0947
SGM_2546 SGM_5128
SGM_2546 SGM_3927
SGM_2546 SGM_2277
SGM_2546 SGM_2569
SGM_2546 SGM_3518
SGM_2546 SGM_0794
SGM_2546 SGM_6701
SGM_2546 SGM_1171
SGM_2546 SGM_4271
SGM_2546 SGM_0170
SGM_2546 SGM_3353
SGM_2546 SGM_5545
SGM_2546 SGM_1008
SGM_2569 SGM_1888
SGM_2569 SGM_5872
SGM_2569 SGM_0947
SGM_2569 SGM_0794
SGM_2569 SGM_3518
SGM_2569 SGM_4921
SGM_2569 SGM_1868
SGM_2569 SGM_6701
SGM_2569 SGM_1171
SGM_2569 SGM_4271
SGM_2569 SGM_5545
SGM_2569 SGM_1993
SGM_2569 SGM_4857
SGM_2569 SGM_3465
SGM_2569 SGM_2943
SGM_2569 SGM_1140
SGM_2569 SGM_1083
SGM_2569 SGM_2546
SGM_2569 SGM_0170
SGM_2569 SGM_3353
SGM_2569 SGM_1141
SGM_2569 SGM_0948
SGM_2569 SGM_4024
SGM_2569 SGM_3463
SGM_2569 SGM_6403
SGM_2569 SGM_2277
SGM_2569 SGM_5128
SGM_2569 SGM_3927
SGM_2569 SGM_1008
SGM_2589 SGM_1592
SGM_2589 SGM_5119
SGM_2589 SGM_5037
SGM_2589 SGM_5171
SGM_2589 SGM_4574
SGM_2589 SGM_4004
SGM_2589 SGM_6365
SGM_2589 SGM_6366
SGM_2589 SGM_2895
SGM_2589 SGM_3908
SGM_2589 SGM_5849
SGM_2589 SGM_6357
SGM_2589 SGM_2903
SGM_2589 SGM_5127
SGM_2589 SGM_2774
SGM_2589 SGM_6045
SGM_2589 SGM_1038
SGM_2589 SGM_1009
SGM_2589 SGM_4059
SGM_2589 SGM_6123
SGM_2589 SGM_4021
SGM_2589 SGM_4639
SGM_2589 SGM_1866
SGM_2589 SGM_0035
SGM_2643 SGM_1866
SGM_2643 SGM_5849
SGM_2643 SGM_0035
SGM_2643 SGM_6357
SGM_2643 SGM_2903
SGM_2643 SGM_5127
SGM_2643 SGM_6045
SGM_2643 SGM_2774
SGM_2643 SGM_1038
SGM_2643 SGM_5171
SGM_2643 SGM_5037
SGM_2643 SGM_4574
SGM_2643 SGM_4059
SGM_2643 SGM_6123
SGM_2643 SGM_6365
SGM_2643 SGM_4004
SGM_2643 SGM_4021
SGM_2643 SGM_6366
SGM_2643 SGM_2895
SGM_2691 SGM_1277
SGM_2691 SGM_3236
SGM_2691 SGM_1280
SGM_2691 SGM_3242
SGM_2691 SGM_1282
SGM_2691 SGM_5913
SGM_2691 SGM_3233
SGM_2691 SGM_1286
SGM_2691 SGM_1284
SGM_2691 SGM_1283
SGM_2691 SGM_1278
SGM_2691 SGM_2370
SGM_2691 SGM_3239
SGM_2691 SGM_3234
SGM_2691 SGM_1276
SGM_2691 SGM_1288
SGM_2691 SGM_5230
SGM_2691 SGM_3237
SGM_2691 SGM_4290
SGM_2691 SGM_1281
SGM_2691 SGM_5226
SGM_2691 SGM_1289
SGM_2691 SGM_1279
SGM_2691 SGM_3241
SGM_2691 SGM_6507
SGM_2691 SGM_3235
SGM_2691 SGM_3238
SGM_2691 SGM_5225
SGM_2691 SGM_1285
SGM_2691 SGM_1287
SGM_2729 SGM_4921
SGM_2729 SGM_1888
SGM_2729 SGM_4512
SGM_2729 SGM_0794
SGM_2729 SGM_3353
SGM_2729 SGM_4024
SGM_2729 SGM_2277
SGM_2729 SGM_0947
SGM_2729 SGM_1008
SGM_2729 SGM_1993
SGM_2729 SGM_5545
SGM_2729 SGM_1868
SGM_2729 SGM_4271
SGM_2729 SGM_0294
SGM_2729 SGM_1141
SGM_2729 SGM_0948
SGM_2729 SGM_6403
SGM_2729 SGM_3927
SGM_2729 SGM_1171
SGM_2764 SGM_1038
SGM_2764 SGM_5037
SGM_2764 SGM_5171
SGM_2764 SGM_4574
SGM_2764 SGM_6365
SGM_2764 SGM_4004
SGM_2764 SGM_6366
SGM_2764 SGM_2895
SGM_2764 SGM_5849
SGM_2764 SGM_2874
SGM_2764 SGM_4059
SGM_2764 SGM_6123
SGM_2764 SGM_4021
SGM_2764 SGM_2774
SGM_2764 SGM_1866
SGM_2764 SGM_0035
SGM_2764 SGM_6357
SGM_2764 SGM_2903
SGM_2764 SGM_6045
SGM_2764 SGM_5127
SGM_2774 SGM_5890
SGM_2774 SGM_0595
SGM_2774 SGM_1576
SGM_2774 SGM_3622
SGM_2774 SGM_2070
SGM_2774 SGM_0482
SGM_2774 SGM_5974
SGM_2774 SGM_4806
SGM_2774 SGM_1574
SGM_2774 SGM_6831
SGM_2774 SGM_2589
SGM_2774 SGM_3326
SGM_2774 SGM_5064
SGM_2774 SGM_0378
SGM_2774 SGM_2213
SGM_2774 SGM_2086
SGM_2774 SGM_5889
SGM_2774 SGM_2643
SGM_2774 SGM_2764
SGM_2774 SGM_3380
SGM_2774 SGM_5764
SGM_2774 SGM_3476
SGM_2774 SGM_4006
SGM_2774 SGM_6432
SGM_2774 SGM_5507
SGM_2774 SGM_6587
SGM_2774 SGM_6121
SGM_2774 SGM_1299
SGM_2774 SGM_6287
SGM_2787 SGM_1957
SGM_2787 SGM_3972
SGM_2787 SGM_3724
SGM_2787 SGM_3880
SGM_2787 SGM_3973
SGM_2787 SGM_1887
SGM_2787 SGM_3109
SGM_2804 SGM_6769
SGM_2804 SGM_0150
SGM_2804 SGM_2157
SGM_2804 SGM_2456
SGM_2804 SGM_2870
SGM_2804 SGM_2533
SGM_2804 SGM_4635
SGM_2811 SGM_0729
SGM_2811 SGM_6640
SGM_2860 SGM_4932
SGM_2860 SGM_1764
SGM_2860 SGM_3470
SGM_2860 SGM_2441
SGM_2860 SGM_4518
SGM_2860 SGM_3051
SGM_2860 SGM_5948
SGM_2860 SGM_0536
SGM_2860 SGM_5462
SGM_2870 SGM_6593
SGM_2870 SGM_0150
SGM_2870 SGM_2033
SGM_2870 SGM_2804
SGM_2870 SGM_2456
SGM_2870 SGM_2533
SGM_2870 SGM_2157
SGM_2870 SGM_6769
SGM_2870 SGM_4635
SGM_2874 SGM_3099
SGM_2874 SGM_2086
SGM_2874 SGM_2764
SGM_2874 SGM_3476
SGM_2874 SGM_0482
SGM_2874 SGM_4806
SGM_2874 SGM_6587
SGM_2889 SGM_3041
SGM_2889 SGM_2058
SGM_2889 SGM_1519
SGM_2889 SGM_2056
SGM_2889 SGM_4119
SGM_2889 SGM_4623
SGM_2889 SGM_0319
SGM_2889 SGM_6502
SGM_2892 SGM_1808
SGM_2892 SGM_0393
SGM_2892 SGM_3528
SGM_2892 SGM_4952
SGM_2892 SGM_1803
SGM_2892 SGM_5434
SGM_2894 SGM_0535
SGM_2895 SGM_5764
SGM_2895 SGM_5890
SGM_2895 SGM_3326
SGM_2895 SGM_3622
SGM_2895 SGM_1576
SGM_2895 SGM_2070
SGM_2895 SGM_0595
SGM_2895 SGM_5974
SGM_2895 SGM_4806
SGM_2895 SGM_2589
SGM_2895 SGM_1574
SGM_2895 SGM_6831
SGM_2895 SGM_5064
SGM_2895 SGM_5889
SGM_2895 SGM_0378
SGM_2895 SGM_2213
SGM_2895 SGM_2086
SGM_2895 SGM_2764
SGM_2895 SGM_3380
SGM_2895 SGM_2643
SGM_2895 SGM_3476
SGM_2895 SGM_0482
SGM_2895 SGM_4006
SGM_2895 SGM_6432
SGM_2895 SGM_5507
SGM_2895 SGM_6587
SGM_2895 SGM_1299
SGM_2895 SGM_6287
SGM_2895 SGM_6121
SGM_2903 SGM_5890
SGM_2903 SGM_3622
SGM_2903 SGM_1576
SGM_2903 SGM_2070
SGM_2903 SGM_0595
SGM_2903 SGM_5974
SGM_2903 SGM_4806
SGM_2903 SGM_1574
SGM_2903 SGM_3326
SGM_2903 SGM_6831
SGM_2903 SGM_2589
SGM_2903 SGM_0378
SGM_2903 SGM_2213
SGM_2903 SGM_2086
SGM_2903 SGM_5889
SGM_2903 SGM_2764
SGM_2903 SGM_5764
SGM_2903 SGM_3380
SGM_2903 SGM_3476
