SADFL11_1016 SADFL11_3739
SADFL11_3001 SADFL11_906
SADFL11_3001 SADFL11_1644
SADFL11_3001 SADFL11_483
SADFL11_3001 SADFL11_1071
SADFL11_3001 SADFL11_3782
SADFL11_3001 SADFL11_3323
SADFL11_3025 SADFL11_4852
SADFL11_3025 SADFL11_3140
SADFL11_3028 SADFL11_3739
SADFL11_3038 SADFL11_2096
SADFL11_3041 SADFL11_4215
SADFL11_3041 SADFL11_665
SADFL11_3041 SADFL11_5044
SADFL11_3041 SADFL11_4704
SADFL11_3041 SADFL11_2751
SADFL11_3041 SADFL11_3160
SADFL11_3058 SADFL11_2308
SADFL11_3058 SADFL11_1386
SADFL11_3073 SADFL11_2591
SADFL11_3073 SADFL11_5310
SADFL11_3076 SADFL11_335
SADFL11_3076 SADFL11_3557
SADFL11_3098 SADFL11_5235
SADFL11_3098 SADFL11_3431
SADFL11_3098 SADFL11_1230
SADFL11_3098 SADFL11_4838
SADFL11_3098 SADFL11_4983
SADFL11_3098 SADFL11_686
SADFL11_3106 SADFL11_4102
SADFL11_3109 SADFL11_235
SADFL11_3109 SADFL11_4916
SADFL11_3109 SADFL11_2283
SADFL11_3110 SADFL11_2396
SADFL11_3110 SADFL11_606
SADFL11_3116 SADFL11_5148
SADFL11_3116 SADFL11_4165
SADFL11_3116 SADFL11_4672
SADFL11_3117 SADFL11_3302
SADFL11_3117 SADFL11_2697
SADFL11_3117 SADFL11_4134
SADFL11_3117 SADFL11_2544
SADFL11_3136 SADFL11_2168
SADFL11_3137 SADFL11_4234
SADFL11_3137 SADFL11_4946
SADFL11_3137 SADFL11_275
SADFL11_3140 SADFL11_3025
SADFL11_3140 SADFL11_109
SADFL11_3140 SADFL11_667
SADFL11_3148 SADFL11_2919
SADFL11_3154 SADFL11_4516
SADFL11_3154 SADFL11_421
SADFL11_3160 SADFL11_3255
SADFL11_3160 SADFL11_4215
SADFL11_3160 SADFL11_3041
SADFL11_3160 SADFL11_752
SADFL11_3160 SADFL11_5044
SADFL11_3160 SADFL11_4834
SADFL11_3160 SADFL11_2751
SADFL11_3160 SADFL11_2629
SADFL11_3165 SADFL11_665
SADFL11_3165 SADFL11_3000
SADFL11_3165 SADFL11_1346
SADFL11_3165 SADFL11_678
SADFL11_3165 SADFL11_3211
SADFL11_3165 SADFL11_3704
SADFL11_3165 SADFL11_4704
SADFL11_3166 SADFL11_4448
SADFL11_3166 SADFL11_3545
SADFL11_3166 SADFL11_3746
SADFL11_3166 SADFL11_183
SADFL11_3167 SADFL11_3766
SADFL11_3167 SADFL11_4083
SADFL11_3167 SADFL11_743
SADFL11_3167 SADFL11_737
SADFL11_3167 SADFL11_5275
SADFL11_3170 SADFL11_4778
SADFL11_3170 SADFL11_1100
SADFL11_3171 SADFL11_1125
SADFL11_3176 SADFL11_5262
SADFL11_3176 SADFL11_2614
SADFL11_3176 SADFL11_2231
SADFL11_3176 SADFL11_516
SADFL11_3179 SADFL11_1025
SADFL11_3182 SADFL11_2566
SADFL11_3184 SADFL11_4952
SADFL11_3184 SADFL11_281
SADFL11_3204 SADFL11_1788
SADFL11_3204 SADFL11_2173
SADFL11_3211 SADFL11_3776
SADFL11_3211 SADFL11_3549
SADFL11_3211 SADFL11_5208
SADFL11_3211 SADFL11_3165
SADFL11_3211 SADFL11_3930
SADFL11_3224 SADFL11_3781
SADFL11_3228 SADFL11_1585
SADFL11_3228 SADFL11_2307
SADFL11_3228 SADFL11_2074
SADFL11_3228 SADFL11_1083
SADFL11_324 SADFL11_350
SADFL11_324 SADFL11_4384
SADFL11_3255 SADFL11_4215
SADFL11_3255 SADFL11_2751
SADFL11_3255 SADFL11_3160
SADFL11_3255 SADFL11_5044
SADFL11_3262 SADFL11_2932
SADFL11_3262 SADFL11_2435
SADFL11_3262 SADFL11_2474
SADFL11_3264 SADFL11_4491
SADFL11_3267 SADFL11_2084
SADFL11_3267 SADFL11_2735
SADFL11_3267 SADFL11_461
SADFL11_3267 SADFL11_3841
SADFL11_3273 SADFL11_3389
SADFL11_3273 SADFL11_229
SADFL11_3273 SADFL11_3339
SADFL11_3273 SADFL11_741
SADFL11_3273 SADFL11_2866
SADFL11_3273 SADFL11_1571
SADFL11_3275 SADFL11_4709
SADFL11_3276 SADFL11_1741
SADFL11_328 SADFL11_3955
SADFL11_328 SADFL11_506
SADFL11_3287 SADFL11_4727
SADFL11_3287 SADFL11_3665
SADFL11_3287 SADFL11_4771
SADFL11_3287 SADFL11_3414
SADFL11_3287 SADFL11_4965
SADFL11_3287 SADFL11_1126
SADFL11_3298 SADFL11_872
SADFL11_3298 SADFL11_3879
SADFL11_3302 SADFL11_4134
SADFL11_3302 SADFL11_5003
SADFL11_3302 SADFL11_1180
SADFL11_3302 SADFL11_3117
SADFL11_3302 SADFL11_912
SADFL11_3302 SADFL11_2544
SADFL11_3302 SADFL11_2697
SADFL11_3302 SADFL11_4974
SADFL11_3305 SADFL11_455
SADFL11_3305 SADFL11_3755
SADFL11_3305 SADFL11_3493
SADFL11_3306 SADFL11_4902
SADFL11_3306 SADFL11_3479
SADFL11_3306 SADFL11_404
SADFL11_3306 SADFL11_1275
SADFL11_331 SADFL11_4546
SADFL11_331 SADFL11_4775
SADFL11_331 SADFL11_254
SADFL11_331 SADFL11_4413
SADFL11_3311 SADFL11_1101
SADFL11_3321 SADFL11_1821
SADFL11_3323 SADFL11_3613
SADFL11_3323 SADFL11_2031
SADFL11_3323 SADFL11_2111
SADFL11_3323 SADFL11_4138
SADFL11_3323 SADFL11_1062
SADFL11_3323 SADFL11_4585
SADFL11_3323 SADFL11_670
SADFL11_3323 SADFL11_1586
SADFL11_3323 SADFL11_5306
SADFL11_3323 SADFL11_3001
SADFL11_3323 SADFL11_3921
SADFL11_3323 SADFL11_181
SADFL11_3323 SADFL11_3416
SADFL11_3323 SADFL11_2212
SADFL11_3323 SADFL11_5167
SADFL11_3323 SADFL11_3882
SADFL11_3323 SADFL11_2753
SADFL11_3324 SADFL11_2689
SADFL11_3338 SADFL11_2517
SADFL11_3339 SADFL11_2866
SADFL11_3339 SADFL11_229
SADFL11_3339 SADFL11_1571
SADFL11_3339 SADFL11_3273
SADFL11_3339 SADFL11_3542
SADFL11_3339 SADFL11_3389
SADFL11_335 SADFL11_3076
SADFL11_335 SADFL11_3557
SADFL11_3350 SADFL11_2883
SADFL11_3355 SADFL11_3766
SADFL11_3355 SADFL11_1735
SADFL11_3355 SADFL11_2121
SADFL11_3355 SADFL11_737
SADFL11_3355 SADFL11_743
SADFL11_3355 SADFL11_5275
SADFL11_3355 SADFL11_4083
SADFL11_3366 SADFL11_673
SADFL11_3366 SADFL11_1285
SADFL11_3370 SADFL11_4482
SADFL11_3377 SADFL11_5112
SADFL11_3383 SADFL11_836
SADFL11_3383 SADFL11_4147
SADFL11_3387 SADFL11_5290
SADFL11_3389 SADFL11_3542
SADFL11_3389 SADFL11_741
SADFL11_3389 SADFL11_4535
SADFL11_3389 SADFL11_3273
SADFL11_3389 SADFL11_3339
SADFL11_3389 SADFL11_2544
SADFL11_3390 SADFL11_2541
SADFL11_3390 SADFL11_3411
SADFL11_3411 SADFL11_2541
SADFL11_3411 SADFL11_3390
SADFL11_3414 SADFL11_2638
SADFL11_3414 SADFL11_2008
SADFL11_3414 SADFL11_3287
SADFL11_3416 SADFL11_906
SADFL11_3416 SADFL11_1071
SADFL11_3416 SADFL11_3782
SADFL11_3416 SADFL11_1284
SADFL11_3416 SADFL11_483
SADFL11_3416 SADFL11_193
SADFL11_3416 SADFL11_255
SADFL11_3416 SADFL11_1542
SADFL11_3416 SADFL11_1644
SADFL11_3416 SADFL11_3747
SADFL11_3416 SADFL11_3323
SADFL11_3416 SADFL11_725
SADFL11_3416 SADFL11_1910
SADFL11_3421 SADFL11_358
SADFL11_3421 SADFL11_4894
SADFL11_3421 SADFL11_3877
SADFL11_3431 SADFL11_4158
SADFL11_3431 SADFL11_4574
SADFL11_3431 SADFL11_4506
SADFL11_3431 SADFL11_2834
SADFL11_3431 SADFL11_3098
SADFL11_3431 SADFL11_4838
SADFL11_3431 SADFL11_4636
SADFL11_3431 SADFL11_924
SADFL11_3431 SADFL11_4236
SADFL11_3431 SADFL11_1165
SADFL11_3432 SADFL11_794
SADFL11_3434 SADFL11_2999
SADFL11_3434 SADFL11_2667
SADFL11_3434 SADFL11_5333
SADFL11_3434 SADFL11_2352
SADFL11_3441 SADFL11_4006
SADFL11_3446 SADFL11_3579
SADFL11_3446 SADFL11_4000
SADFL11_3446 SADFL11_705
SADFL11_3479 SADFL11_2456
SADFL11_3479 SADFL11_3306
SADFL11_349 SADFL11_4066
SADFL11_3493 SADFL11_3305
SADFL11_3493 SADFL11_455
SADFL11_3493 SADFL11_3755
SADFL11_350 SADFL11_324
SADFL11_350 SADFL11_3741
SADFL11_350 SADFL11_5121
SADFL11_350 SADFL11_2519
SADFL11_3502 SADFL11_4361
SADFL11_3502 SADFL11_2062
SADFL11_3502 SADFL11_3527
SADFL11_3502 SADFL11_5112
SADFL11_3502 SADFL11_4270
SADFL11_3502 SADFL11_4813
SADFL11_3510 SADFL11_2088
SADFL11_3510 SADFL11_2677
SADFL11_3516 SADFL11_1285
SADFL11_3516 SADFL11_2720
SADFL11_3527 SADFL11_1581
SADFL11_3527 SADFL11_3502
SADFL11_3531 SADFL11_4515
SADFL11_3533 SADFL11_5255
SADFL11_3533 SADFL11_4035
SADFL11_3533 SADFL11_725
SADFL11_3533 SADFL11_1542
SADFL11_3542 SADFL11_229
SADFL11_3542 SADFL11_3339
SADFL11_3542 SADFL11_741
SADFL11_3542 SADFL11_2866
SADFL11_3542 SADFL11_3389
SADFL11_3542 SADFL11_1571
SADFL11_3545 SADFL11_3746
SADFL11_3545 SADFL11_4448
SADFL11_3545 SADFL11_4546
SADFL11_3545 SADFL11_3166
SADFL11_3549 SADFL11_1346
SADFL11_3549 SADFL11_3704
SADFL11_3549 SADFL11_678
SADFL11_3549 SADFL11_3211
SADFL11_3549 SADFL11_3000
SADFL11_3549 SADFL11_1367
SADFL11_3551 SADFL11_4245
SADFL11_3551 SADFL11_982
SADFL11_3557 SADFL11_3076
SADFL11_3557 SADFL11_4654
SADFL11_3557 SADFL11_335
SADFL11_3575 SADFL11_2711
SADFL11_3575 SADFL11_4444
SADFL11_3577 SADFL11_2467
SADFL11_3577 SADFL11_234
SADFL11_3577 SADFL11_820
SADFL11_3579 SADFL11_4954
SADFL11_3579 SADFL11_509
SADFL11_3579 SADFL11_1134
SADFL11_3579 SADFL11_3446
SADFL11_3579 SADFL11_4000
SADFL11_3579 SADFL11_1895
SADFL11_3579 SADFL11_768
SADFL11_358 SADFL11_3421
SADFL11_358 SADFL11_932
SADFL11_358 SADFL11_5138
SADFL11_3584 SADFL11_172
SADFL11_3584 SADFL11_3807
SADFL11_3584 SADFL11_2716
SADFL11_3584 SADFL11_4767
SADFL11_3584 SADFL11_4437
SADFL11_3584 SADFL11_624
SADFL11_3586 SADFL11_5290
SADFL11_3613 SADFL11_193
SADFL11_3613 SADFL11_1910
SADFL11_3613 SADFL11_255
SADFL11_3613 SADFL11_1284
SADFL11_3613 SADFL11_906
SADFL11_3613 SADFL11_3747
SADFL11_3613 SADFL11_483
SADFL11_3613 SADFL11_725
SADFL11_3613 SADFL11_1542
SADFL11_3613 SADFL11_1644
SADFL11_3613 SADFL11_1071
SADFL11_3613 SADFL11_3323
SADFL11_3613 SADFL11_3782
SADFL11_3621 SADFL11_2417
SADFL11_3624 SADFL11_1461
SADFL11_3634 SADFL11_585
SADFL11_3642 SADFL11_2999
SADFL11_3642 SADFL11_2667
SADFL11_3642 SADFL11_5333
SADFL11_3642 SADFL11_4634
SADFL11_3648 SADFL11_5177
SADFL11_3653 SADFL11_2566
SADFL11_3665 SADFL11_3287
SADFL11_3665 SADFL11_2638
SADFL11_3665 SADFL11_2008
SADFL11_3674 SADFL11_3809
SADFL11_3674 SADFL11_1645
SADFL11_3678 SADFL11_2808
SADFL11_3678 SADFL11_1672
SADFL11_370 SADFL11_292
SADFL11_370 SADFL11_4758
SADFL11_370 SADFL11_2841
SADFL11_3702 SADFL11_2724
SADFL11_3704 SADFL11_3776
SADFL11_3704 SADFL11_3549
SADFL11_3704 SADFL11_3165
SADFL11_3704 SADFL11_5208
SADFL11_3704 SADFL11_3930
SADFL11_3739 SADFL11_1016
SADFL11_3739 SADFL11_3028
SADFL11_3741 SADFL11_350
SADFL11_3742 SADFL11_1154
SADFL11_3742 SADFL11_4356
SADFL11_3742 SADFL11_4063
SADFL11_3746 SADFL11_2807
SADFL11_3746 SADFL11_3545
SADFL11_3746 SADFL11_2697
SADFL11_3746 SADFL11_3166
SADFL11_3747 SADFL11_5306
SADFL11_3747 SADFL11_3001
SADFL11_3747 SADFL11_3921
SADFL11_3747 SADFL11_181
SADFL11_3747 SADFL11_3416
SADFL11_3747 SADFL11_2753
SADFL11_3747 SADFL11_1062
SADFL11_3747 SADFL11_4585
SADFL11_3747 SADFL11_1586
SADFL11_3747 SADFL11_2031
SADFL11_3747 SADFL11_3613
SADFL11_3747 SADFL11_4138
SADFL11_3747 SADFL11_2212
SADFL11_3747 SADFL11_5167
SADFL11_3747 SADFL11_3882
SADFL11_3753 SADFL11_4286
SADFL11_3753 SADFL11_1521
SADFL11_3753 SADFL11_4062
SADFL11_3754 SADFL11_3814
SADFL11_3754 SADFL11_1722
SADFL11_3755 SADFL11_3493
SADFL11_3755 SADFL11_3305
SADFL11_3755 SADFL11_455
SADFL11_3757 SADFL11_4648
SADFL11_3757 SADFL11_1060
SADFL11_3766 SADFL11_4034
SADFL11_3766 SADFL11_3167
SADFL11_3766 SADFL11_3355
SADFL11_3766 SADFL11_783
SADFL11_3775 SADFL11_2450
SADFL11_3775 SADFL11_4481
SADFL11_3775 SADFL11_4678
SADFL11_3776 SADFL11_3000
SADFL11_3776 SADFL11_1367
SADFL11_3776 SADFL11_3704
SADFL11_3776 SADFL11_1346
SADFL11_3776 SADFL11_678
SADFL11_3776 SADFL11_3211
SADFL11_3780 SADFL11_1741
SADFL11_3781 SADFL11_3224
SADFL11_3781 SADFL11_5100
SADFL11_3782 SADFL11_2111
SADFL11_3782 SADFL11_2031
SADFL11_3782 SADFL11_4138
SADFL11_3782 SADFL11_3613
SADFL11_3782 SADFL11_2212
SADFL11_3782 SADFL11_5167
SADFL11_3782 SADFL11_3882
SADFL11_3782 SADFL11_2753
SADFL11_3782 SADFL11_1062
SADFL11_3782 SADFL11_4585
SADFL11_3782 SADFL11_670
SADFL11_3782 SADFL11_1586
SADFL11_3782 SADFL11_5306
SADFL11_3782 SADFL11_3001
SADFL11_3782 SADFL11_3416
SADFL11_3782 SADFL11_3921
SADFL11_3782 SADFL11_181
SADFL11_3790 SADFL11_775
SADFL11_3792 SADFL11_1741
SADFL11_3805 SADFL11_758
SADFL11_3805 SADFL11_704
SADFL11_3807 SADFL11_3584
SADFL11_3809 SADFL11_1645
SADFL11_3809 SADFL11_3674
SADFL11_3814 SADFL11_414
SADFL11_3814 SADFL11_3754
SADFL11_3815 SADFL11_2030
SADFL11_3817 SADFL11_683
SADFL11_3817 SADFL11_2219
SADFL11_3822 SADFL11_2566
SADFL11_3833 SADFL11_2689
SADFL11_3841 SADFL11_3267
SADFL11_3841 SADFL11_2550
SADFL11_3842 SADFL11_503
SADFL11_3842 SADFL11_4207
SADFL11_3842 SADFL11_4482
SADFL11_3854 SADFL11_1452
SADFL11_3869 SADFL11_4231
SADFL11_3869 SADFL11_4816
SADFL11_3869 SADFL11_4091
SADFL11_3869 SADFL11_1714
SADFL11_3871 SADFL11_4049
SADFL11_3871 SADFL11_4883
SADFL11_3871 SADFL11_1084
SADFL11_3871 SADFL11_518
SADFL11_3871 SADFL11_1745
SADFL11_3874 SADFL11_2597
SADFL11_3874 SADFL11_4376
SADFL11_3877 SADFL11_3421
SADFL11_3877 SADFL11_5138
SADFL11_3877 SADFL11_932
SADFL11_3879 SADFL11_3298
SADFL11_3879 SADFL11_872
SADFL11_3882 SADFL11_1542
SADFL11_3882 SADFL11_1644
SADFL11_3882 SADFL11_1071
SADFL11_3882 SADFL11_1910
SADFL11_3882 SADFL11_3747
SADFL11_3882 SADFL11_906
SADFL11_3882 SADFL11_3323
SADFL11_3882 SADFL11_725
SADFL11_3882 SADFL11_3782
SADFL11_3882 SADFL11_1284
SADFL11_3882 SADFL11_483
SADFL11_3882 SADFL11_193
SADFL11_3882 SADFL11_255
SADFL11_3887 SADFL11_2274
SADFL11_3887 SADFL11_5089
SADFL11_3889 SADFL11_402
SADFL11_3889 SADFL11_5271
SADFL11_3891 SADFL11_4824
SADFL11_3891 SADFL11_2748
SADFL11_3891 SADFL11_1972
SADFL11_3898 SADFL11_1461
SADFL11_3898 SADFL11_4524
SADFL11_3898 SADFL11_4045
SADFL11_3902 SADFL11_1072
SADFL11_3908 SADFL11_4481
SADFL11_3908 SADFL11_2697
SADFL11_3908 SADFL11_4678
SADFL11_3921 SADFL11_483
SADFL11_3921 SADFL11_725
SADFL11_3921 SADFL11_1910
SADFL11_3921 SADFL11_1284
SADFL11_3921 SADFL11_3782
SADFL11_3921 SADFL11_193
SADFL11_3921 SADFL11_255
SADFL11_3921 SADFL11_906
SADFL11_3921 SADFL11_3747
SADFL11_3921 SADFL11_3323
SADFL11_3921 SADFL11_1644
SADFL11_3921 SADFL11_1542
SADFL11_3921 SADFL11_1071
SADFL11_3923 SADFL11_4483
SADFL11_3930 SADFL11_678
SADFL11_3930 SADFL11_1346
SADFL11_3930 SADFL11_1367
SADFL11_3930 SADFL11_3000
SADFL11_3930 SADFL11_3211
SADFL11_3930 SADFL11_3704
SADFL11_3955 SADFL11_5232
SADFL11_3955 SADFL11_2897
SADFL11_3955 SADFL11_328
SADFL11_3955 SADFL11_1064
SADFL11_3955 SADFL11_1914
SADFL11_3966 SADFL11_2521
SADFL11_3975 SADFL11_2566
SADFL11_3997 SADFL11_5097
SADFL11_4000 SADFL11_3446
SADFL11_4000 SADFL11_3579
SADFL11_4000 SADFL11_509
SADFL11_4000 SADFL11_768
SADFL11_4000 SADFL11_1134
SADFL11_4006 SADFL11_3441
SADFL11_4006 SADFL11_1259
SADFL11_4016 SADFL11_2003
SADFL11_4017 SADFL11_4481
SADFL11_4017 SADFL11_4678
SADFL11_4017 SADFL11_2697
SADFL11_4018 SADFL11_4146
SADFL11_402 SADFL11_5271
SADFL11_402 SADFL11_3889
SADFL11_4024 SADFL11_4264
SADFL11_4029 SADFL11_5290
SADFL11_4034 SADFL11_3766
SADFL11_4034 SADFL11_743
SADFL11_4034 SADFL11_737
SADFL11_4034 SADFL11_5275
SADFL11_4034 SADFL11_4083
SADFL11_4035 SADFL11_3533
SADFL11_4035 SADFL11_1498
SADFL11_4036 SADFL11_5288
SADFL11_4036 SADFL11_1083
SADFL11_4036 SADFL11_1585
SADFL11_4036 SADFL11_2074
SADFL11_404 SADFL11_2456
SADFL11_404 SADFL11_3306
SADFL11_4045 SADFL11_3898
SADFL11_4045 SADFL11_1425
SADFL11_4049 SADFL11_2239
SADFL11_4049 SADFL11_4437
SADFL11_4049 SADFL11_4687
SADFL11_4049 SADFL11_3871
SADFL11_4062 SADFL11_3753
SADFL11_4063 SADFL11_1154
SADFL11_4063 SADFL11_4356
SADFL11_4063 SADFL11_3742
SADFL11_4066 SADFL11_2697
SADFL11_4066 SADFL11_349
SADFL11_4066 SADFL11_1432
SADFL11_4066 SADFL11_4802
SADFL11_408 SADFL11_1192
SADFL11_4082 SADFL11_2919
SADFL11_4083 SADFL11_783
SADFL11_4083 SADFL11_4034
SADFL11_4083 SADFL11_3167
SADFL11_4083 SADFL11_3355
SADFL11_4091 SADFL11_1714
SADFL11_4091 SADFL11_4816
SADFL11_4091 SADFL11_3869
SADFL11_4091 SADFL11_4231
SADFL11_4097 SADFL11_2422
SADFL11_4097 SADFL11_1590
SADFL11_4099 SADFL11_5321
SADFL11_4102 SADFL11_3106
SADFL11_411 SADFL11_758
SADFL11_4128 SADFL11_1461
SADFL11_4134 SADFL11_2697
SADFL11_4134 SADFL11_3302
SADFL11_4134 SADFL11_5003
SADFL11_4134 SADFL11_1180
SADFL11_4134 SADFL11_2544
SADFL11_4134 SADFL11_4974
SADFL11_4134 SADFL11_3117
SADFL11_4134 SADFL11_912
SADFL11_4136 SADFL11_5333
SADFL11_4136 SADFL11_4634
SADFL11_4136 SADFL11_2999
SADFL11_4138 SADFL11_1071
SADFL11_4138 SADFL11_906
SADFL11_4138 SADFL11_3747
SADFL11_4138 SADFL11_3323
SADFL11_4138 SADFL11_3782
SADFL11_4138 SADFL11_1284
SADFL11_4138 SADFL11_193
SADFL11_4138 SADFL11_725
SADFL11_4138 SADFL11_255
SADFL11_4138 SADFL11_1644
SADFL11_4138 SADFL11_1542
SADFL11_4138 SADFL11_483
SADFL11_4138 SADFL11_1910
SADFL11_414 SADFL11_1743
SADFL11_414 SADFL11_1722
SADFL11_414 SADFL11_3814
SADFL11_4146 SADFL11_4018
SADFL11_4147 SADFL11_836
SADFL11_4147 SADFL11_3383
SADFL11_4158 SADFL11_3431
SADFL11_4158 SADFL11_4636
SADFL11_4165 SADFL11_5148
SADFL11_4165 SADFL11_3116
SADFL11_4165 SADFL11_4672
SADFL11_4173 SADFL11_5290
SADFL11_4188 SADFL11_2282
SADFL11_4188 SADFL11_1111
SADFL11_4197 SADFL11_4244
SADFL11_4197 SADFL11_5097
SADFL11_4204 SADFL11_1773
SADFL11_4207 SADFL11_1311
SADFL11_4207 SADFL11_4773
SADFL11_4207 SADFL11_1498
SADFL11_4207 SADFL11_3842
SADFL11_4207 SADFL11_1228
SADFL11_421 SADFL11_4516
SADFL11_421 SADFL11_3154
SADFL11_4215 SADFL11_2629
SADFL11_4215 SADFL11_3160
SADFL11_4215 SADFL11_3041
SADFL11_4215 SADFL11_752
SADFL11_4215 SADFL11_5044
SADFL11_4215 SADFL11_3255
SADFL11_4215 SADFL11_4834
SADFL11_4215 SADFL11_2751
SADFL11_4231 SADFL11_1714
SADFL11_4231 SADFL11_3869
SADFL11_4231 SADFL11_4816
SADFL11_4231 SADFL11_4091
SADFL11_4234 SADFL11_3137
SADFL11_4234 SADFL11_275
SADFL11_4234 SADFL11_4946
SADFL11_4236 SADFL11_686
SADFL11_4236 SADFL11_1230
SADFL11_4236 SADFL11_3431
SADFL11_4236 SADFL11_5235
SADFL11_4236 SADFL11_4838
SADFL11_4236 SADFL11_4983
SADFL11_4244 SADFL11_4197
SADFL11_4244 SADFL11_2119
SADFL11_4244 SADFL11_4456
SADFL11_4244 SADFL11_1703
SADFL11_4245 SADFL11_982
SADFL11_4245 SADFL11_3551
SADFL11_4248 SADFL11_4432
SADFL11_4264 SADFL11_1767
SADFL11_4264 SADFL11_1648
SADFL11_4264 SADFL11_4024
SADFL11_4269 SADFL11_5290
SADFL11_4270 SADFL11_271
SADFL11_4270 SADFL11_3502
SADFL11_4270 SADFL11_2697
SADFL11_4270 SADFL11_5236
SADFL11_4286 SADFL11_3753
SADFL11_4325 SADFL11_725
SADFL11_4325 SADFL11_5172
SADFL11_4325 SADFL11_1542
SADFL11_4356 SADFL11_1154
SADFL11_4356 SADFL11_4063
SADFL11_4356 SADFL11_3742
SADFL11_4361 SADFL11_271
SADFL11_4361 SADFL11_3502
SADFL11_4361 SADFL11_2697
SADFL11_4361 SADFL11_5236
SADFL11_4376 SADFL11_3874
SADFL11_4382 SADFL11_1199
SADFL11_4384 SADFL11_324
SADFL11_4410 SADFL11_1724
SADFL11_4413 SADFL11_1332
SADFL11_4413 SADFL11_2082
SADFL11_4413 SADFL11_331
SADFL11_4413 SADFL11_667
SADFL11_4418 SADFL11_2274
SADFL11_4432 SADFL11_4248
SADFL11_4432 SADFL11_2050
SADFL11_4432 SADFL11_725
SADFL11_4432 SADFL11_1369
SADFL11_4432 SADFL11_1542
SADFL11_4432 SADFL11_5184
SADFL11_4432 SADFL11_2438
SADFL11_4432 SADFL11_2322
SADFL11_4432 SADFL11_2017
SADFL11_4437 SADFL11_4049
SADFL11_4437 SADFL11_3584
SADFL11_4437 SADFL11_518
SADFL11_4437 SADFL11_4883
SADFL11_4437 SADFL11_1084
SADFL11_4440 SADFL11_947
SADFL11_4444 SADFL11_3575
SADFL11_4448 SADFL11_3166
SADFL11_4448 SADFL11_2807
SADFL11_4448 SADFL11_3545
SADFL11_4448 SADFL11_2697
SADFL11_4456 SADFL11_4244
SADFL11_4456 SADFL11_5097
SADFL11_4481 SADFL11_3908
SADFL11_4481 SADFL11_728
SADFL11_4481 SADFL11_4017
SADFL11_4481 SADFL11_3775
SADFL11_4482 SADFL11_3370
SADFL11_4482 SADFL11_3842
SADFL11_4483 SADFL11_3923
SADFL11_4483 SADFL11_2486
SADFL11_4483 SADFL11_1151
SADFL11_4486 SADFL11_1527
SADFL11_4491 SADFL11_3264
SADFL11_4504 SADFL11_2566
SADFL11_4506 SADFL11_2996
SADFL11_4506 SADFL11_3431
SADFL11_4515 SADFL11_3531
SADFL11_4516 SADFL11_421
SADFL11_4516 SADFL11_3154
SADFL11_4520 SADFL11_5112
SADFL11_4524 SADFL11_3898
SADFL11_4526 SADFL11_1064
SADFL11_4526 SADFL11_1247
SADFL11_4535 SADFL11_3389
SADFL11_4535 SADFL11_1571
SADFL11_4535 SADFL11_229
SADFL11_4535 SADFL11_2866
SADFL11_4537 SADFL11_4820
SADFL11_4546 SADFL11_2082
SADFL11_4546 SADFL11_1166
SADFL11_4546 SADFL11_254
SADFL11_4546 SADFL11_1332
SADFL11_4546 SADFL11_331
SADFL11_4546 SADFL11_2224
SADFL11_4546 SADFL11_2807
SADFL11_4546 SADFL11_3545
SADFL11_4546 SADFL11_1289
SADFL11_4546 SADFL11_2277
SADFL11_455 SADFL11_3305
SADFL11_455 SADFL11_3493
SADFL11_455 SADFL11_3755
SADFL11_4551 SADFL11_2689
SADFL11_4565 SADFL11_728
SADFL11_4565 SADFL11_1192
SADFL11_4574 SADFL11_2996
SADFL11_4574 SADFL11_3431
SADFL11_4585 SADFL11_1910
SADFL11_4585 SADFL11_483
SADFL11_4585 SADFL11_193
SADFL11_4585 SADFL11_1284
SADFL11_4585 SADFL11_3782
SADFL11_4585 SADFL11_255
SADFL11_4585 SADFL11_1542
SADFL11_4585 SADFL11_1644
SADFL11_4585 SADFL11_1071
SADFL11_4585 SADFL11_3323
SADFL11_4585 SADFL11_906
SADFL11_4585 SADFL11_3747
SADFL11_4585 SADFL11_725
SADFL11_4587 SADFL11_2628
SADFL11_4587 SADFL11_1199
SADFL11_4605 SADFL11_4841
SADFL11_461 SADFL11_3267
SADFL11_461 SADFL11_1532
SADFL11_4634 SADFL11_4136
SADFL11_4634 SADFL11_3642
SADFL11_4634 SADFL11_4957
SADFL11_4636 SADFL11_2834
SADFL11_4636 SADFL11_3431
SADFL11_4636 SADFL11_4158
SADFL11_4648 SADFL11_1060
SADFL11_4648 SADFL11_3757
SADFL11_4654 SADFL11_1932
SADFL11_4654 SADFL11_3557
SADFL11_4666 SADFL11_4971
SADFL11_4667 SADFL11_4919
SADFL11_4667 SADFL11_827
SADFL11_467 SADFL11_2531
SADFL11_467 SADFL11_1650
SADFL11_4672 SADFL11_4165
SADFL11_4672 SADFL11_3116
SADFL11_4672 SADFL11_5148
SADFL11_4675 SADFL11_705
SADFL11_4678 SADFL11_3775
SADFL11_4678 SADFL11_3908
SADFL11_4678 SADFL11_728
SADFL11_4678 SADFL11_4017
SADFL11_4683 SADFL11_1902
SADFL11_4687 SADFL11_4883
SADFL11_4687 SADFL11_1084
SADFL11_4687 SADFL11_518
SADFL11_4687 SADFL11_4049
SADFL11_4689 SADFL11_5290
SADFL11_4704 SADFL11_961
SADFL11_4704 SADFL11_3041
