FuraDRAFT_0003 FuraDRAFT_2260
FuraDRAFT_1606 FuraDRAFT_0469
FuraDRAFT_1607 FuraDRAFT_1606
FuraDRAFT_1607 FuraDRAFT_2599
FuraDRAFT_1612 FuraDRAFT_3332
FuraDRAFT_1612 FuraDRAFT_1501
FuraDRAFT_1612 FuraDRAFT_1502
FuraDRAFT_1623 FuraDRAFT_2059
FuraDRAFT_1623 FuraDRAFT_1283
FuraDRAFT_1623 FuraDRAFT_2057
FuraDRAFT_1623 FuraDRAFT_3050
FuraDRAFT_1623 FuraDRAFT_2997
FuraDRAFT_1626 FuraDRAFT_3034
FuraDRAFT_1626 FuraDRAFT_0398
FuraDRAFT_1626 FuraDRAFT_1208
FuraDRAFT_1631 FuraDRAFT_2293
FuraDRAFT_1631 FuraDRAFT_2689
FuraDRAFT_1633 FuraDRAFT_2689
FuraDRAFT_1634 FuraDRAFT_2293
FuraDRAFT_1634 FuraDRAFT_2878
FuraDRAFT_1641 FuraDRAFT_1782
FuraDRAFT_1641 FuraDRAFT_0929
FuraDRAFT_1641 FuraDRAFT_0928
FuraDRAFT_1654 FuraDRAFT_1549
FuraDRAFT_1655 FuraDRAFT_2597
FuraDRAFT_1662 FuraDRAFT_1663
FuraDRAFT_1663 FuraDRAFT_1662
FuraDRAFT_1673 FuraDRAFT_0704
FuraDRAFT_1680 FuraDRAFT_0800
FuraDRAFT_1680 FuraDRAFT_1245
FuraDRAFT_1685 FuraDRAFT_0081
FuraDRAFT_1685 FuraDRAFT_1687
FuraDRAFT_1685 FuraDRAFT_1688
FuraDRAFT_1687 FuraDRAFT_1688
FuraDRAFT_1687 FuraDRAFT_0081
FuraDRAFT_1687 FuraDRAFT_1685
FuraDRAFT_1688 FuraDRAFT_1687
FuraDRAFT_1688 FuraDRAFT_1685
FuraDRAFT_1689 FuraDRAFT_0974
FuraDRAFT_1689 FuraDRAFT_1247
FuraDRAFT_1689 FuraDRAFT_2856
FuraDRAFT_1689 FuraDRAFT_0175
FuraDRAFT_1689 FuraDRAFT_2846
FuraDRAFT_1690 FuraDRAFT_0175
FuraDRAFT_1690 FuraDRAFT_2856
FuraDRAFT_1690 FuraDRAFT_0974
FuraDRAFT_1690 FuraDRAFT_1247
FuraDRAFT_1690 FuraDRAFT_2846
FuraDRAFT_1695 FuraDRAFT_1577
FuraDRAFT_1695 FuraDRAFT_2073
FuraDRAFT_1696 FuraDRAFT_1577
FuraDRAFT_1696 FuraDRAFT_1697
FuraDRAFT_1697 FuraDRAFT_1696
FuraDRAFT_1697 FuraDRAFT_1577
FuraDRAFT_1699 FuraDRAFT_3333
FuraDRAFT_1699 FuraDRAFT_3386
FuraDRAFT_1700 FuraDRAFT_2771
FuraDRAFT_1780 FuraDRAFT_2204
FuraDRAFT_1780 FuraDRAFT_2482
FuraDRAFT_1782 FuraDRAFT_1926
FuraDRAFT_1782 FuraDRAFT_0927
FuraDRAFT_1782 FuraDRAFT_1641
FuraDRAFT_1782 FuraDRAFT_3660
FuraDRAFT_1782 FuraDRAFT_0309
FuraDRAFT_1782 FuraDRAFT_0931
FuraDRAFT_1782 FuraDRAFT_0932
FuraDRAFT_1782 FuraDRAFT_1505
FuraDRAFT_1784 FuraDRAFT_1785
FuraDRAFT_1785 FuraDRAFT_1784
FuraDRAFT_1809 FuraDRAFT_2482
FuraDRAFT_1809 FuraDRAFT_2204
FuraDRAFT_1819 FuraDRAFT_0881
FuraDRAFT_1819 FuraDRAFT_1117
FuraDRAFT_1819 FuraDRAFT_0883
FuraDRAFT_1819 FuraDRAFT_1222
FuraDRAFT_1835 FuraDRAFT_3016
FuraDRAFT_1835 FuraDRAFT_0732
FuraDRAFT_1835 FuraDRAFT_0423
FuraDRAFT_1835 FuraDRAFT_2517
FuraDRAFT_1835 FuraDRAFT_3809
FuraDRAFT_1837 FuraDRAFT_0461
FuraDRAFT_1837 FuraDRAFT_0070
FuraDRAFT_1837 FuraDRAFT_0719
FuraDRAFT_1837 FuraDRAFT_2439
FuraDRAFT_1847 FuraDRAFT_1848
FuraDRAFT_1847 FuraDRAFT_1865
FuraDRAFT_1847 FuraDRAFT_2271
FuraDRAFT_1847 FuraDRAFT_2728
FuraDRAFT_1847 FuraDRAFT_1337
FuraDRAFT_1847 FuraDRAFT_0729
FuraDRAFT_1847 FuraDRAFT_1380
FuraDRAFT_1848 FuraDRAFT_2271
FuraDRAFT_1848 FuraDRAFT_1847
FuraDRAFT_1848 FuraDRAFT_2728
FuraDRAFT_1848 FuraDRAFT_0729
FuraDRAFT_1848 FuraDRAFT_1380
FuraDRAFT_1848 FuraDRAFT_1863
FuraDRAFT_1848 FuraDRAFT_1336
FuraDRAFT_1857 FuraDRAFT_2007
FuraDRAFT_1857 FuraDRAFT_1897
FuraDRAFT_1863 FuraDRAFT_1848
FuraDRAFT_1863 FuraDRAFT_1865
FuraDRAFT_1863 FuraDRAFT_2271
FuraDRAFT_1863 FuraDRAFT_2728
FuraDRAFT_1863 FuraDRAFT_1337
FuraDRAFT_1863 FuraDRAFT_0729
FuraDRAFT_1863 FuraDRAFT_1380
FuraDRAFT_1865 FuraDRAFT_0650
FuraDRAFT_1865 FuraDRAFT_1847
FuraDRAFT_1865 FuraDRAFT_1863
FuraDRAFT_1865 FuraDRAFT_1336
FuraDRAFT_1867 FuraDRAFT_3286
FuraDRAFT_1867 FuraDRAFT_2862
FuraDRAFT_1867 FuraDRAFT_1040
FuraDRAFT_1872 FuraDRAFT_0076
FuraDRAFT_1872 FuraDRAFT_2847
FuraDRAFT_1872 FuraDRAFT_0077
FuraDRAFT_1887 FuraDRAFT_0674
FuraDRAFT_1887 FuraDRAFT_2494
FuraDRAFT_1887 FuraDRAFT_2331
FuraDRAFT_1887 FuraDRAFT_0673
FuraDRAFT_1887 FuraDRAFT_1949
FuraDRAFT_1887 FuraDRAFT_2077
FuraDRAFT_1887 FuraDRAFT_2228
FuraDRAFT_1887 FuraDRAFT_2327
FuraDRAFT_1887 FuraDRAFT_1950
FuraDRAFT_1887 FuraDRAFT_1571
FuraDRAFT_1887 FuraDRAFT_1245
FuraDRAFT_1887 FuraDRAFT_3600
FuraDRAFT_1887 FuraDRAFT_2964
FuraDRAFT_1887 FuraDRAFT_0468
FuraDRAFT_1897 FuraDRAFT_1857
FuraDRAFT_1897 FuraDRAFT_2018
FuraDRAFT_1897 FuraDRAFT_2015
FuraDRAFT_1906 FuraDRAFT_0134
FuraDRAFT_1906 FuraDRAFT_2006
FuraDRAFT_1906 FuraDRAFT_2024
FuraDRAFT_1906 FuraDRAFT_3877
FuraDRAFT_1919 FuraDRAFT_1051
FuraDRAFT_1919 FuraDRAFT_0912
FuraDRAFT_1925 FuraDRAFT_1927
FuraDRAFT_1925 FuraDRAFT_3660
FuraDRAFT_1925 FuraDRAFT_1926
FuraDRAFT_1926 FuraDRAFT_1782
FuraDRAFT_1926 FuraDRAFT_3659
FuraDRAFT_1926 FuraDRAFT_0928
FuraDRAFT_1926 FuraDRAFT_1925
FuraDRAFT_1927 FuraDRAFT_1925
FuraDRAFT_1927 FuraDRAFT_3659
FuraDRAFT_1928 FuraDRAFT_1931
FuraDRAFT_1929 FuraDRAFT_1931
FuraDRAFT_1931 FuraDRAFT_1928
FuraDRAFT_1931 FuraDRAFT_3657
FuraDRAFT_1931 FuraDRAFT_1929
FuraDRAFT_1939 FuraDRAFT_1941
FuraDRAFT_1939 FuraDRAFT_1942
FuraDRAFT_1939 FuraDRAFT_0973
FuraDRAFT_1939 FuraDRAFT_1943
FuraDRAFT_1941 FuraDRAFT_1939
FuraDRAFT_1941 FuraDRAFT_2081
FuraDRAFT_1942 FuraDRAFT_1939
FuraDRAFT_1942 FuraDRAFT_2081
FuraDRAFT_1943 FuraDRAFT_1939
FuraDRAFT_1943 FuraDRAFT_2081
FuraDRAFT_1948 FuraDRAFT_1951
FuraDRAFT_1948 FuraDRAFT_3524
FuraDRAFT_1948 FuraDRAFT_2491
FuraDRAFT_1949 FuraDRAFT_2329
FuraDRAFT_1949 FuraDRAFT_2225
FuraDRAFT_1949 FuraDRAFT_1887
FuraDRAFT_1949 FuraDRAFT_2468
FuraDRAFT_1950 FuraDRAFT_1887
FuraDRAFT_1950 FuraDRAFT_2491
FuraDRAFT_1950 FuraDRAFT_3524
FuraDRAFT_1950 FuraDRAFT_1951
FuraDRAFT_1951 FuraDRAFT_2495
FuraDRAFT_1951 FuraDRAFT_1950
FuraDRAFT_1951 FuraDRAFT_3609
FuraDRAFT_1951 FuraDRAFT_1948
FuraDRAFT_1951 FuraDRAFT_1359
FuraDRAFT_1973 FuraDRAFT_3775
FuraDRAFT_1973 FuraDRAFT_3776
FuraDRAFT_1973 FuraDRAFT_3774
FuraDRAFT_1988 FuraDRAFT_0800
FuraDRAFT_2000 FuraDRAFT_2110
FuraDRAFT_2006 FuraDRAFT_1906
FuraDRAFT_2007 FuraDRAFT_2015
FuraDRAFT_2007 FuraDRAFT_1857
FuraDRAFT_2007 FuraDRAFT_2018
FuraDRAFT_2010 FuraDRAFT_2012
FuraDRAFT_2012 FuraDRAFT_2010
FuraDRAFT_2013 FuraDRAFT_2607
FuraDRAFT_2013 FuraDRAFT_2696
FuraDRAFT_2015 FuraDRAFT_1897
FuraDRAFT_2015 FuraDRAFT_2007
FuraDRAFT_2018 FuraDRAFT_2007
FuraDRAFT_2018 FuraDRAFT_1897
FuraDRAFT_2023 FuraDRAFT_2024
FuraDRAFT_2023 FuraDRAFT_0134
FuraDRAFT_2023 FuraDRAFT_3877
FuraDRAFT_2024 FuraDRAFT_2023
FuraDRAFT_2024 FuraDRAFT_1906
FuraDRAFT_2057 FuraDRAFT_3050
FuraDRAFT_2057 FuraDRAFT_1623
FuraDRAFT_2057 FuraDRAFT_2992
FuraDRAFT_2057 FuraDRAFT_0491
FuraDRAFT_2057 FuraDRAFT_2881
FuraDRAFT_2059 FuraDRAFT_1623
FuraDRAFT_2059 FuraDRAFT_2992
FuraDRAFT_2059 FuraDRAFT_0491
FuraDRAFT_2059 FuraDRAFT_2881
FuraDRAFT_2059 FuraDRAFT_3050
FuraDRAFT_2067 FuraDRAFT_1277
FuraDRAFT_2067 FuraDRAFT_1276
FuraDRAFT_2072 FuraDRAFT_3582
FuraDRAFT_2073 FuraDRAFT_1695
FuraDRAFT_2077 FuraDRAFT_1887
FuraDRAFT_2077 FuraDRAFT_2329
FuraDRAFT_2077 FuraDRAFT_2468
FuraDRAFT_2077 FuraDRAFT_2225
FuraDRAFT_2081 FuraDRAFT_1555
FuraDRAFT_2081 FuraDRAFT_1943
FuraDRAFT_2081 FuraDRAFT_1942
FuraDRAFT_2081 FuraDRAFT_3564
FuraDRAFT_2081 FuraDRAFT_1941
FuraDRAFT_2081 FuraDRAFT_2769
FuraDRAFT_2110 FuraDRAFT_2233
FuraDRAFT_2110 FuraDRAFT_3506
FuraDRAFT_2110 FuraDRAFT_1289
FuraDRAFT_2110 FuraDRAFT_2000
FuraDRAFT_2110 FuraDRAFT_3257
FuraDRAFT_2163 FuraDRAFT_2164
FuraDRAFT_2164 FuraDRAFT_2163
FuraDRAFT_2170 FuraDRAFT_0469
FuraDRAFT_2170 FuraDRAFT_0471
FuraDRAFT_2170 FuraDRAFT_2697
FuraDRAFT_2179 FuraDRAFT_2681
FuraDRAFT_2201 FuraDRAFT_2465
FuraDRAFT_2201 FuraDRAFT_3887
FuraDRAFT_2202 FuraDRAFT_2483
FuraDRAFT_2203 FuraDRAFT_2483
FuraDRAFT_2204 FuraDRAFT_1809
FuraDRAFT_2204 FuraDRAFT_2479
FuraDRAFT_2204 FuraDRAFT_1780
FuraDRAFT_2225 FuraDRAFT_1949
FuraDRAFT_2225 FuraDRAFT_2331
FuraDRAFT_2225 FuraDRAFT_0673
FuraDRAFT_2225 FuraDRAFT_1571
FuraDRAFT_2225 FuraDRAFT_2964
FuraDRAFT_2225 FuraDRAFT_0468
FuraDRAFT_2225 FuraDRAFT_3600
FuraDRAFT_2225 FuraDRAFT_2077
FuraDRAFT_2225 FuraDRAFT_0674
FuraDRAFT_2225 FuraDRAFT_2494
FuraDRAFT_2225 FuraDRAFT_2228
FuraDRAFT_2228 FuraDRAFT_2225
FuraDRAFT_2228 FuraDRAFT_2329
FuraDRAFT_2228 FuraDRAFT_1887
FuraDRAFT_2228 FuraDRAFT_2468
FuraDRAFT_2230 FuraDRAFT_3559
FuraDRAFT_2230 FuraDRAFT_3561
FuraDRAFT_2230 FuraDRAFT_3560
FuraDRAFT_2232 FuraDRAFT_3709
FuraDRAFT_2233 FuraDRAFT_2110
FuraDRAFT_2249 FuraDRAFT_0031
FuraDRAFT_2249 FuraDRAFT_1381
FuraDRAFT_2252 FuraDRAFT_3898
FuraDRAFT_2252 FuraDRAFT_2684
FuraDRAFT_2260 FuraDRAFT_0003
FuraDRAFT_2271 FuraDRAFT_1848
FuraDRAFT_2271 FuraDRAFT_1863
FuraDRAFT_2271 FuraDRAFT_1336
FuraDRAFT_2271 FuraDRAFT_1847
FuraDRAFT_2271 FuraDRAFT_1337
FuraDRAFT_2293 FuraDRAFT_1631
FuraDRAFT_2293 FuraDRAFT_1634
FuraDRAFT_2293 FuraDRAFT_2689
FuraDRAFT_2306 FuraDRAFT_3386
FuraDRAFT_2322 FuraDRAFT_2325
FuraDRAFT_2324 FuraDRAFT_2327
FuraDRAFT_2324 FuraDRAFT_2325
FuraDRAFT_2325 FuraDRAFT_2326
FuraDRAFT_2325 FuraDRAFT_2324
FuraDRAFT_2325 FuraDRAFT_2322
FuraDRAFT_2326 FuraDRAFT_2325
FuraDRAFT_2326 FuraDRAFT_2327
FuraDRAFT_2327 FuraDRAFT_2326
FuraDRAFT_2327 FuraDRAFT_1887
FuraDRAFT_2327 FuraDRAFT_2324
FuraDRAFT_2327 FuraDRAFT_0912
FuraDRAFT_2329 FuraDRAFT_2228
FuraDRAFT_2329 FuraDRAFT_1571
FuraDRAFT_2329 FuraDRAFT_2964
FuraDRAFT_2329 FuraDRAFT_0468
FuraDRAFT_2329 FuraDRAFT_3600
FuraDRAFT_2329 FuraDRAFT_2077
FuraDRAFT_2329 FuraDRAFT_2494
FuraDRAFT_2329 FuraDRAFT_0674
FuraDRAFT_2329 FuraDRAFT_2331
FuraDRAFT_2329 FuraDRAFT_0673
FuraDRAFT_2329 FuraDRAFT_1949
FuraDRAFT_2331 FuraDRAFT_2329
FuraDRAFT_2331 FuraDRAFT_1887
FuraDRAFT_2331 FuraDRAFT_2468
FuraDRAFT_2331 FuraDRAFT_2225
FuraDRAFT_2338 FuraDRAFT_0974
FuraDRAFT_2338 FuraDRAFT_1247
FuraDRAFT_2338 FuraDRAFT_3887
FuraDRAFT_2351 FuraDRAFT_1474
FuraDRAFT_2365 FuraDRAFT_2881
FuraDRAFT_2439 FuraDRAFT_1837
FuraDRAFT_2465 FuraDRAFT_2201
FuraDRAFT_2465 FuraDRAFT_0711
FuraDRAFT_2468 FuraDRAFT_2228
FuraDRAFT_2468 FuraDRAFT_1571
FuraDRAFT_2468 FuraDRAFT_0673
FuraDRAFT_2468 FuraDRAFT_2331
FuraDRAFT_2468 FuraDRAFT_2964
FuraDRAFT_2468 FuraDRAFT_0468
FuraDRAFT_2468 FuraDRAFT_3600
FuraDRAFT_2468 FuraDRAFT_1949
FuraDRAFT_2468 FuraDRAFT_2077
FuraDRAFT_2468 FuraDRAFT_0674
FuraDRAFT_2468 FuraDRAFT_2494
FuraDRAFT_2479 FuraDRAFT_1397
FuraDRAFT_2479 FuraDRAFT_2483
FuraDRAFT_2479 FuraDRAFT_2482
FuraDRAFT_2479 FuraDRAFT_2869
FuraDRAFT_2479 FuraDRAFT_3874
FuraDRAFT_2479 FuraDRAFT_2204
FuraDRAFT_2479 FuraDRAFT_0890
FuraDRAFT_2480 FuraDRAFT_2483
FuraDRAFT_2481 FuraDRAFT_2483
FuraDRAFT_2482 FuraDRAFT_2479
FuraDRAFT_2482 FuraDRAFT_1780
FuraDRAFT_2482 FuraDRAFT_1809
FuraDRAFT_2483 FuraDRAFT_2479
FuraDRAFT_2483 FuraDRAFT_2480
FuraDRAFT_2483 FuraDRAFT_2202
FuraDRAFT_2483 FuraDRAFT_2481
FuraDRAFT_2483 FuraDRAFT_2203
FuraDRAFT_2491 FuraDRAFT_1359
FuraDRAFT_2491 FuraDRAFT_2495
FuraDRAFT_2491 FuraDRAFT_3609
FuraDRAFT_2491 FuraDRAFT_1950
FuraDRAFT_2491 FuraDRAFT_1948
FuraDRAFT_2494 FuraDRAFT_2329
FuraDRAFT_2494 FuraDRAFT_1887
FuraDRAFT_2494 FuraDRAFT_2468
FuraDRAFT_2494 FuraDRAFT_2225
FuraDRAFT_2495 FuraDRAFT_3524
FuraDRAFT_2495 FuraDRAFT_2491
FuraDRAFT_2495 FuraDRAFT_1951
FuraDRAFT_2511 FuraDRAFT_0800
FuraDRAFT_2511 FuraDRAFT_1245
FuraDRAFT_2517 FuraDRAFT_1835
FuraDRAFT_2518 FuraDRAFT_1189
FuraDRAFT_2597 FuraDRAFT_1655
FuraDRAFT_2597 FuraDRAFT_3779
FuraDRAFT_2599 FuraDRAFT_1607
FuraDRAFT_2599 FuraDRAFT_0591
FuraDRAFT_2606 FuraDRAFT_1215
FuraDRAFT_2606 FuraDRAFT_2607
FuraDRAFT_2607 FuraDRAFT_2696
FuraDRAFT_2607 FuraDRAFT_2013
FuraDRAFT_2607 FuraDRAFT_2606
FuraDRAFT_2607 FuraDRAFT_0218
FuraDRAFT_2613 FuraDRAFT_2856
FuraDRAFT_2613 FuraDRAFT_2737
FuraDRAFT_2615 FuraDRAFT_2618
FuraDRAFT_2615 FuraDRAFT_2617
FuraDRAFT_2615 FuraDRAFT_2616
FuraDRAFT_2616 FuraDRAFT_2615
FuraDRAFT_2616 FuraDRAFT_2618
FuraDRAFT_2616 FuraDRAFT_2617
FuraDRAFT_2617 FuraDRAFT_2615
FuraDRAFT_2617 FuraDRAFT_2618
FuraDRAFT_2617 FuraDRAFT_2616
FuraDRAFT_2618 FuraDRAFT_2615
FuraDRAFT_2618 FuraDRAFT_2617
FuraDRAFT_2618 FuraDRAFT_2616
FuraDRAFT_2625 FuraDRAFT_3333
FuraDRAFT_2625 FuraDRAFT_2626
FuraDRAFT_2626 FuraDRAFT_2628
FuraDRAFT_2626 FuraDRAFT_2625
FuraDRAFT_2627 FuraDRAFT_2628
FuraDRAFT_2628 FuraDRAFT_2627
FuraDRAFT_2628 FuraDRAFT_2626
FuraDRAFT_2629 FuraDRAFT_2631
FuraDRAFT_2629 FuraDRAFT_0795
FuraDRAFT_2629 FuraDRAFT_3200
FuraDRAFT_2631 FuraDRAFT_3192
FuraDRAFT_2631 FuraDRAFT_2629
FuraDRAFT_2671 FuraDRAFT_3268
FuraDRAFT_2672 FuraDRAFT_3268
FuraDRAFT_2673 FuraDRAFT_3268
FuraDRAFT_2678 FuraDRAFT_2681
FuraDRAFT_2678 FuraDRAFT_2679
FuraDRAFT_2679 FuraDRAFT_2678
FuraDRAFT_2679 FuraDRAFT_2680
FuraDRAFT_2679 FuraDRAFT_2685
FuraDRAFT_2680 FuraDRAFT_2679
FuraDRAFT_2681 FuraDRAFT_2179
FuraDRAFT_2681 FuraDRAFT_0464
FuraDRAFT_2681 FuraDRAFT_2678
FuraDRAFT_2681 FuraDRAFT_2684
FuraDRAFT_2684 FuraDRAFT_2252
FuraDRAFT_2684 FuraDRAFT_2681
FuraDRAFT_2685 FuraDRAFT_2679
FuraDRAFT_2689 FuraDRAFT_2293
FuraDRAFT_2689 FuraDRAFT_1631
FuraDRAFT_2689 FuraDRAFT_1633
FuraDRAFT_2696 FuraDRAFT_2607
FuraDRAFT_2696 FuraDRAFT_2013
FuraDRAFT_2696 FuraDRAFT_0218
FuraDRAFT_2697 FuraDRAFT_3413
FuraDRAFT_2697 FuraDRAFT_2170
FuraDRAFT_2697 FuraDRAFT_3412
FuraDRAFT_2705 FuraDRAFT_1199
FuraDRAFT_2705 FuraDRAFT_1274
FuraDRAFT_2705 FuraDRAFT_0613
FuraDRAFT_2705 FuraDRAFT_1565
FuraDRAFT_2727 FuraDRAFT_3848
FuraDRAFT_2728 FuraDRAFT_1337
FuraDRAFT_2728 FuraDRAFT_1863
FuraDRAFT_2728 FuraDRAFT_1336
FuraDRAFT_2728 FuraDRAFT_1848
FuraDRAFT_2728 FuraDRAFT_1847
FuraDRAFT_2737 FuraDRAFT_1547
FuraDRAFT_2737 FuraDRAFT_0656
FuraDRAFT_2737 FuraDRAFT_2613
FuraDRAFT_2748 FuraDRAFT_2749
FuraDRAFT_2748 FuraDRAFT_2750
FuraDRAFT_2749 FuraDRAFT_2750
FuraDRAFT_2749 FuraDRAFT_2748
FuraDRAFT_2749 FuraDRAFT_1276
FuraDRAFT_2750 FuraDRAFT_2748
FuraDRAFT_2750 FuraDRAFT_0448
FuraDRAFT_2750 FuraDRAFT_2749
FuraDRAFT_2756 FuraDRAFT_0074
FuraDRAFT_2764 FuraDRAFT_1134
FuraDRAFT_2764 FuraDRAFT_1308
FuraDRAFT_2769 FuraDRAFT_3036
FuraDRAFT_2769 FuraDRAFT_2771
FuraDRAFT_2769 FuraDRAFT_2081
FuraDRAFT_2771 FuraDRAFT_2769
FuraDRAFT_2771 FuraDRAFT_1555
FuraDRAFT_2771 FuraDRAFT_1700
FuraDRAFT_2771 FuraDRAFT_3564
FuraDRAFT_2774 FuraDRAFT_2777
FuraDRAFT_2777 FuraDRAFT_2774
FuraDRAFT_2785 FuraDRAFT_0591
FuraDRAFT_2790 FuraDRAFT_2791
FuraDRAFT_2791 FuraDRAFT_2790
FuraDRAFT_2824 FuraDRAFT_3577
FuraDRAFT_2824 FuraDRAFT_3020
FuraDRAFT_2830 FuraDRAFT_0735
FuraDRAFT_2830 FuraDRAFT_1390
FuraDRAFT_2836 FuraDRAFT_0934
FuraDRAFT_2836 FuraDRAFT_1255
FuraDRAFT_2836 FuraDRAFT_0235
FuraDRAFT_2837 FuraDRAFT_3119
FuraDRAFT_2837 FuraDRAFT_0463
FuraDRAFT_2839 FuraDRAFT_3220
FuraDRAFT_2839 FuraDRAFT_3219
FuraDRAFT_2846 FuraDRAFT_1690
FuraDRAFT_2846 FuraDRAFT_0185
FuraDRAFT_2846 FuraDRAFT_1689
FuraDRAFT_2847 FuraDRAFT_0185
FuraDRAFT_2847 FuraDRAFT_1872
FuraDRAFT_2856 FuraDRAFT_1547
FuraDRAFT_2856 FuraDRAFT_2613
FuraDRAFT_2856 FuraDRAFT_1689
FuraDRAFT_2856 FuraDRAFT_0656
FuraDRAFT_2856 FuraDRAFT_1690
FuraDRAFT_2862 FuraDRAFT_1394
FuraDRAFT_2862 FuraDRAFT_1867
FuraDRAFT_2862 FuraDRAFT_3287
FuraDRAFT_2869 FuraDRAFT_3604
FuraDRAFT_2869 FuraDRAFT_2479
FuraDRAFT_2869 FuraDRAFT_1606
FuraDRAFT_2872 FuraDRAFT_1134
FuraDRAFT_2872 FuraDRAFT_3334
FuraDRAFT_2878 FuraDRAFT_1634
FuraDRAFT_2881 FuraDRAFT_3234
FuraDRAFT_2881 FuraDRAFT_0138
FuraDRAFT_2881 FuraDRAFT_0144
FuraDRAFT_2881 FuraDRAFT_0448
FuraDRAFT_2881 FuraDRAFT_0140
FuraDRAFT_2881 FuraDRAFT_0141
FuraDRAFT_2881 FuraDRAFT_0143
FuraDRAFT_2881 FuraDRAFT_0136
FuraDRAFT_2881 FuraDRAFT_0137
FuraDRAFT_2881 FuraDRAFT_2365
FuraDRAFT_2881 FuraDRAFT_0139
FuraDRAFT_2881 FuraDRAFT_2057
FuraDRAFT_2881 FuraDRAFT_2059
FuraDRAFT_2881 FuraDRAFT_0142
FuraDRAFT_2946 FuraDRAFT_1317
FuraDRAFT_2946 FuraDRAFT_0750
FuraDRAFT_2946 FuraDRAFT_3723
FuraDRAFT_2946 FuraDRAFT_1445
FuraDRAFT_2946 FuraDRAFT_0613
FuraDRAFT_2946 FuraDRAFT_2947
FuraDRAFT_2947 FuraDRAFT_0613
FuraDRAFT_2947 FuraDRAFT_1565
FuraDRAFT_2947 FuraDRAFT_2946
FuraDRAFT_2964 FuraDRAFT_2225
FuraDRAFT_2964 FuraDRAFT_2329
FuraDRAFT_2964 FuraDRAFT_1887
FuraDRAFT_2964 FuraDRAFT_2468
FuraDRAFT_2979 FuraDRAFT_0735
FuraDRAFT_2985 FuraDRAFT_2986
FuraDRAFT_2985 FuraDRAFT_1318
FuraDRAFT_2986 FuraDRAFT_2985
FuraDRAFT_2990 FuraDRAFT_3063
FuraDRAFT_2990 FuraDRAFT_0102
FuraDRAFT_2990 FuraDRAFT_0095
FuraDRAFT_2991 FuraDRAFT_1086
FuraDRAFT_2991 FuraDRAFT_0236
FuraDRAFT_2992 FuraDRAFT_2057
FuraDRAFT_2992 FuraDRAFT_3050
FuraDRAFT_2992 FuraDRAFT_2059
FuraDRAFT_2992 FuraDRAFT_2997
FuraDRAFT_2992 FuraDRAFT_1283
FuraDRAFT_2997 FuraDRAFT_2992
FuraDRAFT_2997 FuraDRAFT_3827
FuraDRAFT_2997 FuraDRAFT_1623
FuraDRAFT_2999 FuraDRAFT_1209
FuraDRAFT_2999 FuraDRAFT_3001
FuraDRAFT_3001 FuraDRAFT_2999
FuraDRAFT_3016 FuraDRAFT_1835
FuraDRAFT_3020 FuraDRAFT_2824
FuraDRAFT_3031 FuraDRAFT_1141
FuraDRAFT_3031 FuraDRAFT_0058
FuraDRAFT_3031 FuraDRAFT_3709
FuraDRAFT_3034 FuraDRAFT_1626
FuraDRAFT_3034 FuraDRAFT_0834
FuraDRAFT_3036 FuraDRAFT_3564
FuraDRAFT_3036 FuraDRAFT_2769
FuraDRAFT_3036 FuraDRAFT_1555
FuraDRAFT_3044 FuraDRAFT_0750
FuraDRAFT_3044 FuraDRAFT_0358
FuraDRAFT_3044 FuraDRAFT_1445
FuraDRAFT_3044 FuraDRAFT_0357
FuraDRAFT_3044 FuraDRAFT_3723
FuraDRAFT_3044 FuraDRAFT_0359
FuraDRAFT_3050 FuraDRAFT_2059
FuraDRAFT_3050 FuraDRAFT_1317
FuraDRAFT_3050 FuraDRAFT_0493
FuraDRAFT_3050 FuraDRAFT_0750
FuraDRAFT_3050 FuraDRAFT_1445
FuraDRAFT_3050 FuraDRAFT_1623
FuraDRAFT_3050 FuraDRAFT_1132
FuraDRAFT_3050 FuraDRAFT_0491
FuraDRAFT_3050 FuraDRAFT_2992
FuraDRAFT_3050 FuraDRAFT_1400
FuraDRAFT_3050 FuraDRAFT_2057
FuraDRAFT_3050 FuraDRAFT_3723
FuraDRAFT_3051 FuraDRAFT_1414
FuraDRAFT_3051 FuraDRAFT_1415
FuraDRAFT_3063 FuraDRAFT_0103
FuraDRAFT_3063 FuraDRAFT_2990
FuraDRAFT_3064 FuraDRAFT_0448
FuraDRAFT_3064 FuraDRAFT_0058
FuraDRAFT_3119 FuraDRAFT_1194
FuraDRAFT_3119 FuraDRAFT_2837
FuraDRAFT_3119 FuraDRAFT_1341
FuraDRAFT_3145 FuraDRAFT_1549
FuraDRAFT_3191 FuraDRAFT_3193
FuraDRAFT_3192 FuraDRAFT_2631
FuraDRAFT_3192 FuraDRAFT_0795
FuraDRAFT_3192 FuraDRAFT_1559
FuraDRAFT_3192 FuraDRAFT_3336
FuraDRAFT_3192 FuraDRAFT_3200
FuraDRAFT_3193 FuraDRAFT_3191
FuraDRAFT_3195 FuraDRAFT_3196
FuraDRAFT_3196 FuraDRAFT_3195
FuraDRAFT_3200 FuraDRAFT_3192
FuraDRAFT_3200 FuraDRAFT_2629
FuraDRAFT_3204 FuraDRAFT_1308
FuraDRAFT_3204 FuraDRAFT_1134
FuraDRAFT_3212 FuraDRAFT_0428
