Cseg_0007 Cseg_2256
Cseg_0344 Cseg_0236
Cseg_0344 Cseg_0235
Cseg_0344 Cseg_0234
Cseg_0344 Cseg_0342
Cseg_0344 Cseg_1512
Cseg_0344 Cseg_0345
Cseg_0344 Cseg_0026
Cseg_0344 Cseg_0237
Cseg_0344 Cseg_0239
Cseg_0345 Cseg_0344
Cseg_0345 Cseg_0239
Cseg_0345 Cseg_0026
Cseg_0345 Cseg_0236
Cseg_0345 Cseg_0342
Cseg_0345 Cseg_0343
Cseg_0345 Cseg_0234
Cseg_0345 Cseg_0235
Cseg_0345 Cseg_1663
Cseg_0345 Cseg_0237
Cseg_0345 Cseg_1512
Cseg_0346 Cseg_1512
Cseg_0354 Cseg_2248
Cseg_0366 Cseg_0407
Cseg_0366 Cseg_2775
Cseg_0366 Cseg_2774
Cseg_0371 Cseg_1949
Cseg_0371 Cseg_1767
Cseg_0371 Cseg_1380
Cseg_0371 Cseg_1321
Cseg_0371 Cseg_0855
Cseg_0371 Cseg_1322
Cseg_0371 Cseg_1074
Cseg_0371 Cseg_0131
Cseg_0371 Cseg_4124
Cseg_0371 Cseg_3088
Cseg_0371 Cseg_2987
Cseg_0371 Cseg_2739
Cseg_0371 Cseg_3961
Cseg_0371 Cseg_1967
Cseg_0371 Cseg_1300
Cseg_0371 Cseg_1968
Cseg_0371 Cseg_1462
Cseg_0375 Cseg_3107
Cseg_0375 Cseg_2823
Cseg_0375 Cseg_1289
Cseg_0375 Cseg_3655
Cseg_0375 Cseg_1728
Cseg_0375 Cseg_3689
Cseg_0375 Cseg_0074
Cseg_0375 Cseg_0771
Cseg_0375 Cseg_1382
Cseg_0375 Cseg_1384
Cseg_0375 Cseg_0299
Cseg_0375 Cseg_1260
Cseg_0375 Cseg_0075
Cseg_0375 Cseg_1597
Cseg_0375 Cseg_1723
Cseg_0375 Cseg_2028
Cseg_0375 Cseg_1650
Cseg_0375 Cseg_3822
Cseg_0375 Cseg_1261
Cseg_0375 Cseg_1238
Cseg_0375 Cseg_1598
Cseg_0385 Cseg_2300
Cseg_0385 Cseg_2298
Cseg_0385 Cseg_2590
Cseg_0388 Cseg_1891
Cseg_0388 Cseg_0066
Cseg_0388 Cseg_3032
Cseg_0388 Cseg_4225
Cseg_0389 Cseg_4132
Cseg_0389 Cseg_2930
Cseg_0389 Cseg_3946
Cseg_0389 Cseg_3945
Cseg_0389 Cseg_2255
Cseg_0389 Cseg_3584
Cseg_0389 Cseg_2350
Cseg_0389 Cseg_3807
Cseg_0389 Cseg_0392
Cseg_0389 Cseg_0393
Cseg_0389 Cseg_2174
Cseg_0389 Cseg_1969
Cseg_0389 Cseg_4131
Cseg_0389 Cseg_2349
Cseg_0389 Cseg_3804
Cseg_0389 Cseg_4066
Cseg_0389 Cseg_0074
Cseg_0389 Cseg_0143
Cseg_0389 Cseg_3806
Cseg_0389 Cseg_3107
Cseg_0389 Cseg_3393
Cseg_0389 Cseg_0849
Cseg_0389 Cseg_2193
Cseg_0389 Cseg_3668
Cseg_0389 Cseg_3486
Cseg_0389 Cseg_0072
Cseg_0389 Cseg_2173
Cseg_0389 Cseg_1914
Cseg_0389 Cseg_0771
Cseg_0389 Cseg_0532
Cseg_0389 Cseg_1462
Cseg_0389 Cseg_4264
Cseg_0389 Cseg_2529
Cseg_0389 Cseg_0226
Cseg_0392 Cseg_0532
Cseg_0392 Cseg_2930
Cseg_0392 Cseg_0771
Cseg_0392 Cseg_1462
Cseg_0392 Cseg_4264
Cseg_0392 Cseg_2529
Cseg_0392 Cseg_0226
Cseg_0392 Cseg_4132
Cseg_0392 Cseg_2255
Cseg_0392 Cseg_3946
Cseg_0392 Cseg_3945
Cseg_0392 Cseg_2350
Cseg_0392 Cseg_3584
Cseg_0392 Cseg_3807
Cseg_0392 Cseg_0393
Cseg_0392 Cseg_1074
Cseg_0392 Cseg_1969
Cseg_0392 Cseg_0131
Cseg_0392 Cseg_4066
Cseg_0392 Cseg_2174
Cseg_0392 Cseg_4131
Cseg_0392 Cseg_3804
Cseg_0392 Cseg_2349
Cseg_0392 Cseg_0143
Cseg_0392 Cseg_3806
Cseg_0392 Cseg_3107
Cseg_0392 Cseg_0849
Cseg_0392 Cseg_0389
Cseg_0392 Cseg_1914
Cseg_0392 Cseg_3393
Cseg_0392 Cseg_2173
Cseg_0392 Cseg_3486
Cseg_0392 Cseg_3668
Cseg_0392 Cseg_2193
Cseg_0392 Cseg_0072
Cseg_0392 Cseg_0074
Cseg_0393 Cseg_0392
Cseg_0393 Cseg_2349
Cseg_0393 Cseg_0849
Cseg_0393 Cseg_0771
Cseg_0393 Cseg_2529
Cseg_0393 Cseg_0226
Cseg_0393 Cseg_2255
Cseg_0393 Cseg_3946
Cseg_0393 Cseg_3945
Cseg_0393 Cseg_2350
Cseg_0393 Cseg_1680
Cseg_0393 Cseg_3584
Cseg_0393 Cseg_3677
Cseg_0393 Cseg_0389
Cseg_0393 Cseg_3393
Cseg_0393 Cseg_1914
Cseg_0393 Cseg_3668
Cseg_0393 Cseg_0072
Cseg_0398 Cseg_1605
Cseg_0398 Cseg_3088
Cseg_0404 Cseg_1683
Cseg_0404 Cseg_0751
Cseg_0407 Cseg_0366
Cseg_0407 Cseg_2649
Cseg_0407 Cseg_2775
Cseg_0411 Cseg_2288
Cseg_0411 Cseg_2951
Cseg_0411 Cseg_0274
Cseg_0411 Cseg_2257
Cseg_0411 Cseg_3881
Cseg_0411 Cseg_1970
Cseg_0411 Cseg_1457
Cseg_0411 Cseg_0930
Cseg_0411 Cseg_0084
Cseg_0411 Cseg_3884
Cseg_0411 Cseg_1797
Cseg_0411 Cseg_4092
Cseg_0411 Cseg_3654
Cseg_0411 Cseg_2035
Cseg_0411 Cseg_3310
Cseg_0411 Cseg_0317
Cseg_0411 Cseg_1225
Cseg_0411 Cseg_4128
Cseg_0411 Cseg_1253
Cseg_0411 Cseg_4017
Cseg_0411 Cseg_3248
Cseg_0411 Cseg_1458
Cseg_0411 Cseg_1793
Cseg_0411 Cseg_0816
Cseg_0411 Cseg_4091
Cseg_0411 Cseg_1258
Cseg_0411 Cseg_0823
Cseg_0411 Cseg_3433
Cseg_0411 Cseg_3163
Cseg_0420 Cseg_3385
Cseg_0421 Cseg_3384
Cseg_0423 Cseg_3387
Cseg_0424 Cseg_3388
Cseg_0426 Cseg_3757
Cseg_0426 Cseg_0136
Cseg_0426 Cseg_0746
Cseg_0426 Cseg_3562
Cseg_0426 Cseg_3602
Cseg_0426 Cseg_0334
Cseg_0426 Cseg_3799
Cseg_0426 Cseg_0058
Cseg_0426 Cseg_3379
Cseg_0426 Cseg_0427
Cseg_0426 Cseg_3751
Cseg_0426 Cseg_3519
Cseg_0426 Cseg_4218
Cseg_0426 Cseg_3754
Cseg_0426 Cseg_2935
Cseg_0426 Cseg_3096
Cseg_0426 Cseg_2826
Cseg_0426 Cseg_0224
Cseg_0426 Cseg_0430
Cseg_0426 Cseg_0932
Cseg_0426 Cseg_0432
Cseg_0426 Cseg_0428
Cseg_0426 Cseg_4164
Cseg_0426 Cseg_0429
Cseg_0426 Cseg_3755
Cseg_0426 Cseg_0659
Cseg_0426 Cseg_2865
Cseg_0426 Cseg_3752
Cseg_0426 Cseg_0431
Cseg_0427 Cseg_3755
Cseg_0427 Cseg_0932
Cseg_0427 Cseg_0430
Cseg_0427 Cseg_3752
Cseg_0427 Cseg_2865
Cseg_0427 Cseg_3751
Cseg_0427 Cseg_0431
Cseg_0427 Cseg_3519
Cseg_0427 Cseg_0426
Cseg_0427 Cseg_0428
Cseg_0427 Cseg_3096
Cseg_0427 Cseg_3757
Cseg_0427 Cseg_0224
Cseg_0427 Cseg_4030
Cseg_0427 Cseg_0434
Cseg_0427 Cseg_0432
Cseg_0427 Cseg_3749
Cseg_0427 Cseg_3753
Cseg_0427 Cseg_0746
Cseg_0427 Cseg_3562
Cseg_0427 Cseg_2935
Cseg_0427 Cseg_4218
Cseg_0427 Cseg_3215
Cseg_0427 Cseg_3602
Cseg_0427 Cseg_0334
Cseg_0427 Cseg_3799
Cseg_0427 Cseg_0058
Cseg_0427 Cseg_3748
Cseg_0427 Cseg_0659
Cseg_0427 Cseg_0429
Cseg_0427 Cseg_0136
Cseg_0427 Cseg_4164
Cseg_0428 Cseg_2935
Cseg_0428 Cseg_3757
Cseg_0428 Cseg_0224
Cseg_0428 Cseg_4030
Cseg_0428 Cseg_3096
Cseg_0428 Cseg_0434
Cseg_0428 Cseg_3749
Cseg_0428 Cseg_3753
Cseg_0428 Cseg_4218
Cseg_0428 Cseg_3562
Cseg_0428 Cseg_0746
Cseg_0428 Cseg_3215
Cseg_0428 Cseg_0058
Cseg_0428 Cseg_3799
Cseg_0428 Cseg_0334
Cseg_0428 Cseg_3748
Cseg_0428 Cseg_0427
Cseg_0428 Cseg_0429
Cseg_0428 Cseg_0426
Cseg_0428 Cseg_4164
Cseg_0428 Cseg_0136
Cseg_0428 Cseg_0659
Cseg_0428 Cseg_0430
Cseg_0428 Cseg_3755
Cseg_0428 Cseg_0932
Cseg_0428 Cseg_3752
Cseg_0428 Cseg_2865
Cseg_0428 Cseg_0431
Cseg_0429 Cseg_0433
Cseg_0429 Cseg_0427
Cseg_0429 Cseg_3748
Cseg_0429 Cseg_4030
Cseg_0429 Cseg_3750
Cseg_0429 Cseg_3747
Cseg_0429 Cseg_3214
Cseg_0429 Cseg_0434
Cseg_0429 Cseg_0432
Cseg_0429 Cseg_3749
Cseg_0429 Cseg_3753
Cseg_0429 Cseg_4031
Cseg_0429 Cseg_3602
Cseg_0429 Cseg_3215
Cseg_0429 Cseg_0428
Cseg_0429 Cseg_3752
Cseg_0429 Cseg_0426
Cseg_0429 Cseg_3751
Cseg_0429 Cseg_3519
Cseg_0430 Cseg_3214
Cseg_0430 Cseg_4030
Cseg_0430 Cseg_3747
Cseg_0430 Cseg_3750
Cseg_0430 Cseg_0432
Cseg_0430 Cseg_0434
Cseg_0430 Cseg_3749
Cseg_0430 Cseg_3753
Cseg_0430 Cseg_4031
Cseg_0430 Cseg_3215
Cseg_0430 Cseg_3602
Cseg_0430 Cseg_3748
Cseg_0430 Cseg_0427
Cseg_0430 Cseg_0428
Cseg_0430 Cseg_0426
Cseg_0430 Cseg_0433
Cseg_0430 Cseg_3752
Cseg_0430 Cseg_3519
Cseg_0430 Cseg_3751
Cseg_0431 Cseg_3750
Cseg_0431 Cseg_4030
Cseg_0431 Cseg_3747
Cseg_0431 Cseg_3214
Cseg_0431 Cseg_0432
Cseg_0431 Cseg_0434
Cseg_0431 Cseg_3749
Cseg_0431 Cseg_3753
Cseg_0431 Cseg_4031
Cseg_0431 Cseg_3602
Cseg_0431 Cseg_3215
Cseg_0431 Cseg_3748
Cseg_0431 Cseg_0427
Cseg_0431 Cseg_0428
Cseg_0431 Cseg_0433
Cseg_0431 Cseg_3752
Cseg_0431 Cseg_3751
Cseg_0431 Cseg_0426
Cseg_0431 Cseg_3519
Cseg_0432 Cseg_3757
Cseg_0432 Cseg_0224
Cseg_0432 Cseg_4030
Cseg_0432 Cseg_3096
Cseg_0432 Cseg_2935
Cseg_0432 Cseg_0434
Cseg_0432 Cseg_3749
Cseg_0432 Cseg_3753
Cseg_0432 Cseg_4218
Cseg_0432 Cseg_0746
Cseg_0432 Cseg_3562
Cseg_0432 Cseg_3215
Cseg_0432 Cseg_0427
Cseg_0432 Cseg_3748
Cseg_0432 Cseg_0334
Cseg_0432 Cseg_3799
Cseg_0432 Cseg_0058
Cseg_0432 Cseg_0429
Cseg_0432 Cseg_0136
Cseg_0432 Cseg_4164
Cseg_0432 Cseg_0659
Cseg_0432 Cseg_3755
Cseg_0432 Cseg_0932
Cseg_0432 Cseg_0430
Cseg_0432 Cseg_3752
Cseg_0432 Cseg_2865
Cseg_0432 Cseg_0431
Cseg_0432 Cseg_0426
Cseg_0433 Cseg_0224
Cseg_0433 Cseg_3096
Cseg_0433 Cseg_3562
Cseg_0433 Cseg_0746
Cseg_0433 Cseg_3799
Cseg_0433 Cseg_0334
Cseg_0433 Cseg_0058
Cseg_0433 Cseg_0430
Cseg_0433 Cseg_0932
Cseg_0433 Cseg_0136
Cseg_0433 Cseg_3757
Cseg_0433 Cseg_2935
Cseg_0433 Cseg_4218
Cseg_0433 Cseg_0429
Cseg_0433 Cseg_4164
Cseg_0433 Cseg_0659
Cseg_0433 Cseg_3755
Cseg_0433 Cseg_2865
Cseg_0433 Cseg_0431
Cseg_0434 Cseg_3751
Cseg_0434 Cseg_0428
Cseg_0434 Cseg_0429
Cseg_0434 Cseg_0136
Cseg_0434 Cseg_4164
Cseg_0434 Cseg_0659
Cseg_0434 Cseg_3755
Cseg_0434 Cseg_0932
Cseg_0434 Cseg_2865
Cseg_0434 Cseg_0430
Cseg_0434 Cseg_3752
Cseg_0434 Cseg_0431
Cseg_0434 Cseg_3519
Cseg_0434 Cseg_0427
Cseg_0434 Cseg_0334
Cseg_0434 Cseg_0224
Cseg_0434 Cseg_3757
Cseg_0434 Cseg_3096
Cseg_0434 Cseg_0432
Cseg_0434 Cseg_3749
Cseg_0434 Cseg_3602
Cseg_0434 Cseg_3215
Cseg_0434 Cseg_3562
Cseg_0434 Cseg_0746
Cseg_0434 Cseg_4218
Cseg_0434 Cseg_2935
Cseg_0434 Cseg_3799
Cseg_0434 Cseg_0058
Cseg_0436 Cseg_0437
Cseg_0437 Cseg_0436
Cseg_0449 Cseg_2919
Cseg_0449 Cseg_0024
Cseg_0449 Cseg_0217
Cseg_0449 Cseg_4113
Cseg_0456 Cseg_0560
Cseg_0456 Cseg_1471
Cseg_0465 Cseg_3290
Cseg_0465 Cseg_1824
Cseg_0465 Cseg_2939
Cseg_0477 Cseg_2404
Cseg_0477 Cseg_0114
Cseg_0477 Cseg_1684
Cseg_0477 Cseg_4103
Cseg_0477 Cseg_3932
Cseg_0477 Cseg_3290
Cseg_0477 Cseg_3738
Cseg_0477 Cseg_3143
Cseg_0477 Cseg_1824
Cseg_0477 Cseg_2799
Cseg_0477 Cseg_3572
Cseg_0477 Cseg_2939
Cseg_0477 Cseg_1685
Cseg_0477 Cseg_1833
Cseg_0477 Cseg_0170
Cseg_0499 Cseg_2904
Cseg_0499 Cseg_0652
Cseg_0499 Cseg_0790
Cseg_0500 Cseg_0502
Cseg_0500 Cseg_4126
Cseg_0500 Cseg_0087
Cseg_0502 Cseg_2754
Cseg_0502 Cseg_0088
Cseg_0502 Cseg_0500
Cseg_0502 Cseg_1575
Cseg_0502 Cseg_4126
Cseg_0502 Cseg_3479
Cseg_0502 Cseg_0087
Cseg_0511 Cseg_3262
Cseg_0511 Cseg_0512
Cseg_0512 Cseg_4104
Cseg_0512 Cseg_0511
Cseg_0512 Cseg_3262
Cseg_0519 Cseg_2456
Cseg_0519 Cseg_1675
Cseg_0519 Cseg_0578
Cseg_0519 Cseg_2639
Cseg_0519 Cseg_3939
Cseg_0519 Cseg_3780
Cseg_0519 Cseg_0801
Cseg_0519 Cseg_0523
Cseg_0519 Cseg_3136
Cseg_0519 Cseg_1880
Cseg_0521 Cseg_4250
Cseg_0521 Cseg_4252
Cseg_0523 Cseg_2653
Cseg_0523 Cseg_0741
Cseg_0523 Cseg_0056
Cseg_0523 Cseg_1515
Cseg_0523 Cseg_2277
Cseg_0523 Cseg_0052
Cseg_0523 Cseg_1380
Cseg_0523 Cseg_2652
Cseg_0523 Cseg_0801
Cseg_0523 Cseg_0742
Cseg_0523 Cseg_0519
Cseg_0523 Cseg_1675
Cseg_0523 Cseg_2639
Cseg_0523 Cseg_1880
Cseg_0525 Cseg_2199
Cseg_0525 Cseg_2301
Cseg_0525 Cseg_4170
Cseg_0525 Cseg_1669
Cseg_0525 Cseg_4169
Cseg_0532 Cseg_3945
Cseg_0532 Cseg_3584
Cseg_0532 Cseg_2350
Cseg_0532 Cseg_2819
Cseg_0532 Cseg_3807
Cseg_0532 Cseg_1969
Cseg_0532 Cseg_0389
Cseg_0532 Cseg_0392
Cseg_0532 Cseg_4131
Cseg_0532 Cseg_2349
Cseg_0532 Cseg_3804
Cseg_0532 Cseg_3806
Cseg_0532 Cseg_0849
Cseg_0532 Cseg_0309
Cseg_0532 Cseg_1914
Cseg_0532 Cseg_3393
Cseg_0532 Cseg_0072
Cseg_0532 Cseg_2193
Cseg_0532 Cseg_2255
Cseg_0532 Cseg_2529
Cseg_0532 Cseg_4264
Cseg_0532 Cseg_0226
Cseg_0532 Cseg_4132
Cseg_0532 Cseg_3946
Cseg_0537 Cseg_2227
Cseg_0537 Cseg_2233
Cseg_0537 Cseg_2282
Cseg_0537 Cseg_2228
Cseg_0537 Cseg_0284
Cseg_0537 Cseg_0539
Cseg_0537 Cseg_3605
Cseg_0537 Cseg_2224
Cseg_0537 Cseg_3729
Cseg_0537 Cseg_0538
Cseg_0537 Cseg_1886
Cseg_0537 Cseg_0288
Cseg_0537 Cseg_0283
Cseg_0537 Cseg_0617
Cseg_0537 Cseg_1884
Cseg_0537 Cseg_2242
Cseg_0537 Cseg_3604
Cseg_0537 Cseg_1883
Cseg_0537 Cseg_2281
Cseg_0538 Cseg_3604
Cseg_0538 Cseg_0537
Cseg_0538 Cseg_3605
Cseg_0538 Cseg_0539
Cseg_0539 Cseg_0538
Cseg_0539 Cseg_3604
Cseg_0539 Cseg_0537
Cseg_0539 Cseg_3605
Cseg_0551 Cseg_2769
Cseg_0551 Cseg_2771
Cseg_0551 Cseg_2772
Cseg_0554 Cseg_2952
Cseg_0554 Cseg_2318
Cseg_0554 Cseg_0080
Cseg_0554 Cseg_4106
Cseg_0554 Cseg_3924
Cseg_0554 Cseg_2649
Cseg_0554 Cseg_2383
Cseg_0554 Cseg_2915
Cseg_0554 Cseg_3344
Cseg_0560 Cseg_0456
Cseg_0560 Cseg_1471
Cseg_0562 Cseg_0563
Cseg_0563 Cseg_0562
Cseg_0565 Cseg_2325
Cseg_0565 Cseg_0716
Cseg_0565 Cseg_0855
Cseg_0565 Cseg_1683
Cseg_0565 Cseg_1898
Cseg_0565 Cseg_0274
Cseg_0565 Cseg_1345
Cseg_0565 Cseg_1462
Cseg_0565 Cseg_0330
Cseg_0565 Cseg_2012
Cseg_0565 Cseg_3556
Cseg_0565 Cseg_3449
Cseg_0565 Cseg_4124
Cseg_0567 Cseg_2949
Cseg_0567 Cseg_3499
Cseg_0570 Cseg_0655
Cseg_0578 Cseg_2655
Cseg_0578 Cseg_0695
Cseg_0578 Cseg_1675
Cseg_0578 Cseg_0519
Cseg_0578 Cseg_2639
Cseg_0581 Cseg_2668
Cseg_0581 Cseg_0980
Cseg_0581 Cseg_1190
Cseg_0581 Cseg_3464
Cseg_0581 Cseg_2829
Cseg_0581 Cseg_1619
Cseg_0581 Cseg_0816
Cseg_0581 Cseg_3107
Cseg_0581 Cseg_4091
Cseg_0581 Cseg_0849
Cseg_0581 Cseg_0823
Cseg_0581 Cseg_0866
Cseg_0581 Cseg_2629
Cseg_0581 Cseg_2946
Cseg_0581 Cseg_0074
Cseg_0581 Cseg_1263
Cseg_0581 Cseg_0811
Cseg_0581 Cseg_4092
Cseg_0581 Cseg_1654
Cseg_0581 Cseg_3521
Cseg_0581 Cseg_2257
Cseg_0581 Cseg_3013
Cseg_0581 Cseg_4264
Cseg_0581 Cseg_0938
Cseg_0581 Cseg_3881
Cseg_0581 Cseg_0264
Cseg_0581 Cseg_0822
Cseg_0581 Cseg_2930
Cseg_0581 Cseg_0759
Cseg_0581 Cseg_4065
Cseg_0581 Cseg_0084
Cseg_0581 Cseg_2255
Cseg_0581 Cseg_2814
Cseg_0581 Cseg_0602
Cseg_0581 Cseg_1538
Cseg_0581 Cseg_1163
Cseg_0581 Cseg_4066
Cseg_0599 Cseg_3984
Cseg_0599 Cseg_3275
Cseg_0599 Cseg_1823
Cseg_0599 Cseg_1825
Cseg_0599 Cseg_1895
Cseg_0599 Cseg_1896
Cseg_0599 Cseg_3324
Cseg_0599 Cseg_1376
Cseg_0602 Cseg_2668
Cseg_0602 Cseg_0581
Cseg_0603 Cseg_0099
Cseg_0603 Cseg_1374
Cseg_0603 Cseg_2952
Cseg_0616 Cseg_3854
Cseg_0617 Cseg_0537
Cseg_0618 Cseg_0619
Cseg_0618 Cseg_3891
Cseg_0618 Cseg_2663
Cseg_0618 Cseg_3705
Cseg_0618 Cseg_0250
Cseg_0618 Cseg_4105
Cseg_0618 Cseg_0620
Cseg_0619 Cseg_3891
Cseg_0619 Cseg_0618
Cseg_0619 Cseg_3705
Cseg_0619 Cseg_0250
Cseg_0619 Cseg_2663
Cseg_0619 Cseg_0620
Cseg_0619 Cseg_4105
Cseg_0620 Cseg_4105
Cseg_0620 Cseg_2663
Cseg_0620 Cseg_0619
Cseg_0620 Cseg_3891
Cseg_0620 Cseg_0618
Cseg_0620 Cseg_3705
Cseg_0620 Cseg_0250
Cseg_0631 Cseg_0263
Cseg_0631 Cseg_3843
Cseg_0636 Cseg_0637
Cseg_0636 Cseg_1217
Cseg_0637 Cseg_0636
Cseg_0637 Cseg_1401
Cseg_0637 Cseg_2272
Cseg_0644 Cseg_1394
Cseg_0644 Cseg_2564
Cseg_0644 Cseg_0857
Cseg_0644 Cseg_3423
Cseg_0644 Cseg_1459
Cseg_0644 Cseg_2946
Cseg_0644 Cseg_2774
Cseg_0644 Cseg_0126
Cseg_0644 Cseg_0894
Cseg_0646 Cseg_0199
Cseg_0646 Cseg_1140
Cseg_0646 Cseg_2165
Cseg_0646 Cseg_3941
Cseg_0652 Cseg_0790
Cseg_0652 Cseg_0499
Cseg_0652 Cseg_2904
Cseg_0653 Cseg_3204
Cseg_0653 Cseg_3848
Cseg_0655 Cseg_1661
Cseg_0655 Cseg_3939
Cseg_0655 Cseg_0697
Cseg_0655 Cseg_3780
Cseg_0655 Cseg_3136
Cseg_0655 Cseg_0570
Cseg_0655 Cseg_4242
Cseg_0657 Cseg_4226
Cseg_0659 Cseg_3752
Cseg_0659 Cseg_3751
Cseg_0659 Cseg_3519
Cseg_0659 Cseg_0426
Cseg_0659 Cseg_4030
Cseg_0659 Cseg_3750
Cseg_0659 Cseg_3747
Cseg_0659 Cseg_3214
Cseg_0659 Cseg_3753
Cseg_0659 Cseg_0432
Cseg_0659 Cseg_0434
Cseg_0659 Cseg_3749
Cseg_0659 Cseg_0427
Cseg_0659 Cseg_3602
Cseg_0659 Cseg_3215
Cseg_0659 Cseg_4031
Cseg_0659 Cseg_3748
Cseg_0659 Cseg_0428
Cseg_0659 Cseg_0433
Cseg_0668 Cseg_2912
Cseg_0668 Cseg_1968
Cseg_0668 Cseg_1684
Cseg_0668 Cseg_0080
Cseg_0668 Cseg_1380
Cseg_0668 Cseg_4106
Cseg_0668 Cseg_1965
Cseg_0668 Cseg_1651
Cseg_0668 Cseg_3738
Cseg_0668 Cseg_1685
Cseg_0668 Cseg_1373
Cseg_0668 Cseg_1555
Cseg_0668 Cseg_2582
Cseg_0668 Cseg_3932
Cseg_0668 Cseg_4100
Cseg_0668 Cseg_2915
Cseg_0668 Cseg_3984
Cseg_0668 Cseg_1967
Cseg_0668 Cseg_1873
Cseg_0668 Cseg_2181
Cseg_0668 Cseg_1376
Cseg_0668 Cseg_0670
Cseg_0669 Cseg_1359
Cseg_0669 Cseg_1651
Cseg_0669 Cseg_2254
Cseg_0669 Cseg_2912
Cseg_0669 Cseg_2582
Cseg_0669 Cseg_0670
Cseg_0670 Cseg_0669
Cseg_0670 Cseg_3019
Cseg_0670 Cseg_1373
Cseg_0670 Cseg_1555
Cseg_0670 Cseg_2582
Cseg_0670 Cseg_3932
Cseg_0670 Cseg_4100
Cseg_0670 Cseg_0668
Cseg_0670 Cseg_3490
Cseg_0670 Cseg_1873
Cseg_0670 Cseg_2181
Cseg_0670 Cseg_4106
Cseg_0674 Cseg_2667
Cseg_0674 Cseg_2273
Cseg_0695 Cseg_0144
Cseg_0695 Cseg_0578
Cseg_0695 Cseg_2300
Cseg_0695 Cseg_2655
Cseg_0697 Cseg_1401
Cseg_0697 Cseg_4242
Cseg_0697 Cseg_0655
Cseg_0704 Cseg_2293
Cseg_0704 Cseg_2984
Cseg_0704 Cseg_2211
Cseg_0704 Cseg_0705
Cseg_0704 Cseg_1328
Cseg_0705 Cseg_0938
Cseg_0705 Cseg_0704
Cseg_0705 Cseg_1651
Cseg_0705 Cseg_2912
Cseg_0705 Cseg_2984
Cseg_0716 Cseg_2325
Cseg_0716 Cseg_0565
Cseg_0716 Cseg_1345
Cseg_0716 Cseg_1300
Cseg_0716 Cseg_3449
Cseg_0716 Cseg_1462
Cseg_0741 Cseg_2277
Cseg_0741 Cseg_0052
Cseg_0741 Cseg_1380
Cseg_0741 Cseg_0037
Cseg_0741 Cseg_2652
Cseg_0741 Cseg_0523
Cseg_0741 Cseg_0742
Cseg_0741 Cseg_1515
Cseg_0741 Cseg_2888
Cseg_0741 Cseg_2653
Cseg_0741 Cseg_0056
Cseg_0741 Cseg_1961
Cseg_0742 Cseg_2652
Cseg_0742 Cseg_0523
Cseg_0742 Cseg_1515
Cseg_0742 Cseg_2888
Cseg_0742 Cseg_0052
Cseg_0742 Cseg_2277
Cseg_0742 Cseg_2653
Cseg_0742 Cseg_0037
Cseg_0742 Cseg_0741
Cseg_0742 Cseg_0056
Cseg_0742 Cseg_1961
Cseg_0742 Cseg_1380
Cseg_0746 Cseg_3750
Cseg_0746 Cseg_4030
Cseg_0746 Cseg_3214
Cseg_0746 Cseg_3747
Cseg_0746 Cseg_0432
Cseg_0746 Cseg_3749
Cseg_0746 Cseg_0434
Cseg_0746 Cseg_3753
Cseg_0746 Cseg_3602
Cseg_0746 Cseg_3215
Cseg_0746 Cseg_4031
Cseg_0746 Cseg_3748
Cseg_0746 Cseg_0427
Cseg_0746 Cseg_0428
Cseg_0746 Cseg_0433
Cseg_0746 Cseg_3752
Cseg_0746 Cseg_3751
Cseg_0746 Cseg_0426
Cseg_0746 Cseg_3519
Cseg_0751 Cseg_1683
Cseg_0751 Cseg_0404
Cseg_0759 Cseg_4065
Cseg_0759 Cseg_0982
Cseg_0759 Cseg_1720
Cseg_0759 Cseg_0264
Cseg_0759 Cseg_2668
Cseg_0759 Cseg_4045
Cseg_0759 Cseg_0813
Cseg_0759 Cseg_2346
Cseg_0759 Cseg_2140
Cseg_0759 Cseg_0581
Cseg_0771 Cseg_0389
Cseg_0771 Cseg_0226
Cseg_0771 Cseg_3353
Cseg_0771 Cseg_2345
Cseg_0771 Cseg_1117
Cseg_0771 Cseg_2529
Cseg_0771 Cseg_3787
Cseg_0771 Cseg_1914
Cseg_0771 Cseg_3073
Cseg_0771 Cseg_3946
Cseg_0771 Cseg_4266
Cseg_0771 Cseg_3645
Cseg_0771 Cseg_3945
Cseg_0771 Cseg_2255
Cseg_0771 Cseg_1964
Cseg_0771 Cseg_2350
Cseg_0771 Cseg_2819
Cseg_0771 Cseg_3584
Cseg_0771 Cseg_0393
Cseg_0771 Cseg_1652
Cseg_0771 Cseg_3393
Cseg_0771 Cseg_3668
Cseg_0771 Cseg_0072
Cseg_0771 Cseg_0375
Cseg_0771 Cseg_3348
Cseg_0771 Cseg_1757
Cseg_0771 Cseg_2142
Cseg_0771 Cseg_2368
Cseg_0771 Cseg_2349
Cseg_0771 Cseg_0392
Cseg_0771 Cseg_0849
Cseg_0776 Cseg_1431
Cseg_0776 Cseg_2082
Cseg_0776 Cseg_2215
Cseg_0778 Cseg_1669
Cseg_0778 Cseg_4170
Cseg_0778 Cseg_2301
Cseg_0778 Cseg_2199
Cseg_0778 Cseg_4169
Cseg_0790 Cseg_0652
Cseg_0790 Cseg_0499
Cseg_0790 Cseg_2904
Cseg_0794 Cseg_1283
Cseg_0794 Cseg_1282
Cseg_0794 Cseg_1810
Cseg_0794 Cseg_0920
Cseg_0794 Cseg_1485
