ALO_00045 ALO_14412
ALO_17311 ALO_07263
ALO_17311 ALO_07268
ALO_17311 ALO_21856
ALO_17361 ALO_01205
ALO_17361 ALO_20942
ALO_17361 ALO_12049
ALO_17361 ALO_17376
ALO_17366 ALO_17381
ALO_17366 ALO_20937
ALO_17366 ALO_01539
ALO_17376 ALO_17361
ALO_17376 ALO_14622
ALO_17376 ALO_08897
ALO_17381 ALO_17366
ALO_17381 ALO_21254
ALO_17386 ALO_21254
ALO_17496 ALO_10609
ALO_17516 ALO_14777
ALO_17516 ALO_13174
ALO_17516 ALO_11734
ALO_17601 ALO_11574
ALO_17601 ALO_20897
ALO_17601 ALO_10564
ALO_17601 ALO_11579
ALO_17601 ALO_14882
ALO_17686 ALO_02881
ALO_17686 ALO_02956
ALO_17686 ALO_13639
ALO_17686 ALO_07653
ALO_17686 ALO_14422
ALO_17686 ALO_20382
ALO_17686 ALO_20952
ALO_17686 ALO_04383
ALO_17686 ALO_15327
ALO_17686 ALO_09619
ALO_17686 ALO_05815
ALO_17686 ALO_05805
ALO_17686 ALO_03776
ALO_17686 ALO_07973
ALO_17686 ALO_07623
ALO_17686 ALO_04316
ALO_17686 ALO_16951
ALO_17686 ALO_03401
ALO_17686 ALO_09469
ALO_17686 ALO_20127
ALO_18255 ALO_11594
ALO_18255 ALO_11584
ALO_18255 ALO_11204
ALO_18255 ALO_08263
ALO_18255 ALO_01919
ALO_18255 ALO_07173
ALO_18315 ALO_21344
ALO_18315 ALO_00665
ALO_18380 ALO_19762
ALO_18380 ALO_09274
ALO_18380 ALO_16851
ALO_18472 ALO_16996
ALO_18472 ALO_16462
ALO_18472 ALO_18477
ALO_18472 ALO_16427
ALO_18477 ALO_18472
ALO_18477 ALO_13559
ALO_18482 ALO_13559
ALO_18772 ALO_18777
ALO_18777 ALO_18772
ALO_18797 ALO_18827
ALO_18797 ALO_20447
ALO_18802 ALO_04913
ALO_18817 ALO_18822
ALO_18822 ALO_03341
ALO_18822 ALO_10519
ALO_18822 ALO_18817
ALO_18827 ALO_18857
ALO_18827 ALO_18837
ALO_18827 ALO_10959
ALO_18827 ALO_18797
ALO_18832 ALO_00840
ALO_18832 ALO_10959
ALO_18837 ALO_11204
ALO_18837 ALO_08263
ALO_18837 ALO_10559
ALO_18837 ALO_01919
ALO_18837 ALO_04903
ALO_18837 ALO_10959
ALO_18837 ALO_07173
ALO_18837 ALO_03331
ALO_18837 ALO_00840
ALO_18837 ALO_18827
ALO_18837 ALO_17201
ALO_18837 ALO_20447
ALO_18857 ALO_01919
ALO_18857 ALO_10559
ALO_18857 ALO_20447
ALO_18857 ALO_18827
ALO_18857 ALO_11204
ALO_18857 ALO_03331
ALO_18857 ALO_00840
ALO_18857 ALO_08263
ALO_18857 ALO_17201
ALO_18857 ALO_10959
ALO_18857 ALO_07173
ALO_18857 ALO_04903
ALO_19017 ALO_19022
ALO_19022 ALO_19017
ALO_19142 ALO_15117
ALO_19142 ALO_19152
ALO_19142 ALO_19592
ALO_19142 ALO_19602
ALO_19142 ALO_15122
ALO_19142 ALO_19147
ALO_19142 ALO_19597
ALO_19147 ALO_19152
ALO_19147 ALO_19142
ALO_19147 ALO_19592
ALO_19147 ALO_15117
ALO_19147 ALO_15122
ALO_19147 ALO_19602
ALO_19147 ALO_19597
ALO_19152 ALO_19597
ALO_19152 ALO_19147
ALO_19152 ALO_15117
ALO_19152 ALO_19602
ALO_19152 ALO_19592
ALO_19152 ALO_19142
ALO_19152 ALO_15122
ALO_19227 ALO_21314
ALO_19227 ALO_17231
ALO_19302 ALO_15697
ALO_19392 ALO_20617
ALO_19392 ALO_02911
ALO_19392 ALO_10609
ALO_19557 ALO_20882
ALO_19557 ALO_19562
ALO_19562 ALO_19557
ALO_19562 ALO_20882
ALO_19592 ALO_15117
ALO_19592 ALO_19152
ALO_19592 ALO_19602
ALO_19592 ALO_19597
ALO_19592 ALO_19147
ALO_19592 ALO_15122
ALO_19592 ALO_19142
ALO_19597 ALO_19147
ALO_19597 ALO_19142
ALO_19597 ALO_19152
ALO_19597 ALO_15117
ALO_19597 ALO_19592
ALO_19597 ALO_15122
ALO_19597 ALO_19602
ALO_19602 ALO_15117
ALO_19602 ALO_19592
ALO_19602 ALO_19152
ALO_19602 ALO_15122
ALO_19602 ALO_19142
ALO_19602 ALO_19597
ALO_19602 ALO_19147
ALO_19717 ALO_02926
ALO_19717 ALO_02576
ALO_19762 ALO_18380
ALO_19777 ALO_09369
ALO_19777 ALO_01744
ALO_19807 ALO_19812
ALO_19812 ALO_19807
ALO_19832 ALO_08695
ALO_19832 ALO_05218
ALO_19832 ALO_07588
ALO_20002 ALO_20007
ALO_20002 ALO_10914
ALO_20007 ALO_05483
ALO_20007 ALO_20002
ALO_20007 ALO_10844
ALO_20007 ALO_00380
ALO_20102 ALO_20137
ALO_20102 ALO_20117
ALO_20102 ALO_20112
ALO_20102 ALO_04403
ALO_20112 ALO_20137
ALO_20112 ALO_20102
ALO_20112 ALO_04403
ALO_20117 ALO_20137
ALO_20117 ALO_20102
ALO_20117 ALO_04403
ALO_20127 ALO_03801
ALO_20127 ALO_17686
ALO_20137 ALO_20112
ALO_20137 ALO_20117
ALO_20137 ALO_20102
ALO_20137 ALO_04403
ALO_20382 ALO_03801
ALO_20382 ALO_17686
ALO_20402 ALO_08360
ALO_20402 ALO_06783
ALO_20447 ALO_18857
ALO_20447 ALO_18837
ALO_20447 ALO_18797
ALO_20447 ALO_10959
ALO_20497 ALO_04081
ALO_20617 ALO_02911
ALO_20617 ALO_19392
ALO_20622 ALO_10609
ALO_20662 ALO_14177
ALO_20662 ALO_06383
ALO_20662 ALO_09359
ALO_20662 ALO_06358
ALO_20662 ALO_20862
ALO_20682 ALO_15367
ALO_20687 ALO_15367
ALO_20782 ALO_10609
ALO_20822 ALO_20842
ALO_20827 ALO_20832
ALO_20827 ALO_20857
ALO_20827 ALO_20852
ALO_20832 ALO_20857
ALO_20832 ALO_20852
ALO_20832 ALO_20827
ALO_20837 ALO_20847
ALO_20842 ALO_20822
ALO_20847 ALO_20837
ALO_20852 ALO_20832
ALO_20852 ALO_20827
ALO_20857 ALO_20827
ALO_20857 ALO_09359
ALO_20857 ALO_14177
ALO_20857 ALO_20832
ALO_20857 ALO_06358
ALO_20857 ALO_06383
ALO_20857 ALO_20862
ALO_20862 ALO_20662
ALO_20862 ALO_20857
ALO_20867 ALO_20877
ALO_20867 ALO_20882
ALO_20872 ALO_16347
ALO_20872 ALO_20877
ALO_20872 ALO_01160
ALO_20872 ALO_01245
ALO_20872 ALO_06788
ALO_20877 ALO_20867
ALO_20877 ALO_20872
ALO_20882 ALO_20867
ALO_20882 ALO_19557
ALO_20882 ALO_19562
ALO_20882 ALO_06873
ALO_20897 ALO_11439
ALO_20897 ALO_11589
ALO_20897 ALO_11574
ALO_20897 ALO_11594
ALO_20897 ALO_17601
ALO_20937 ALO_17366
ALO_20937 ALO_20942
ALO_20942 ALO_20937
ALO_20942 ALO_17361
ALO_20942 ALO_12049
ALO_20942 ALO_16377
ALO_20952 ALO_03801
ALO_20952 ALO_17686
ALO_20962 ALO_16532
ALO_21042 ALO_09369
ALO_21042 ALO_01744
ALO_21047 ALO_07583
ALO_21254 ALO_17381
ALO_21254 ALO_09984
ALO_21254 ALO_17386
ALO_21294 ALO_15192
ALO_21294 ALO_04618
ALO_21314 ALO_13154
ALO_21314 ALO_03016
ALO_21314 ALO_21339
ALO_21314 ALO_19227
ALO_21319 ALO_21344
ALO_21319 ALO_00665
ALO_21324 ALO_21861
ALO_21324 ALO_07263
ALO_21324 ALO_07268
ALO_21324 ALO_21856
ALO_21339 ALO_21314
ALO_21339 ALO_21344
ALO_21344 ALO_17231
ALO_21344 ALO_21319
ALO_21344 ALO_18315
ALO_21344 ALO_21339
ALO_21359 ALO_13474
ALO_21359 ALO_13882
ALO_21359 ALO_11574
ALO_21359 ALO_11304
ALO_21359 ALO_11309
ALO_21359 ALO_13444
ALO_21359 ALO_06000
ALO_21359 ALO_14827
ALO_21359 ALO_13449
ALO_21409 ALO_07268
ALO_21409 ALO_21861
ALO_21409 ALO_21856
ALO_21409 ALO_07263
ALO_21424 ALO_01414
ALO_21424 ALO_06378
ALO_21424 ALO_00535
ALO_21424 ALO_17136
ALO_21626 ALO_05478
ALO_21696 ALO_08285
ALO_21696 ALO_02516
ALO_21696 ALO_02521
ALO_21726 ALO_21731
ALO_21731 ALO_00560
ALO_21731 ALO_00845
ALO_21731 ALO_00565
ALO_21731 ALO_21726
ALO_21736 ALO_21741
ALO_21736 ALO_10959
ALO_21736 ALO_00840
ALO_21741 ALO_00555
ALO_21741 ALO_21736
ALO_21806 ALO_04578
ALO_21806 ALO_10399
ALO_21806 ALO_02656
ALO_21856 ALO_00265
ALO_21856 ALO_03926
ALO_21856 ALO_12960
ALO_21856 ALO_17311
ALO_21856 ALO_21324
ALO_21856 ALO_03311
ALO_21856 ALO_07888
ALO_21856 ALO_03941
ALO_21856 ALO_08630
ALO_21856 ALO_03301
ALO_21856 ALO_21409
ALO_21856 ALO_12965
ALO_21856 ALO_12970
ALO_21861 ALO_00265
ALO_21861 ALO_03926
ALO_21861 ALO_12960
ALO_21861 ALO_03311
ALO_21861 ALO_21324
ALO_21861 ALO_17311
ALO_21861 ALO_07888
ALO_21861 ALO_12970
ALO_21861 ALO_03941
ALO_21861 ALO_03301
ALO_21861 ALO_08630
ALO_21861 ALO_12965
ALO_21861 ALO_21409
ALO_21896 ALO_01165
