CbC4_0017 CbC4_0739
CbC4_0577 CbC4_2264
CbC4_0577 CbC4_0831
CbC4_0577 CbC4_0832
CbC4_0577 CbC4_0825
CbC4_0577 CbC4_2263
CbC4_0577 CbC4_2262
CbC4_0577 CbC4_2265
CbC4_0577 CbC4_2268
CbC4_0577 CbC4_2266
CbC4_0577 CbC4_0827
CbC4_0577 CbC4_0833
CbC4_0593 CbC4_0050
CbC4_0594 CbC4_0595
CbC4_0595 CbC4_0637
CbC4_0595 CbC4_0594
CbC4_0597 CbC4_1986
CbC4_0597 CbC4_1932
CbC4_0597 CbC4_0769
CbC4_0597 CbC4_2040
CbC4_0597 CbC4_2195
CbC4_0597 CbC4_0668
CbC4_0597 CbC4_2394
CbC4_0597 CbC4_1952
CbC4_0597 CbC4_2162
CbC4_0597 CbC4_0447
CbC4_0597 CbC4_0882
CbC4_0597 CbC4_0627
CbC4_0597 CbC4_1078
CbC4_0597 CbC4_2142
CbC4_0597 CbC4_0337
CbC4_0597 CbC4_0542
CbC4_0597 CbC4_0419
CbC4_0597 CbC4_1793
CbC4_0597 CbC4_1075
CbC4_0597 CbC4_1686
CbC4_0597 CbC4_0418
CbC4_0597 CbC4_2465
CbC4_0597 CbC4_1429
CbC4_0598 CbC4_1493
CbC4_0598 CbC4_1999
CbC4_0598 CbC4_1998
CbC4_0602 CbC4_0613
CbC4_0607 CbC4_1384
CbC4_0607 CbC4_0609
CbC4_0607 CbC4_1383
CbC4_0607 CbC4_0608
CbC4_0607 CbC4_1701
CbC4_0608 CbC4_1383
CbC4_0608 CbC4_0609
CbC4_0608 CbC4_0607
CbC4_0608 CbC4_1384
CbC4_0608 CbC4_1701
CbC4_0609 CbC4_1384
CbC4_0609 CbC4_0607
CbC4_0609 CbC4_1383
CbC4_0609 CbC4_1701
CbC4_0609 CbC4_0608
CbC4_0613 CbC4_0602
CbC4_0615 CbC4_1833
CbC4_0627 CbC4_2394
CbC4_0627 CbC4_0447
CbC4_0627 CbC4_0630
CbC4_0627 CbC4_2142
CbC4_0627 CbC4_0337
CbC4_0627 CbC4_0597
CbC4_0627 CbC4_1793
CbC4_0627 CbC4_1978
CbC4_0627 CbC4_1075
CbC4_0627 CbC4_0629
CbC4_0627 CbC4_1429
CbC4_0627 CbC4_1986
CbC4_0627 CbC4_2040
CbC4_0629 CbC4_1978
CbC4_0629 CbC4_0630
CbC4_0629 CbC4_1890
CbC4_0629 CbC4_1429
CbC4_0629 CbC4_0627
CbC4_0629 CbC4_2040
CbC4_0630 CbC4_1978
CbC4_0630 CbC4_0629
CbC4_0630 CbC4_1890
CbC4_0630 CbC4_1429
CbC4_0630 CbC4_0627
CbC4_0630 CbC4_2040
CbC4_0631 CbC4_0186
CbC4_0631 CbC4_2150
CbC4_0631 CbC4_1427
CbC4_0631 CbC4_0438
CbC4_0631 CbC4_0077
CbC4_0631 CbC4_1936
CbC4_0631 CbC4_1895
CbC4_0631 CbC4_2394
CbC4_0631 CbC4_1510
CbC4_0631 CbC4_1978
CbC4_0631 CbC4_0037
CbC4_0631 CbC4_1429
CbC4_0631 CbC4_1890
CbC4_0631 CbC4_1891
CbC4_0631 CbC4_1436
CbC4_0631 CbC4_2040
CbC4_0635 CbC4_0259
CbC4_0635 CbC4_0260
CbC4_0635 CbC4_1348
CbC4_0635 CbC4_0261
CbC4_0636 CbC4_0637
CbC4_0636 CbC4_0638
CbC4_0636 CbC4_0656
CbC4_0637 CbC4_0636
CbC4_0637 CbC4_0595
CbC4_0638 CbC4_0636
CbC4_0638 CbC4_0656
CbC4_0638 CbC4_0030
CbC4_0645 CbC4_2195
CbC4_0645 CbC4_2052
CbC4_0645 CbC4_0279
CbC4_0645 CbC4_0278
CbC4_0645 CbC4_0784
CbC4_0645 CbC4_0646
CbC4_0646 CbC4_0278
CbC4_0646 CbC4_0279
CbC4_0646 CbC4_0651
CbC4_0646 CbC4_0645
CbC4_0650 CbC4_0653
CbC4_0651 CbC4_0646
CbC4_0653 CbC4_0650
CbC4_0656 CbC4_0638
CbC4_0656 CbC4_0636
CbC4_0656 CbC4_0030
CbC4_0657 CbC4_0678
CbC4_0657 CbC4_0677
CbC4_0668 CbC4_0669
CbC4_0668 CbC4_0419
CbC4_0668 CbC4_0447
CbC4_0668 CbC4_2195
CbC4_0668 CbC4_1080
CbC4_0668 CbC4_1726
CbC4_0668 CbC4_1735
CbC4_0668 CbC4_0355
CbC4_0668 CbC4_1952
CbC4_0668 CbC4_1285
CbC4_0668 CbC4_0574
CbC4_0668 CbC4_0566
CbC4_0668 CbC4_0542
CbC4_0668 CbC4_0597
CbC4_0668 CbC4_1392
CbC4_0668 CbC4_0573
CbC4_0668 CbC4_1075
CbC4_0668 CbC4_1914
CbC4_0668 CbC4_2465
CbC4_0668 CbC4_0418
CbC4_0668 CbC4_0988
CbC4_0668 CbC4_1986
CbC4_0668 CbC4_0575
CbC4_0669 CbC4_2276
CbC4_0669 CbC4_0668
CbC4_0669 CbC4_0419
CbC4_0669 CbC4_0145
CbC4_0669 CbC4_0671
CbC4_0669 CbC4_1608
CbC4_0669 CbC4_0418
CbC4_0669 CbC4_1273
CbC4_0669 CbC4_1914
CbC4_0669 CbC4_0670
CbC4_0669 CbC4_1989
CbC4_0670 CbC4_0669
CbC4_0670 CbC4_1180
CbC4_0670 CbC4_2164
CbC4_0670 CbC4_1673
CbC4_0670 CbC4_0671
CbC4_0670 CbC4_1608
CbC4_0670 CbC4_2100
CbC4_0670 CbC4_1028
CbC4_0670 CbC4_2329
CbC4_0670 CbC4_1064
CbC4_0670 CbC4_2284
CbC4_0670 CbC4_1672
CbC4_0670 CbC4_2275
CbC4_0670 CbC4_0673
CbC4_0670 CbC4_0811
CbC4_0670 CbC4_1820
CbC4_0670 CbC4_0163
CbC4_0671 CbC4_1180
CbC4_0671 CbC4_0544
CbC4_0671 CbC4_2284
CbC4_0671 CbC4_1672
CbC4_0671 CbC4_1673
CbC4_0671 CbC4_2275
CbC4_0671 CbC4_1608
CbC4_0671 CbC4_1535
CbC4_0671 CbC4_1820
CbC4_0671 CbC4_0670
CbC4_0671 CbC4_0669
CbC4_0673 CbC4_2207
CbC4_0673 CbC4_0670
CbC4_0673 CbC4_1608
CbC4_0675 CbC4_0676
CbC4_0676 CbC4_0675
CbC4_0677 CbC4_0678
CbC4_0677 CbC4_0657
CbC4_0677 CbC4_1261
CbC4_0678 CbC4_0677
CbC4_0678 CbC4_0657
CbC4_0679 CbC4_1998
CbC4_0679 CbC4_2000
CbC4_0679 CbC4_1999
CbC4_0689 CbC4_2195
CbC4_0689 CbC4_0446
CbC4_0689 CbC4_0418
CbC4_0689 CbC4_0542
CbC4_0689 CbC4_2465
CbC4_0689 CbC4_0909
CbC4_0689 CbC4_0419
CbC4_0689 CbC4_0838
CbC4_0689 CbC4_1952
CbC4_0689 CbC4_0784
CbC4_0692 CbC4_0148
CbC4_0698 CbC4_1726
CbC4_0701 CbC4_0702
CbC4_0702 CbC4_0701
CbC4_0709 CbC4_0205
CbC4_0709 CbC4_1451
CbC4_0709 CbC4_2298
CbC4_0710 CbC4_1726
CbC4_0710 CbC4_0770
CbC4_0710 CbC4_2276
CbC4_0710 CbC4_1735
CbC4_0710 CbC4_1494
CbC4_0710 CbC4_2313
CbC4_0717 CbC4_0352
CbC4_0717 CbC4_0718
CbC4_0717 CbC4_0721
CbC4_0717 CbC4_0348
CbC4_0717 CbC4_0990
CbC4_0718 CbC4_2448
CbC4_0718 CbC4_2447
CbC4_0718 CbC4_0717
CbC4_0721 CbC4_2448
CbC4_0721 CbC4_0355
CbC4_0721 CbC4_2447
CbC4_0721 CbC4_0090
CbC4_0721 CbC4_0717
CbC4_0721 CbC4_0992
CbC4_0721 CbC4_0348
CbC4_0721 CbC4_0352
CbC4_0721 CbC4_0988
CbC4_0721 CbC4_0385
CbC4_0721 CbC4_0990
CbC4_0724 CbC4_1624
CbC4_0724 CbC4_1088
CbC4_0724 CbC4_1086
CbC4_0724 CbC4_1082
CbC4_0724 CbC4_1084
CbC4_0724 CbC4_1089
CbC4_0724 CbC4_1083
CbC4_0724 CbC4_1085
CbC4_0736 CbC4_1911
CbC4_0736 CbC4_1910
CbC4_0736 CbC4_1912
CbC4_0737 CbC4_1086
CbC4_0737 CbC4_1624
CbC4_0737 CbC4_1084
CbC4_0737 CbC4_1083
CbC4_0737 CbC4_1088
CbC4_0737 CbC4_1089
CbC4_0737 CbC4_1082
CbC4_0737 CbC4_1085
CbC4_0739 CbC4_0017
CbC4_0765 CbC4_1085
CbC4_0765 CbC4_1624
CbC4_0765 CbC4_1084
CbC4_0765 CbC4_1086
CbC4_0765 CbC4_1089
CbC4_0765 CbC4_1083
CbC4_0765 CbC4_1082
CbC4_0765 CbC4_1088
CbC4_0767 CbC4_0768
CbC4_0768 CbC4_2276
CbC4_0768 CbC4_0770
CbC4_0768 CbC4_1494
CbC4_0768 CbC4_0767
CbC4_0769 CbC4_0542
CbC4_0769 CbC4_1080
CbC4_0769 CbC4_2195
CbC4_0769 CbC4_0573
CbC4_0769 CbC4_0597
CbC4_0769 CbC4_1392
CbC4_0769 CbC4_0770
CbC4_0769 CbC4_1952
CbC4_0769 CbC4_0355
CbC4_0769 CbC4_0797
CbC4_0769 CbC4_1075
CbC4_0769 CbC4_0447
CbC4_0769 CbC4_0988
CbC4_0769 CbC4_1285
CbC4_0769 CbC4_0574
CbC4_0769 CbC4_2051
CbC4_0769 CbC4_1986
CbC4_0769 CbC4_0575
CbC4_0769 CbC4_0104
CbC4_0769 CbC4_0566
CbC4_0770 CbC4_0769
CbC4_0770 CbC4_0710
CbC4_0770 CbC4_0768
CbC4_0770 CbC4_1494
CbC4_0774 CbC4_1694
CbC4_0774 CbC4_0775
CbC4_0774 CbC4_1692
CbC4_0774 CbC4_1693
CbC4_0774 CbC4_1691
CbC4_0775 CbC4_1694
CbC4_0775 CbC4_1692
CbC4_0775 CbC4_1691
CbC4_0775 CbC4_0774
CbC4_0775 CbC4_1693
CbC4_0776 CbC4_1057
CbC4_0780 CbC4_0946
CbC4_0780 CbC4_0783
CbC4_0780 CbC4_0945
CbC4_0780 CbC4_0782
CbC4_0780 CbC4_0781
CbC4_0780 CbC4_1874
CbC4_0780 CbC4_0947
CbC4_0780 CbC4_0944
CbC4_0780 CbC4_0784
CbC4_0781 CbC4_0782
CbC4_0781 CbC4_0783
CbC4_0781 CbC4_0945
CbC4_0781 CbC4_0946
CbC4_0781 CbC4_1874
CbC4_0781 CbC4_0947
CbC4_0781 CbC4_0944
CbC4_0781 CbC4_0784
CbC4_0781 CbC4_0780
CbC4_0782 CbC4_0783
CbC4_0782 CbC4_0944
CbC4_0782 CbC4_0946
CbC4_0782 CbC4_0945
CbC4_0782 CbC4_0947
CbC4_0782 CbC4_0781
CbC4_0782 CbC4_1874
CbC4_0782 CbC4_0780
CbC4_0782 CbC4_0784
CbC4_0783 CbC4_0946
CbC4_0783 CbC4_0945
CbC4_0783 CbC4_1874
CbC4_0783 CbC4_0782
CbC4_0783 CbC4_0781
CbC4_0783 CbC4_0947
CbC4_0783 CbC4_0944
CbC4_0783 CbC4_0780
CbC4_0783 CbC4_0784
CbC4_0784 CbC4_2195
CbC4_0784 CbC4_0946
CbC4_0784 CbC4_0279
CbC4_0784 CbC4_1874
CbC4_0784 CbC4_0944
CbC4_0784 CbC4_0947
CbC4_0784 CbC4_0355
CbC4_0784 CbC4_0838
CbC4_0784 CbC4_0446
CbC4_0784 CbC4_0783
CbC4_0784 CbC4_0945
CbC4_0784 CbC4_0645
CbC4_0784 CbC4_0782
CbC4_0784 CbC4_0988
CbC4_0784 CbC4_0781
CbC4_0784 CbC4_0780
CbC4_0784 CbC4_0689
CbC4_0797 CbC4_0104
CbC4_0797 CbC4_0769
CbC4_0799 CbC4_2213
CbC4_0799 CbC4_1871
CbC4_0799 CbC4_2390
CbC4_0799 CbC4_2014
CbC4_0800 CbC4_1905
CbC4_0800 CbC4_0135
CbC4_0800 CbC4_1165
CbC4_0803 CbC4_2463
CbC4_0806 CbC4_1165
CbC4_0806 CbC4_1164
CbC4_0811 CbC4_2516
CbC4_0811 CbC4_1851
CbC4_0811 CbC4_1628
CbC4_0811 CbC4_0670
CbC4_0811 CbC4_0062
CbC4_0811 CbC4_1608
CbC4_0812 CbC4_0505
CbC4_0812 CbC4_2188
CbC4_0821 CbC4_0179
CbC4_0821 CbC4_0546
CbC4_0821 CbC4_2528
CbC4_0821 CbC4_1821
CbC4_0821 CbC4_1079
CbC4_0824 CbC4_1155
CbC4_0824 CbC4_0577
CbC4_0825 CbC4_1155
CbC4_0825 CbC4_0249
CbC4_0825 CbC4_0577
CbC4_0827 CbC4_0249
CbC4_0827 CbC4_1155
CbC4_0827 CbC4_0577
CbC4_0828 CbC4_0249
CbC4_0828 CbC4_0577
CbC4_0828 CbC4_1155
CbC4_0829 CbC4_0249
CbC4_0829 CbC4_1155
CbC4_0829 CbC4_0577
CbC4_0830 CbC4_0249
CbC4_0830 CbC4_1155
CbC4_0830 CbC4_0577
CbC4_0831 CbC4_1155
CbC4_0831 CbC4_0249
CbC4_0831 CbC4_0577
CbC4_0832 CbC4_0577
CbC4_0832 CbC4_1155
CbC4_0832 CbC4_0249
CbC4_0833 CbC4_1155
CbC4_0833 CbC4_0249
CbC4_0833 CbC4_0577
CbC4_0838 CbC4_0689
CbC4_0838 CbC4_2195
CbC4_0838 CbC4_0542
CbC4_0838 CbC4_0419
CbC4_0838 CbC4_1952
CbC4_0838 CbC4_0784
CbC4_0838 CbC4_0446
CbC4_0838 CbC4_2465
CbC4_0838 CbC4_0418
CbC4_0838 CbC4_0909
CbC4_0840 CbC4_1257
CbC4_0840 CbC4_1759
CbC4_0859 CbC4_0860
CbC4_0859 CbC4_1176
CbC4_0860 CbC4_0859
CbC4_0862 CbC4_0542
CbC4_0862 CbC4_1952
CbC4_0862 CbC4_0573
CbC4_0864 CbC4_2524
CbC4_0864 CbC4_0445
CbC4_0864 CbC4_1988
CbC4_0864 CbC4_0189
CbC4_0864 CbC4_2545
CbC4_0864 CbC4_0447
CbC4_0864 CbC4_2476
CbC4_0864 CbC4_2100
CbC4_0864 CbC4_1448
CbC4_0864 CbC4_1842
CbC4_0865 CbC4_0412
CbC4_0865 CbC4_1487
CbC4_0867 CbC4_2362
CbC4_0867 CbC4_2359
CbC4_0877 CbC4_1586
CbC4_0882 CbC4_1986
CbC4_0882 CbC4_0597
CbC4_0893 CbC4_0385
CbC4_0893 CbC4_0090
CbC4_0893 CbC4_0384
CbC4_0909 CbC4_0689
CbC4_0909 CbC4_0542
CbC4_0909 CbC4_1952
CbC4_0909 CbC4_0838
CbC4_0909 CbC4_0446
CbC4_0914 CbC4_1074
CbC4_0914 CbC4_1381
CbC4_0914 CbC4_0166
CbC4_0914 CbC4_0324
CbC4_0923 CbC4_0931
CbC4_0925 CbC4_0929
CbC4_0925 CbC4_0927
CbC4_0925 CbC4_0926
CbC4_0925 CbC4_0928
CbC4_0926 CbC4_0929
CbC4_0926 CbC4_0925
CbC4_0926 CbC4_0927
CbC4_0926 CbC4_0928
CbC4_0927 CbC4_0925
CbC4_0927 CbC4_0929
CbC4_0927 CbC4_0928
CbC4_0927 CbC4_0926
CbC4_0928 CbC4_0929
CbC4_0928 CbC4_0925
CbC4_0928 CbC4_0927
CbC4_0928 CbC4_0926
CbC4_0929 CbC4_0925
CbC4_0929 CbC4_0927
CbC4_0929 CbC4_0926
CbC4_0929 CbC4_0928
CbC4_0931 CbC4_0923
CbC4_0931 CbC4_0932
CbC4_0932 CbC4_0931
CbC4_0932 CbC4_0933
CbC4_0932 CbC4_0028
CbC4_0933 CbC4_1936
CbC4_0933 CbC4_1436
CbC4_0933 CbC4_0932
CbC4_0933 CbC4_0028
CbC4_0944 CbC4_0945
CbC4_0944 CbC4_0946
CbC4_0944 CbC4_0783
CbC4_0944 CbC4_0782
CbC4_0944 CbC4_0947
CbC4_0944 CbC4_1874
CbC4_0944 CbC4_0781
CbC4_0944 CbC4_0784
CbC4_0944 CbC4_0780
CbC4_0945 CbC4_0947
CbC4_0945 CbC4_0783
CbC4_0945 CbC4_0781
CbC4_0945 CbC4_1874
CbC4_0945 CbC4_0946
CbC4_0945 CbC4_0944
CbC4_0945 CbC4_0782
CbC4_0945 CbC4_0780
CbC4_0945 CbC4_0784
CbC4_0946 CbC4_0783
CbC4_0946 CbC4_1874
CbC4_0946 CbC4_0782
CbC4_0946 CbC4_0945
CbC4_0946 CbC4_0781
CbC4_0946 CbC4_0947
CbC4_0946 CbC4_0784
CbC4_0946 CbC4_0944
CbC4_0946 CbC4_0780
CbC4_0947 CbC4_0783
CbC4_0947 CbC4_0946
CbC4_0947 CbC4_0945
CbC4_0947 CbC4_0782
CbC4_0947 CbC4_0781
CbC4_0947 CbC4_1874
CbC4_0947 CbC4_0944
CbC4_0947 CbC4_0780
CbC4_0947 CbC4_0784
CbC4_0958 CbC4_0959
CbC4_0959 CbC4_0958
CbC4_0981 CbC4_1317
CbC4_0987 CbC4_0092
CbC4_0988 CbC4_2276
CbC4_0988 CbC4_2448
CbC4_0988 CbC4_2338
CbC4_0988 CbC4_2195
CbC4_0988 CbC4_1080
CbC4_0988 CbC4_1952
CbC4_0988 CbC4_0668
CbC4_0988 CbC4_0145
CbC4_0988 CbC4_0355
CbC4_0988 CbC4_0418
CbC4_0988 CbC4_0721
CbC4_0988 CbC4_1285
CbC4_0988 CbC4_2447
CbC4_0988 CbC4_0090
CbC4_0988 CbC4_1273
CbC4_0988 CbC4_0542
CbC4_0988 CbC4_0419
CbC4_0988 CbC4_2330
CbC4_0988 CbC4_0784
CbC4_0988 CbC4_1914
CbC4_0988 CbC4_2465
CbC4_0988 CbC4_0769
CbC4_0988 CbC4_0385
CbC4_0988 CbC4_0990
CbC4_0988 CbC4_1989
CbC4_0990 CbC4_0717
CbC4_0990 CbC4_2448
CbC4_0990 CbC4_0355
CbC4_0990 CbC4_0721
CbC4_0990 CbC4_2447
CbC4_0990 CbC4_0090
CbC4_0990 CbC4_0992
CbC4_0990 CbC4_0348
CbC4_0990 CbC4_0352
CbC4_0990 CbC4_0988
CbC4_0990 CbC4_0385
CbC4_0992 CbC4_0144
CbC4_0992 CbC4_0068
CbC4_0992 CbC4_0721
CbC4_0992 CbC4_0990
CbC4_0992 CbC4_2272
CbC4_0992 CbC4_2260
CbC4_0994 CbC4_2304
CbC4_0994 CbC4_0328
CbC4_0995 CbC4_0996
CbC4_0996 CbC4_1108
CbC4_0996 CbC4_1116
CbC4_0996 CbC4_0997
CbC4_0996 CbC4_0995
CbC4_0997 CbC4_1108
CbC4_0997 CbC4_0996
CbC4_1000 CbC4_0352
CbC4_1027 CbC4_1276
CbC4_1027 CbC4_1586
CbC4_1028 CbC4_2206
CbC4_1028 CbC4_0163
CbC4_1028 CbC4_0670
CbC4_1028 CbC4_2166
CbC4_1028 CbC4_1506
CbC4_1028 CbC4_2164
CbC4_1028 CbC4_2207
CbC4_1028 CbC4_0037
CbC4_1028 CbC4_1758
CbC4_1028 CbC4_1608
CbC4_1028 CbC4_1064
CbC4_1030 CbC4_1176
CbC4_1055 CbC4_1056
CbC4_1056 CbC4_1055
CbC4_1057 CbC4_0776
CbC4_1061 CbC4_1062
CbC4_1062 CbC4_1061
CbC4_1064 CbC4_0670
CbC4_1064 CbC4_0249
CbC4_1064 CbC4_1506
CbC4_1064 CbC4_2164
CbC4_1064 CbC4_1608
CbC4_1064 CbC4_1758
CbC4_1064 CbC4_1028
CbC4_1064 CbC4_1427
CbC4_1064 CbC4_0163
CbC4_1064 CbC4_2206
CbC4_1065 CbC4_0221
CbC4_1065 CbC4_0257
CbC4_1065 CbC4_0540
CbC4_1065 CbC4_1988
CbC4_1065 CbC4_0447
CbC4_1065 CbC4_1505
CbC4_1065 CbC4_0189
CbC4_1065 CbC4_2437
CbC4_1065 CbC4_0220
CbC4_1065 CbC4_0534
CbC4_1068 CbC4_1836
CbC4_1074 CbC4_0208
CbC4_1074 CbC4_1990
CbC4_1074 CbC4_1257
CbC4_1074 CbC4_1501
CbC4_1074 CbC4_1758
CbC4_1074 CbC4_0166
CbC4_1074 CbC4_0914
CbC4_1074 CbC4_0404
CbC4_1074 CbC4_0324
CbC4_1074 CbC4_1759
CbC4_1074 CbC4_0553
CbC4_1074 CbC4_2395
CbC4_1074 CbC4_0405
CbC4_1074 CbC4_0546
CbC4_1074 CbC4_0329
CbC4_1075 CbC4_2195
CbC4_1075 CbC4_1981
CbC4_1075 CbC4_0055
CbC4_1075 CbC4_1726
CbC4_1075 CbC4_0668
CbC4_1075 CbC4_2394
CbC4_1075 CbC4_1873
CbC4_1075 CbC4_1347
CbC4_1075 CbC4_0045
CbC4_1075 CbC4_1483
CbC4_1075 CbC4_2162
CbC4_1075 CbC4_1952
CbC4_1075 CbC4_0053
CbC4_1075 CbC4_0447
CbC4_1075 CbC4_0627
CbC4_1075 CbC4_2142
CbC4_1075 CbC4_0054
CbC4_1075 CbC4_2271
CbC4_1075 CbC4_0337
CbC4_1075 CbC4_2339
CbC4_1075 CbC4_0542
CbC4_1075 CbC4_0597
CbC4_1075 CbC4_1980
CbC4_1075 CbC4_0419
CbC4_1075 CbC4_1793
CbC4_1075 CbC4_1978
CbC4_1075 CbC4_1686
CbC4_1075 CbC4_0051
CbC4_1075 CbC4_0418
CbC4_1075 CbC4_2465
CbC4_1075 CbC4_0769
CbC4_1075 CbC4_1986
CbC4_1078 CbC4_0028
CbC4_1078 CbC4_1986
CbC4_1078 CbC4_1932
CbC4_1078 CbC4_1793
CbC4_1078 CbC4_2432
CbC4_1078 CbC4_0184
CbC4_1078 CbC4_2313
CbC4_1078 CbC4_2142
CbC4_1078 CbC4_0597
CbC4_1078 CbC4_0337
CbC4_1079 CbC4_0546
CbC4_1079 CbC4_1821
CbC4_1079 CbC4_0179
CbC4_1079 CbC4_0821
CbC4_1079 CbC4_2528
CbC4_1080 CbC4_0769
CbC4_1080 CbC4_2195
CbC4_1080 CbC4_0668
CbC4_1080 CbC4_0355
CbC4_1080 CbC4_1952
CbC4_1080 CbC4_1285
CbC4_1080 CbC4_0418
CbC4_1080 CbC4_0542
CbC4_1080 CbC4_0419
CbC4_1080 CbC4_2465
CbC4_1080 CbC4_0988
CbC4_1082 CbC4_1086
CbC4_1082 CbC4_1624
CbC4_1082 CbC4_0403
CbC4_1082 CbC4_1084
CbC4_1082 CbC4_1612
CbC4_1082 CbC4_0765
CbC4_1082 CbC4_1089
CbC4_1082 CbC4_1629
CbC4_1082 CbC4_0737
CbC4_1082 CbC4_1922
CbC4_1082 CbC4_0314
CbC4_1082 CbC4_0515
CbC4_1082 CbC4_1609
CbC4_1082 CbC4_1627
CbC4_1082 CbC4_0724
CbC4_1082 CbC4_0496
CbC4_1082 CbC4_0313
CbC4_1082 CbC4_1803
CbC4_1082 CbC4_2235
CbC4_1082 CbC4_1872
CbC4_1082 CbC4_1088
CbC4_1083 CbC4_1629
CbC4_1083 CbC4_0737
CbC4_1083 CbC4_1609
CbC4_1083 CbC4_0314
CbC4_1083 CbC4_0515
CbC4_1083 CbC4_1922
CbC4_1083 CbC4_1087
CbC4_1083 CbC4_1627
CbC4_1083 CbC4_1612
CbC4_1083 CbC4_0403
CbC4_1083 CbC4_0496
CbC4_1083 CbC4_0724
CbC4_1083 CbC4_2235
CbC4_1083 CbC4_1803
CbC4_1083 CbC4_0765
CbC4_1083 CbC4_0313
CbC4_1083 CbC4_1872
CbC4_1084 CbC4_1803
CbC4_1084 CbC4_0496
CbC4_1084 CbC4_0724
CbC4_1084 CbC4_1872
CbC4_1084 CbC4_0313
CbC4_1084 CbC4_2235
CbC4_1084 CbC4_1627
CbC4_1084 CbC4_1086
CbC4_1084 CbC4_1612
CbC4_1084 CbC4_0403
CbC4_1084 CbC4_1082
CbC4_1084 CbC4_0737
CbC4_1084 CbC4_1609
CbC4_1084 CbC4_0765
CbC4_1084 CbC4_1089
CbC4_1084 CbC4_1629
CbC4_1084 CbC4_0314
CbC4_1084 CbC4_0515
CbC4_1084 CbC4_1922
CbC4_1085 CbC4_1629
CbC4_1085 CbC4_0314
CbC4_1085 CbC4_1627
CbC4_1085 CbC4_1609
CbC4_1085 CbC4_0496
CbC4_1085 CbC4_0724
CbC4_1085 CbC4_0313
CbC4_1085 CbC4_2235
CbC4_1085 CbC4_1612
CbC4_1085 CbC4_0403
CbC4_1085 CbC4_0765
CbC4_1085 CbC4_0737
CbC4_1085 CbC4_0515
CbC4_1085 CbC4_1922
CbC4_1085 CbC4_1803
CbC4_1085 CbC4_1872
CbC4_1086 CbC4_1612
CbC4_1086 CbC4_1629
CbC4_1086 CbC4_0403
CbC4_1086 CbC4_1089
CbC4_1086 CbC4_0737
CbC4_1086 CbC4_0314
CbC4_1086 CbC4_0515
CbC4_1086 CbC4_1922
CbC4_1086 CbC4_1609
CbC4_1086 CbC4_1082
CbC4_1086 CbC4_1627
CbC4_1086 CbC4_0724
CbC4_1086 CbC4_0496
CbC4_1086 CbC4_1803
CbC4_1086 CbC4_0313
CbC4_1086 CbC4_2235
CbC4_1086 CbC4_1872
CbC4_1086 CbC4_1088
CbC4_1086 CbC4_0765
CbC4_1086 CbC4_1624
CbC4_1086 CbC4_1084
CbC4_1087 CbC4_1083
CbC4_1087 CbC4_1088
CbC4_1088 CbC4_1086
CbC4_1088 CbC4_1629
CbC4_1088 CbC4_1089
CbC4_1088 CbC4_0314
CbC4_1088 CbC4_1627
CbC4_1088 CbC4_1609
CbC4_1088 CbC4_0313
CbC4_1088 CbC4_0496
CbC4_1088 CbC4_0724
CbC4_1088 CbC4_2235
CbC4_1088 CbC4_0403
CbC4_1088 CbC4_1087
CbC4_1088 CbC4_1612
CbC4_1088 CbC4_0765
CbC4_1088 CbC4_1091
CbC4_1088 CbC4_0737
CbC4_1088 CbC4_0515
CbC4_1088 CbC4_1922
CbC4_1088 CbC4_1082
CbC4_1088 CbC4_1803
CbC4_1088 CbC4_1872
CbC4_1089 CbC4_1624
CbC4_1089 CbC4_1086
CbC4_1089 CbC4_1084
CbC4_1089 CbC4_1612
CbC4_1089 CbC4_0403
CbC4_1089 CbC4_0765
CbC4_1089 CbC4_1629
CbC4_1089 CbC4_0737
CbC4_1089 CbC4_1627
CbC4_1089 CbC4_0314
CbC4_1089 CbC4_0515
CbC4_1089 CbC4_1609
CbC4_1089 CbC4_1922
CbC4_1089 CbC4_1082
CbC4_1089 CbC4_0724
CbC4_1089 CbC4_0496
CbC4_1089 CbC4_0313
CbC4_1089 CbC4_1803
CbC4_1089 CbC4_2235
CbC4_1089 CbC4_1872
CbC4_1089 CbC4_1088
CbC4_1090 CbC4_1091
CbC4_1090 CbC4_1130
CbC4_1091 CbC4_1090
CbC4_1091 CbC4_1130
CbC4_1091 CbC4_1088
CbC4_1101 CbC4_1102
CbC4_1102 CbC4_1101
CbC4_1104 CbC4_1124
CbC4_1104 CbC4_1125
CbC4_1108 CbC4_0996
CbC4_1108 CbC4_0997
CbC4_1110 CbC4_1116
CbC4_1116 CbC4_0996
CbC4_1116 CbC4_1110
CbC4_1118 CbC4_0352
CbC4_1124 CbC4_1104
CbC4_1124 CbC4_1125
CbC4_1125 CbC4_1124
CbC4_1125 CbC4_1104
CbC4_1130 CbC4_1090
CbC4_1130 CbC4_1091
CbC4_1139 CbC4_1140
CbC4_1140 CbC4_1139
CbC4_1153 CbC4_1154
CbC4_1154 CbC4_1153
CbC4_1155 CbC4_0830
CbC4_1155 CbC4_0824
CbC4_1155 CbC4_0831
CbC4_1155 CbC4_0577
CbC4_1155 CbC4_2265
CbC4_1155 CbC4_0829
CbC4_1155 CbC4_2267
CbC4_1155 CbC4_2269
CbC4_1155 CbC4_0832
CbC4_1155 CbC4_2264
