CHU_0004 CHU_2823
CHU_0995 CHU_0996
CHU_0995 CHU_2704
CHU_0995 CHU_1630
CHU_0995 CHU_0075
CHU_0995 CHU_1627
CHU_0996 CHU_2250
CHU_0996 CHU_1630
CHU_0996 CHU_1756
CHU_0996 CHU_0995
CHU_0996 CHU_3731
CHU_0996 CHU_2704
CHU_0998 CHU_1661
CHU_0998 CHU_0020
CHU_0998 CHU_3390
CHU_0998 CHU_2627
CHU_0998 CHU_0472
CHU_0998 CHU_3631
CHU_0998 CHU_0300
CHU_0998 CHU_3060
CHU_0998 CHU_1895
CHU_0998 CHU_0301
CHU_0998 CHU_1875
CHU_0998 CHU_1894
CHU_0998 CHU_1341
CHU_0998 CHU_2529
CHU_0998 CHU_0467
CHU_0998 CHU_2422
CHU_0998 CHU_1992
CHU_0998 CHU_0308
CHU_1004 CHU_1005
CHU_1004 CHU_2581
CHU_1004 CHU_2828
CHU_1004 CHU_1307
CHU_1004 CHU_3439
CHU_1004 CHU_3274
CHU_1004 CHU_2752
CHU_1004 CHU_2690
CHU_1004 CHU_1625
CHU_1005 CHU_3052
CHU_1005 CHU_3053
CHU_1005 CHU_2752
CHU_1005 CHU_1004
CHU_1007 CHU_2701
CHU_1007 CHU_1793
CHU_1007 CHU_0084
CHU_1021 CHU_3633
CHU_1021 CHU_2502
CHU_1021 CHU_3360
CHU_1021 CHU_1086
CHU_1021 CHU_1734
CHU_1021 CHU_1735
CHU_1021 CHU_2824
CHU_1021 CHU_3776
CHU_1021 CHU_3777
CHU_1021 CHU_0703
CHU_1021 CHU_1741
CHU_1021 CHU_3463
CHU_1021 CHU_0030
CHU_1021 CHU_1310
CHU_1036 CHU_1552
CHU_1036 CHU_0833
CHU_1036 CHU_1037
CHU_1036 CHU_0658
CHU_1036 CHU_2775
CHU_1037 CHU_3011
CHU_1037 CHU_1038
CHU_1037 CHU_2123
CHU_1037 CHU_3672
CHU_1037 CHU_0969
CHU_1037 CHU_2110
CHU_1037 CHU_1036
CHU_1037 CHU_0327
CHU_1037 CHU_1071
CHU_1037 CHU_1085
CHU_1038 CHU_0615
CHU_1038 CHU_1037
CHU_1038 CHU_1391
CHU_1041 CHU_2855
CHU_1041 CHU_0303
CHU_1041 CHU_0526
CHU_1059 CHU_3136
CHU_1059 CHU_1333
CHU_1059 CHU_1400
CHU_1059 CHU_3648
CHU_1059 CHU_1704
CHU_1059 CHU_1390
CHU_1059 CHU_0955
CHU_1059 CHU_1322
CHU_1059 CHU_3169
CHU_1059 CHU_3168
CHU_1059 CHU_0956
CHU_1063 CHU_1136
CHU_1063 CHU_1686
CHU_1063 CHU_1595
CHU_1071 CHU_3672
CHU_1071 CHU_2110
CHU_1071 CHU_1037
CHU_1071 CHU_2115
CHU_1071 CHU_1397
CHU_1071 CHU_2863
CHU_1071 CHU_0017
CHU_1071 CHU_0466
CHU_1071 CHU_0969
CHU_1071 CHU_3011
CHU_1071 CHU_3189
CHU_1078 CHU_2280
CHU_1078 CHU_2726
CHU_1085 CHU_0390
CHU_1085 CHU_2110
CHU_1085 CHU_2863
CHU_1085 CHU_1397
CHU_1085 CHU_1896
CHU_1085 CHU_2115
CHU_1085 CHU_1037
CHU_1085 CHU_1624
CHU_1085 CHU_2123
CHU_1085 CHU_0327
CHU_1085 CHU_0969
CHU_1086 CHU_2502
CHU_1086 CHU_1734
CHU_1086 CHU_3776
CHU_1086 CHU_3362
CHU_1086 CHU_0030
CHU_1086 CHU_0703
CHU_1086 CHU_3777
CHU_1086 CHU_2527
CHU_1086 CHU_3718
CHU_1086 CHU_3463
CHU_1086 CHU_2249
CHU_1086 CHU_3361
CHU_1086 CHU_2824
CHU_1086 CHU_1021
CHU_1086 CHU_1735
CHU_1086 CHU_3360
CHU_1086 CHU_3633
CHU_1086 CHU_1741
CHU_1086 CHU_2680
CHU_1086 CHU_1755
CHU_1086 CHU_3183
CHU_1088 CHU_1741
CHU_1088 CHU_2624
CHU_1088 CHU_2741
CHU_1088 CHU_1670
CHU_1091 CHU_2387
CHU_1107 CHU_2273
CHU_1107 CHU_2802
CHU_1107 CHU_3577
CHU_1107 CHU_3811
CHU_1107 CHU_2103
CHU_1107 CHU_1842
CHU_1107 CHU_1655
CHU_1107 CHU_3784
CHU_1107 CHU_1401
CHU_1107 CHU_2268
CHU_1107 CHU_1280
CHU_1130 CHU_3247
CHU_1136 CHU_1595
CHU_1136 CHU_1686
CHU_1136 CHU_1063
CHU_1138 CHU_2202
CHU_1138 CHU_2205
CHU_1138 CHU_2206
CHU_1138 CHU_2207
CHU_1138 CHU_2204
CHU_1138 CHU_2203
CHU_1144 CHU_0165
CHU_1144 CHU_1918
CHU_1144 CHU_0774
CHU_1144 CHU_1574
CHU_1144 CHU_0202
CHU_1145 CHU_1146
CHU_1146 CHU_0942
CHU_1146 CHU_2859
CHU_1146 CHU_0537
CHU_1146 CHU_2657
CHU_1146 CHU_1145
CHU_1149 CHU_3835
CHU_1149 CHU_1268
CHU_1149 CHU_3745
CHU_1149 CHU_3746
CHU_1149 CHU_3218
CHU_1164 CHU_0750
CHU_1164 CHU_0470
CHU_1164 CHU_3416
CHU_1192 CHU_2739
CHU_1197 CHU_3009
CHU_1197 CHU_3055
CHU_1198 CHU_1788
CHU_1198 CHU_3669
CHU_1210 CHU_3180
CHU_1210 CHU_3100
CHU_1228 CHU_0784
CHU_1228 CHU_3088
CHU_1228 CHU_3776
CHU_1228 CHU_3362
CHU_1228 CHU_2223
CHU_1228 CHU_1563
CHU_1228 CHU_3777
CHU_1233 CHU_3657
CHU_1233 CHU_1347
CHU_1233 CHU_1680
CHU_1233 CHU_1549
CHU_1233 CHU_0491
CHU_1233 CHU_0094
CHU_1233 CHU_0009
CHU_1233 CHU_3648
CHU_1233 CHU_2002
CHU_1233 CHU_1400
CHU_1233 CHU_1537
CHU_1233 CHU_2101
CHU_1237 CHU_2079
CHU_1237 CHU_2078
CHU_1243 CHU_0183
CHU_1243 CHU_0180
CHU_1243 CHU_0179
CHU_1243 CHU_3108
CHU_1243 CHU_0336
CHU_1243 CHU_0182
CHU_1243 CHU_0181
CHU_1243 CHU_1414
CHU_1243 CHU_0184
CHU_1243 CHU_0337
CHU_1246 CHU_3746
CHU_1246 CHU_0053
CHU_1246 CHU_0914
CHU_1252 CHU_2739
CHU_1255 CHU_1258
CHU_1255 CHU_1259
CHU_1255 CHU_1257
CHU_1255 CHU_1256
CHU_1256 CHU_1258
CHU_1256 CHU_1259
CHU_1256 CHU_1257
CHU_1256 CHU_1255
CHU_1257 CHU_1258
CHU_1257 CHU_1259
CHU_1257 CHU_1255
CHU_1257 CHU_1256
CHU_1258 CHU_1257
CHU_1258 CHU_1259
CHU_1258 CHU_1255
CHU_1258 CHU_1256
CHU_1259 CHU_1256
CHU_1259 CHU_1258
CHU_1259 CHU_1257
CHU_1259 CHU_1255
CHU_1260 CHU_3637
CHU_1260 CHU_1261
CHU_1261 CHU_3637
CHU_1261 CHU_1260
CHU_1268 CHU_3741
CHU_1268 CHU_1149
CHU_1268 CHU_0207
CHU_1268 CHU_3718
CHU_1268 CHU_2249
CHU_1268 CHU_1400
CHU_1268 CHU_0027
CHU_1268 CHU_2680
CHU_1268 CHU_3746
CHU_1268 CHU_2980
CHU_1268 CHU_3744
CHU_1269 CHU_0784
CHU_1269 CHU_3025
CHU_1269 CHU_0764
CHU_1269 CHU_1758
CHU_1269 CHU_1270
CHU_1269 CHU_1274
CHU_1270 CHU_1861
CHU_1270 CHU_1271
CHU_1270 CHU_1269
CHU_1270 CHU_1273
CHU_1271 CHU_3309
CHU_1271 CHU_1270
CHU_1271 CHU_1272
CHU_1271 CHU_1273
CHU_1271 CHU_2005
CHU_1271 CHU_1563
CHU_1272 CHU_1273
CHU_1272 CHU_2337
CHU_1272 CHU_1271
CHU_1273 CHU_1270
CHU_1273 CHU_3309
CHU_1273 CHU_1272
CHU_1273 CHU_1271
CHU_1273 CHU_2005
CHU_1273 CHU_1563
CHU_1274 CHU_0764
CHU_1274 CHU_0784
CHU_1274 CHU_1269
CHU_1274 CHU_0719
CHU_1275 CHU_3285
CHU_1275 CHU_1624
CHU_1275 CHU_2249
CHU_1275 CHU_1436
CHU_1275 CHU_3020
CHU_1275 CHU_2855
CHU_1275 CHU_3664
CHU_1275 CHU_1623
CHU_1275 CHU_3281
CHU_1275 CHU_3590
CHU_1275 CHU_1910
CHU_1275 CHU_2223
CHU_1275 CHU_0027
CHU_1275 CHU_3088
CHU_1275 CHU_0784
CHU_1275 CHU_1755
CHU_1275 CHU_1622
CHU_1275 CHU_0390
CHU_1275 CHU_3776
CHU_1275 CHU_1517
CHU_1275 CHU_1563
CHU_1275 CHU_3777
CHU_1275 CHU_1896
CHU_1280 CHU_1401
CHU_1280 CHU_1107
CHU_1280 CHU_3784
CHU_1280 CHU_1842
CHU_1280 CHU_3577
CHU_1280 CHU_2802
CHU_1280 CHU_2273
CHU_1280 CHU_3811
CHU_1280 CHU_2103
CHU_1280 CHU_2268
CHU_1280 CHU_1655
CHU_1289 CHU_1753
CHU_1289 CHU_3360
CHU_1289 CHU_0019
CHU_1289 CHU_1542
CHU_1289 CHU_2398
CHU_1289 CHU_0932
CHU_1289 CHU_3633
CHU_1289 CHU_1716
CHU_1289 CHU_1435
CHU_1289 CHU_2894
CHU_1289 CHU_1297
CHU_1289 CHU_2917
CHU_1289 CHU_3049
CHU_1289 CHU_3483
CHU_1289 CHU_2215
CHU_1289 CHU_2397
CHU_1289 CHU_1569
CHU_1289 CHU_2824
CHU_1289 CHU_0402
CHU_1297 CHU_1542
CHU_1297 CHU_1289
CHU_1297 CHU_3633
CHU_1297 CHU_3360
CHU_1297 CHU_1753
CHU_1297 CHU_3310
CHU_1297 CHU_1433
CHU_1297 CHU_2917
CHU_1297 CHU_3049
CHU_1297 CHU_1570
CHU_1297 CHU_3309
CHU_1297 CHU_2397
CHU_1297 CHU_3078
CHU_1297 CHU_1569
CHU_1297 CHU_1434
CHU_1297 CHU_2824
CHU_1297 CHU_0402
CHU_1302 CHU_1808
CHU_1302 CHU_3223
CHU_1307 CHU_2690
CHU_1307 CHU_1004
CHU_1307 CHU_3274
CHU_1307 CHU_1625
CHU_1307 CHU_2828
CHU_1307 CHU_2581
CHU_1310 CHU_1021
CHU_1310 CHU_3633
CHU_1312 CHU_0073
CHU_1312 CHU_2563
CHU_1312 CHU_0139
CHU_1313 CHU_3524
CHU_1314 CHU_2739
CHU_1319 CHU_1320
CHU_1319 CHU_1332
CHU_1319 CHU_1331
CHU_1320 CHU_1332
CHU_1320 CHU_1968
CHU_1320 CHU_1966
CHU_1320 CHU_1319
CHU_1320 CHU_1967
CHU_1320 CHU_1969
CHU_1320 CHU_1331
CHU_1322 CHU_1323
CHU_1322 CHU_1400
CHU_1322 CHU_3136
CHU_1322 CHU_1704
CHU_1322 CHU_3648
CHU_1322 CHU_1333
CHU_1322 CHU_1059
CHU_1322 CHU_0955
CHU_1322 CHU_3169
CHU_1322 CHU_0203
CHU_1322 CHU_3168
CHU_1322 CHU_1324
CHU_1323 CHU_0245
CHU_1323 CHU_1322
CHU_1323 CHU_1324
CHU_1324 CHU_1322
CHU_1324 CHU_1330
CHU_1324 CHU_1323
CHU_1324 CHU_0245
CHU_1330 CHU_1324
CHU_1331 CHU_1332
CHU_1331 CHU_3672
CHU_1331 CHU_2502
CHU_1331 CHU_1320
CHU_1331 CHU_1734
CHU_1331 CHU_1735
CHU_1331 CHU_1319
CHU_1332 CHU_1331
CHU_1332 CHU_1320
CHU_1332 CHU_1735
CHU_1332 CHU_2502
CHU_1332 CHU_1734
CHU_1332 CHU_1319
CHU_1332 CHU_3672
CHU_1333 CHU_0955
CHU_1333 CHU_1059
CHU_1333 CHU_1390
CHU_1333 CHU_1704
CHU_1333 CHU_3136
CHU_1333 CHU_3648
CHU_1333 CHU_1322
CHU_1333 CHU_3169
CHU_1333 CHU_3168
CHU_1333 CHU_0956
CHU_1333 CHU_1400
CHU_1341 CHU_1895
CHU_1341 CHU_0301
CHU_1341 CHU_1992
CHU_1341 CHU_1894
CHU_1341 CHU_1875
CHU_1341 CHU_1400
CHU_1341 CHU_2896
CHU_1341 CHU_2987
CHU_1341 CHU_2773
CHU_1341 CHU_2250
CHU_1341 CHU_3277
CHU_1341 CHU_1600
CHU_1341 CHU_3731
CHU_1341 CHU_3718
CHU_1341 CHU_0251
CHU_1341 CHU_1661
CHU_1341 CHU_0998
CHU_1341 CHU_2680
CHU_1341 CHU_2529
CHU_1341 CHU_0472
CHU_1341 CHU_3060
CHU_1341 CHU_3133
CHU_1341 CHU_1756
CHU_1345 CHU_0801
CHU_1345 CHU_0959
CHU_1345 CHU_3836
CHU_1345 CHU_2409
CHU_1345 CHU_1581
CHU_1345 CHU_0308
CHU_1347 CHU_3657
CHU_1347 CHU_2101
CHU_1347 CHU_0009
CHU_1347 CHU_0094
CHU_1347 CHU_3648
CHU_1347 CHU_2002
CHU_1347 CHU_1537
CHU_1347 CHU_1400
CHU_1347 CHU_1549
CHU_1347 CHU_1233
CHU_1347 CHU_0491
CHU_1347 CHU_1680
CHU_1348 CHU_3416
CHU_1354 CHU_2166
CHU_1354 CHU_2327
CHU_1354 CHU_2533
CHU_1364 CHU_2739
CHU_1364 CHU_3305
CHU_1369 CHU_2613
CHU_1370 CHU_2614
CHU_1371 CHU_2616
CHU_1372 CHU_2617
CHU_1373 CHU_2618
CHU_1374 CHU_2619
CHU_1375 CHU_2620
CHU_1379 CHU_0512
CHU_1380 CHU_0511
CHU_1381 CHU_0510
CHU_1382 CHU_0509
CHU_1388 CHU_1389
CHU_1389 CHU_1388
CHU_1390 CHU_0956
CHU_1390 CHU_1333
CHU_1390 CHU_1059
CHU_1390 CHU_0955
CHU_1391 CHU_0615
CHU_1391 CHU_1038
CHU_1391 CHU_1804
CHU_1397 CHU_2123
CHU_1397 CHU_0390
CHU_1397 CHU_1896
CHU_1397 CHU_2863
CHU_1397 CHU_2469
CHU_1397 CHU_3189
CHU_1397 CHU_0327
CHU_1397 CHU_2115
CHU_1397 CHU_1624
CHU_1397 CHU_3672
CHU_1397 CHU_0466
CHU_1397 CHU_3011
CHU_1397 CHU_1071
CHU_1397 CHU_1085
CHU_1400 CHU_1704
CHU_1400 CHU_1059
CHU_1400 CHU_2390
CHU_1400 CHU_1233
CHU_1400 CHU_2980
CHU_1400 CHU_0955
CHU_1400 CHU_0599
CHU_1400 CHU_1322
CHU_1400 CHU_3060
CHU_1400 CHU_3168
CHU_1400 CHU_1680
CHU_1400 CHU_0301
CHU_1400 CHU_1895
CHU_1400 CHU_1894
CHU_1400 CHU_3743
CHU_1400 CHU_2101
CHU_1400 CHU_3657
CHU_1400 CHU_1347
CHU_1400 CHU_3718
CHU_1400 CHU_0452
CHU_1400 CHU_3746
CHU_1400 CHU_2529
CHU_1400 CHU_3136
CHU_1400 CHU_0009
CHU_1400 CHU_0068
CHU_1400 CHU_2249
CHU_1400 CHU_0094
CHU_1400 CHU_3648
CHU_1400 CHU_1341
CHU_1400 CHU_3133
CHU_1400 CHU_2855
CHU_1400 CHU_3169
CHU_1400 CHU_1786
CHU_1400 CHU_1268
CHU_1400 CHU_1992
CHU_1400 CHU_0931
CHU_1400 CHU_3742
CHU_1400 CHU_1537
CHU_1400 CHU_0027
CHU_1400 CHU_0491
CHU_1400 CHU_0472
CHU_1400 CHU_1333
CHU_1400 CHU_0451
CHU_1400 CHU_1549
CHU_1400 CHU_3741
CHU_1400 CHU_2680
CHU_1400 CHU_1661
CHU_1401 CHU_2802
CHU_1401 CHU_3784
CHU_1401 CHU_3577
CHU_1401 CHU_2273
CHU_1401 CHU_3811
CHU_1401 CHU_2103
CHU_1401 CHU_1107
CHU_1401 CHU_1280
CHU_1401 CHU_2268
CHU_1401 CHU_1842
CHU_1401 CHU_1655
CHU_1404 CHU_3631
CHU_1404 CHU_1605
CHU_1408 CHU_3590
CHU_1408 CHU_3361
CHU_1408 CHU_3362
CHU_1408 CHU_3595
CHU_1408 CHU_0017
CHU_1408 CHU_3179
CHU_1408 CHU_2527
CHU_1409 CHU_3296
CHU_1409 CHU_3381
CHU_1409 CHU_3297
CHU_1409 CHU_0694
CHU_1414 CHU_1243
CHU_1414 CHU_3108
CHU_1432 CHU_2390
CHU_1432 CHU_1704
CHU_1432 CHU_0316
CHU_1433 CHU_3049
CHU_1433 CHU_1570
CHU_1433 CHU_0274
CHU_1433 CHU_3309
CHU_1433 CHU_1812
CHU_1433 CHU_0610
CHU_1433 CHU_3320
CHU_1433 CHU_0074
CHU_1433 CHU_2397
CHU_1433 CHU_3633
CHU_1433 CHU_0207
CHU_1433 CHU_1435
CHU_1433 CHU_3078
CHU_1433 CHU_3360
CHU_1433 CHU_3400
CHU_1433 CHU_1753
CHU_1433 CHU_0073
CHU_1433 CHU_3310
CHU_1433 CHU_1297
CHU_1433 CHU_2689
CHU_1433 CHU_1434
CHU_1433 CHU_1569
CHU_1433 CHU_2639
CHU_1433 CHU_2824
CHU_1433 CHU_0684
CHU_1433 CHU_0402
CHU_1433 CHU_2917
CHU_1434 CHU_0074
CHU_1434 CHU_3049
CHU_1434 CHU_1570
CHU_1434 CHU_0274
CHU_1434 CHU_3309
CHU_1434 CHU_1812
CHU_1434 CHU_2917
CHU_1434 CHU_3633
CHU_1434 CHU_0207
CHU_1434 CHU_2397
CHU_1434 CHU_0610
CHU_1434 CHU_1435
CHU_1434 CHU_3360
CHU_1434 CHU_3400
CHU_1434 CHU_1753
CHU_1434 CHU_0073
CHU_1434 CHU_3310
CHU_1434 CHU_1297
CHU_1434 CHU_2689
CHU_1434 CHU_3320
CHU_1434 CHU_3078
CHU_1434 CHU_1569
CHU_1434 CHU_2639
CHU_1434 CHU_0684
CHU_1434 CHU_2824
CHU_1434 CHU_1433
CHU_1434 CHU_0402
CHU_1435 CHU_3633
CHU_1435 CHU_1716
CHU_1435 CHU_1289
CHU_1435 CHU_3360
CHU_1435 CHU_1434
CHU_1435 CHU_2824
CHU_1435 CHU_1433
CHU_1436 CHU_1755
CHU_1436 CHU_2240
CHU_1436 CHU_2527
CHU_1436 CHU_1275
CHU_1436 CHU_3590
CHU_1436 CHU_3361
CHU_1436 CHU_1910
CHU_1436 CHU_2402
CHU_1442 CHU_0684
CHU_1442 CHU_0576
CHU_1442 CHU_0784
CHU_1442 CHU_3633
CHU_1442 CHU_0163
CHU_1447 CHU_3176
CHU_1447 CHU_3373
CHU_1447 CHU_2829
CHU_1447 CHU_2168
CHU_1447 CHU_0025
CHU_1459 CHU_0024
CHU_1460 CHU_3632
CHU_1506 CHU_1510
CHU_1510 CHU_1506
CHU_1517 CHU_3281
CHU_1517 CHU_1623
CHU_1517 CHU_1910
CHU_1517 CHU_2402
CHU_1517 CHU_2240
CHU_1517 CHU_0390
CHU_1517 CHU_2982
CHU_1517 CHU_2469
CHU_1517 CHU_1275
CHU_1517 CHU_1896
CHU_1517 CHU_3741
CHU_1517 CHU_2429
CHU_1517 CHU_1624
CHU_1517 CHU_1755
CHU_1517 CHU_1622
CHU_1537 CHU_2002
CHU_1537 CHU_1680
CHU_1537 CHU_2101
CHU_1537 CHU_1400
CHU_1537 CHU_1233
CHU_1537 CHU_3657
CHU_1537 CHU_1347
CHU_1537 CHU_0491
CHU_1537 CHU_1549
CHU_1537 CHU_0009
CHU_1537 CHU_0094
CHU_1537 CHU_3648
CHU_1542 CHU_1753
CHU_1542 CHU_1297
CHU_1542 CHU_3223
CHU_1542 CHU_2917
CHU_1542 CHU_3049
CHU_1542 CHU_2397
CHU_1542 CHU_1569
CHU_1542 CHU_0402
CHU_1542 CHU_3633
CHU_1542 CHU_2398
CHU_1542 CHU_1289
CHU_1542 CHU_1716
CHU_1549 CHU_0009
CHU_1549 CHU_0094
CHU_1549 CHU_3648
CHU_1549 CHU_2002
CHU_1549 CHU_1537
CHU_1549 CHU_1400
CHU_1549 CHU_1347
CHU_1549 CHU_1233
CHU_1549 CHU_0491
CHU_1549 CHU_1680
CHU_1549 CHU_2101
CHU_1549 CHU_3657
CHU_1552 CHU_2214
CHU_1552 CHU_0833
CHU_1552 CHU_0658
CHU_1552 CHU_2775
CHU_1552 CHU_1036
CHU_1554 CHU_3266
CHU_1563 CHU_3362
CHU_1563 CHU_1701
CHU_1563 CHU_0932
CHU_1563 CHU_1273
CHU_1563 CHU_1998
CHU_1563 CHU_3088
CHU_1563 CHU_3309
CHU_1563 CHU_1275
CHU_1563 CHU_0068
CHU_1563 CHU_3020
CHU_1563 CHU_1228
CHU_1563 CHU_1912
CHU_1563 CHU_2005
CHU_1563 CHU_1271
CHU_1564 CHU_3179
CHU_1564 CHU_2125
CHU_1569 CHU_1434
CHU_1569 CHU_2824
CHU_1569 CHU_0402
CHU_1569 CHU_1542
CHU_1569 CHU_3633
CHU_1569 CHU_1289
CHU_1569 CHU_1753
CHU_1569 CHU_3360
CHU_1569 CHU_3310
CHU_1569 CHU_1297
CHU_1569 CHU_1433
CHU_1569 CHU_2917
CHU_1569 CHU_3309
CHU_1569 CHU_1570
CHU_1569 CHU_3049
CHU_1569 CHU_2397
CHU_1569 CHU_3078
CHU_1570 CHU_3633
CHU_1570 CHU_1716
CHU_1570 CHU_1753
CHU_1570 CHU_2689
CHU_1570 CHU_1297
CHU_1570 CHU_3310
CHU_1570 CHU_1433
CHU_1570 CHU_2917
CHU_1570 CHU_3049
CHU_1570 CHU_2397
CHU_1570 CHU_1434
CHU_1570 CHU_1569
CHU_1570 CHU_2824
CHU_1570 CHU_0402
CHU_1572 CHU_3628
CHU_1572 CHU_2233
CHU_1573 CHU_2681
CHU_1574 CHU_1918
CHU_1574 CHU_3739
CHU_1574 CHU_1144
CHU_1574 CHU_0354
CHU_1574 CHU_3490
CHU_1574 CHU_0165
CHU_1576 CHU_3637
CHU_1576 CHU_3088
CHU_1576 CHU_0827
CHU_1579 CHU_3360
CHU_1579 CHU_0108
CHU_1581 CHU_3394
CHU_1581 CHU_0901
CHU_1581 CHU_0308
CHU_1581 CHU_3836
CHU_1581 CHU_0400
CHU_1581 CHU_1345
CHU_1587 CHU_2990
CHU_1595 CHU_1136
CHU_1595 CHU_1686
CHU_1595 CHU_1063
CHU_1598 CHU_2232
CHU_1598 CHU_0297
CHU_1600 CHU_3060
CHU_1600 CHU_2773
CHU_1600 CHU_1341
CHU_1600 CHU_2529
CHU_1600 CHU_0472
CHU_1600 CHU_0467
CHU_1600 CHU_1895
CHU_1600 CHU_2896
CHU_1600 CHU_1992
CHU_1600 CHU_1894
CHU_1605 CHU_1992
CHU_1605 CHU_1895
CHU_1605 CHU_1894
CHU_1605 CHU_3631
CHU_1605 CHU_1404
CHU_1622 CHU_2429
CHU_1622 CHU_1517
CHU_1622 CHU_2240
CHU_1622 CHU_1275
CHU_1622 CHU_2469
CHU_1622 CHU_1896
CHU_1622 CHU_1624
CHU_1622 CHU_3741
CHU_1622 CHU_2982
CHU_1622 CHU_1755
CHU_1622 CHU_0390
CHU_1622 CHU_3281
CHU_1622 CHU_1623
CHU_1622 CHU_1910
CHU_1622 CHU_2402
CHU_1623 CHU_3281
CHU_1623 CHU_1910
CHU_1623 CHU_2402
CHU_1623 CHU_1517
CHU_1623 CHU_0390
CHU_1623 CHU_2429
CHU_1623 CHU_2982
CHU_1623 CHU_2240
CHU_1623 CHU_3741
CHU_1623 CHU_2469
CHU_1623 CHU_1275
CHU_1623 CHU_1896
CHU_1623 CHU_1624
CHU_1623 CHU_1755
CHU_1623 CHU_1622
CHU_1624 CHU_1622
CHU_1624 CHU_1755
CHU_1624 CHU_3281
CHU_1624 CHU_0390
CHU_1624 CHU_2123
CHU_1624 CHU_1517
CHU_1624 CHU_2863
CHU_1624 CHU_2469
CHU_1624 CHU_1397
CHU_1624 CHU_1275
CHU_1624 CHU_1896
CHU_1624 CHU_2115
CHU_1624 CHU_1623
CHU_1624 CHU_0327
CHU_1624 CHU_1085
CHU_1625 CHU_2690
CHU_1625 CHU_1004
CHU_1625 CHU_3274
CHU_1625 CHU_2828
CHU_1625 CHU_1307
CHU_1627 CHU_0995
CHU_1627 CHU_2704
CHU_1627 CHU_0075
CHU_1630 CHU_2250
CHU_1630 CHU_0996
CHU_1630 CHU_1756
CHU_1630 CHU_0995
CHU_1630 CHU_3731
CHU_1630 CHU_2704
CHU_1655 CHU_2103
CHU_1655 CHU_1280
CHU_1655 CHU_2268
CHU_1655 CHU_3784
CHU_1655 CHU_1107
CHU_1655 CHU_1401
CHU_1655 CHU_1842
CHU_1655 CHU_3811
CHU_1655 CHU_3577
CHU_1655 CHU_2802
CHU_1655 CHU_2273
CHU_1660 CHU_0467
CHU_1660 CHU_0472
CHU_1660 CHU_3838
CHU_1661 CHU_2250
CHU_1661 CHU_0998
CHU_1661 CHU_2680
CHU_1661 CHU_0472
CHU_1661 CHU_3060
CHU_1661 CHU_1756
CHU_1661 CHU_0301
CHU_1661 CHU_1875
CHU_1661 CHU_3731
CHU_1661 CHU_2987
CHU_1661 CHU_3277
CHU_1661 CHU_0251
CHU_1661 CHU_3718
CHU_1661 CHU_1341
CHU_1661 CHU_3133
CHU_1661 CHU_1400
CHU_1661 CHU_3561
CHU_1667 CHU_3310
CHU_1667 CHU_0126
CHU_1670 CHU_1741
CHU_1670 CHU_2624
CHU_1670 CHU_2741
CHU_1670 CHU_1088
CHU_1680 CHU_1549
CHU_1680 CHU_0491
CHU_1680 CHU_2101
CHU_1680 CHU_3657
CHU_1680 CHU_1347
CHU_1680 CHU_0009
CHU_1680 CHU_0094
CHU_1680 CHU_3648
CHU_1680 CHU_2002
CHU_1680 CHU_1400
CHU_1680 CHU_1537
CHU_1680 CHU_1233
CHU_1683 CHU_2726
CHU_1686 CHU_1136
CHU_1686 CHU_1595
CHU_1686 CHU_1063
CHU_1701 CHU_3721
CHU_1701 CHU_3607
CHU_1701 CHU_0084
CHU_1701 CHU_3693
CHU_1701 CHU_0932
CHU_1701 CHU_0784
CHU_1701 CHU_0073
CHU_1701 CHU_0196
CHU_1701 CHU_3834
CHU_1701 CHU_1563
CHU_1701 CHU_3062
CHU_1701 CHU_3309
CHU_1701 CHU_0058
CHU_1701 CHU_3080
CHU_1704 CHU_2390
CHU_1704 CHU_1400
CHU_1704 CHU_1333
CHU_1704 CHU_1059
CHU_1704 CHU_0955
CHU_1704 CHU_1322
CHU_1704 CHU_0316
CHU_1704 CHU_3168
CHU_1704 CHU_1432
CHU_1704 CHU_3136
CHU_1704 CHU_3648
CHU_1704 CHU_3169
CHU_1704 CHU_0931
CHU_1716 CHU_3309
CHU_1716 CHU_1435
CHU_1716 CHU_1542
CHU_1716 CHU_3633
CHU_1716 CHU_1289
CHU_1716 CHU_3360
CHU_1716 CHU_0687
CHU_1716 CHU_3310
CHU_1716 CHU_1570
CHU_1716 CHU_3078
CHU_1716 CHU_2824
CHU_1734 CHU_1086
CHU_1734 CHU_3134
CHU_1734 CHU_0030
CHU_1734 CHU_3776
CHU_1734 CHU_3062
CHU_1734 CHU_3777
CHU_1734 CHU_0703
CHU_1734 CHU_1331
CHU_1734 CHU_3463
CHU_1734 CHU_1332
CHU_1734 CHU_0053
CHU_1734 CHU_3495
CHU_1734 CHU_2824
CHU_1734 CHU_1021
CHU_1734 CHU_1735
CHU_1734 CHU_3838
CHU_1734 CHU_1741
CHU_1734 CHU_3469
CHU_1734 CHU_2612
CHU_1734 CHU_2502
CHU_1734 CHU_3360
CHU_1734 CHU_3373
CHU_1734 CHU_3278
CHU_1735 CHU_3469
CHU_1735 CHU_1332
CHU_1735 CHU_1021
CHU_1735 CHU_2824
CHU_1735 CHU_3776
CHU_1735 CHU_3360
CHU_1735 CHU_3373
CHU_1735 CHU_3278
CHU_1735 CHU_0703
CHU_1735 CHU_3777
CHU_1735 CHU_3062
