CKO_00003 CKO_00004
CKO_01310 CKO_03906
CKO_01310 CKO_04269
CKO_01310 CKO_03803
CKO_01310 CKO_01623
CKO_01310 CKO_01821
CKO_01310 CKO_03749
CKO_01310 CKO_00289
CKO_01310 CKO_00332
CKO_01310 CKO_02168
CKO_01314 CKO_04847
CKO_01314 CKO_04838
CKO_01314 CKO_03578
CKO_01314 CKO_02376
CKO_01314 CKO_00130
CKO_01314 CKO_02377
CKO_01314 CKO_02049
CKO_01314 CKO_00745
CKO_01314 CKO_04977
CKO_01314 CKO_02471
CKO_01314 CKO_00757
CKO_01314 CKO_01054
CKO_01314 CKO_04849
CKO_01317 CKO_05097
CKO_01317 CKO_04105
CKO_01317 CKO_03409
CKO_01317 CKO_00118
CKO_01317 CKO_00173
CKO_01317 CKO_00646
CKO_01317 CKO_04194
CKO_01317 CKO_03418
CKO_01317 CKO_02669
CKO_01317 CKO_03407
CKO_01317 CKO_01960
CKO_01317 CKO_00504
CKO_01318 CKO_05043
CKO_01318 CKO_03816
CKO_01318 CKO_00337
CKO_01318 CKO_02431
CKO_01318 CKO_00409
CKO_01318 CKO_00545
CKO_01318 CKO_03906
CKO_01318 CKO_03104
CKO_01318 CKO_02287
CKO_01318 CKO_04514
CKO_01318 CKO_03850
CKO_01318 CKO_03994
CKO_01318 CKO_02168
CKO_01318 CKO_04667
CKO_01318 CKO_04666
CKO_01318 CKO_03258
CKO_01318 CKO_01455
CKO_01318 CKO_03304
CKO_01318 CKO_00548
CKO_01318 CKO_02830
CKO_01318 CKO_03851
CKO_01318 CKO_02429
CKO_01318 CKO_00497
CKO_01318 CKO_03181
CKO_01318 CKO_03043
CKO_01318 CKO_00340
CKO_01318 CKO_01425
CKO_01318 CKO_01448
CKO_01318 CKO_05045
CKO_01318 CKO_00547
CKO_01318 CKO_00470
CKO_01318 CKO_04222
CKO_01320 CKO_01324
CKO_01320 CKO_01322
CKO_01320 CKO_01323
CKO_01320 CKO_01321
CKO_01320 CKO_01402
CKO_01321 CKO_01402
CKO_01321 CKO_01323
CKO_01321 CKO_01322
CKO_01321 CKO_01324
CKO_01321 CKO_01320
CKO_01322 CKO_01320
CKO_01322 CKO_01321
CKO_01322 CKO_01323
CKO_01322 CKO_01402
CKO_01322 CKO_01324
CKO_01323 CKO_01321
CKO_01323 CKO_01402
CKO_01323 CKO_01322
CKO_01323 CKO_01324
CKO_01323 CKO_01320
CKO_01324 CKO_01323
CKO_01324 CKO_01321
CKO_01324 CKO_01402
CKO_01324 CKO_01322
CKO_01324 CKO_01320
CKO_01326 CKO_02338
CKO_01326 CKO_01361
CKO_01326 CKO_02743
CKO_01326 CKO_02021
CKO_01326 CKO_03674
CKO_01326 CKO_00223
CKO_01336 CKO_00199
CKO_01336 CKO_01448
CKO_01336 CKO_02036
CKO_01336 CKO_01338
CKO_01336 CKO_03907
CKO_01336 CKO_01663
CKO_01336 CKO_00633
CKO_01336 CKO_00111
CKO_01336 CKO_05064
CKO_01336 CKO_04512
CKO_01336 CKO_00237
CKO_01336 CKO_01706
CKO_01336 CKO_04517
CKO_01336 CKO_03400
CKO_01336 CKO_04154
CKO_01336 CKO_01166
CKO_01336 CKO_02849
CKO_01336 CKO_01337
CKO_01337 CKO_01706
CKO_01337 CKO_00237
CKO_01337 CKO_04517
CKO_01337 CKO_03400
CKO_01337 CKO_01166
CKO_01337 CKO_01336
CKO_01337 CKO_02849
CKO_01337 CKO_04154
CKO_01337 CKO_00111
CKO_01337 CKO_05064
CKO_01337 CKO_04512
CKO_01337 CKO_00633
CKO_01337 CKO_01338
CKO_01337 CKO_03907
CKO_01337 CKO_01663
CKO_01337 CKO_00199
CKO_01337 CKO_01448
CKO_01337 CKO_02036
CKO_01338 CKO_01340
CKO_01338 CKO_01336
CKO_01338 CKO_01337
CKO_01338 CKO_01339
CKO_01339 CKO_01338
CKO_01339 CKO_02568
CKO_01339 CKO_05105
CKO_01339 CKO_00525
CKO_01339 CKO_00456
CKO_01339 CKO_01340
CKO_01339 CKO_00916
CKO_01339 CKO_01253
CKO_01339 CKO_04782
CKO_01339 CKO_03876
CKO_01339 CKO_03920
CKO_01339 CKO_00279
CKO_01339 CKO_01962
CKO_01339 CKO_01168
CKO_01339 CKO_03919
CKO_01340 CKO_02568
CKO_01340 CKO_03920
CKO_01340 CKO_01339
CKO_01340 CKO_01168
CKO_01340 CKO_00456
CKO_01340 CKO_01338
CKO_01340 CKO_03876
CKO_01340 CKO_03919
CKO_01340 CKO_01253
CKO_01340 CKO_00916
CKO_01340 CKO_00525
CKO_01340 CKO_04782
CKO_01344 CKO_00336
CKO_01344 CKO_00820
CKO_01344 CKO_00804
CKO_01344 CKO_00819
CKO_01344 CKO_02425
CKO_01344 CKO_00821
CKO_01344 CKO_02476
CKO_01358 CKO_03252
CKO_01358 CKO_02363
CKO_01358 CKO_03905
CKO_01358 CKO_02439
CKO_01358 CKO_01835
CKO_01360 CKO_03580
CKO_01360 CKO_04137
CKO_01360 CKO_05106
CKO_01360 CKO_03002
CKO_01360 CKO_04136
CKO_01360 CKO_01110
CKO_01360 CKO_01709
CKO_01360 CKO_02747
CKO_01360 CKO_03001
CKO_01360 CKO_04708
CKO_01360 CKO_00265
CKO_01360 CKO_00148
CKO_01361 CKO_02021
CKO_01361 CKO_00223
CKO_01361 CKO_02743
CKO_01361 CKO_02338
CKO_01361 CKO_01326
CKO_01361 CKO_01033
CKO_01365 CKO_04136
CKO_01365 CKO_03196
CKO_01365 CKO_00293
CKO_01365 CKO_02669
CKO_01365 CKO_00715
CKO_01365 CKO_02163
CKO_01365 CKO_05100
CKO_01365 CKO_04105
CKO_01365 CKO_03418
CKO_01372 CKO_05101
CKO_01372 CKO_01664
CKO_01372 CKO_01177
CKO_01372 CKO_00050
CKO_01372 CKO_01975
CKO_01372 CKO_00522
CKO_01372 CKO_04444
CKO_01375 CKO_01963
CKO_01375 CKO_02114
CKO_01375 CKO_04834
CKO_01375 CKO_03186
CKO_01375 CKO_02530
CKO_01375 CKO_02528
CKO_01375 CKO_04921
CKO_01375 CKO_00462
CKO_01375 CKO_04924
CKO_01378 CKO_01379
CKO_01378 CKO_01381
CKO_01378 CKO_01380
CKO_01378 CKO_01382
CKO_01379 CKO_01381
CKO_01379 CKO_01380
CKO_01379 CKO_01382
CKO_01379 CKO_01378
CKO_01380 CKO_01382
CKO_01380 CKO_01381
CKO_01380 CKO_01379
CKO_01380 CKO_01378
CKO_01381 CKO_01379
CKO_01381 CKO_01378
CKO_01381 CKO_01380
CKO_01381 CKO_01382
CKO_01382 CKO_01381
CKO_01382 CKO_01379
CKO_01382 CKO_01378
CKO_01382 CKO_01380
CKO_01402 CKO_01322
CKO_01402 CKO_01324
CKO_01402 CKO_01320
CKO_01402 CKO_01321
CKO_01402 CKO_01323
CKO_01425 CKO_00340
CKO_01425 CKO_05127
CKO_01425 CKO_02431
CKO_01425 CKO_00545
CKO_01425 CKO_03906
CKO_01425 CKO_03307
CKO_01425 CKO_01967
CKO_01425 CKO_01178
CKO_01425 CKO_00330
CKO_01425 CKO_01725
CKO_01425 CKO_03848
CKO_01425 CKO_01448
CKO_01425 CKO_00337
CKO_01425 CKO_03797
CKO_01425 CKO_03258
CKO_01425 CKO_04514
CKO_01425 CKO_01116
CKO_01425 CKO_00661
CKO_01425 CKO_00011
CKO_01425 CKO_00492
CKO_01425 CKO_03850
CKO_01425 CKO_02287
CKO_01425 CKO_03994
CKO_01425 CKO_00108
CKO_01425 CKO_03893
CKO_01425 CKO_04667
CKO_01425 CKO_04295
CKO_01425 CKO_03304
CKO_01425 CKO_01517
CKO_01425 CKO_02429
CKO_01425 CKO_02830
CKO_01425 CKO_00448
CKO_01425 CKO_03851
CKO_01425 CKO_00497
CKO_01425 CKO_01547
CKO_01425 CKO_00013
CKO_01425 CKO_03410
CKO_01425 CKO_00187
CKO_01425 CKO_03259
CKO_01425 CKO_05061
CKO_01425 CKO_03181
CKO_01425 CKO_03816
CKO_01425 CKO_01113
CKO_01425 CKO_03043
CKO_01425 CKO_03306
CKO_01425 CKO_03852
CKO_01425 CKO_00687
CKO_01425 CKO_00107
CKO_01425 CKO_03378
CKO_01425 CKO_00493
CKO_01425 CKO_00470
CKO_01425 CKO_02439
CKO_01425 CKO_01110
CKO_01425 CKO_04222
CKO_01425 CKO_00329
CKO_01425 CKO_02168
CKO_01425 CKO_04666
CKO_01425 CKO_04309
CKO_01425 CKO_03256
CKO_01425 CKO_04825
CKO_01425 CKO_01429
CKO_01425 CKO_01318
CKO_01425 CKO_00332
CKO_01425 CKO_03300
CKO_01425 CKO_03243
CKO_01425 CKO_03301
CKO_01425 CKO_01709
CKO_01425 CKO_02209
CKO_01429 CKO_01448
CKO_01429 CKO_00661
CKO_01429 CKO_03848
CKO_01429 CKO_04514
CKO_01429 CKO_00011
CKO_01429 CKO_03300
CKO_01429 CKO_01725
CKO_01429 CKO_03301
CKO_01429 CKO_01709
CKO_01429 CKO_02209
CKO_01429 CKO_05061
CKO_01429 CKO_00108
CKO_01429 CKO_02287
CKO_01429 CKO_03043
CKO_01429 CKO_01517
CKO_01429 CKO_03304
CKO_01429 CKO_01547
CKO_01429 CKO_03307
CKO_01429 CKO_03259
CKO_01429 CKO_02971
CKO_01429 CKO_00013
CKO_01429 CKO_00107
CKO_01429 CKO_01110
CKO_01429 CKO_02168
CKO_01429 CKO_01425
CKO_01429 CKO_03306
CKO_01429 CKO_00332
CKO_01448 CKO_00661
CKO_01448 CKO_02211
CKO_01448 CKO_02036
CKO_01448 CKO_04514
CKO_01448 CKO_00011
CKO_01448 CKO_00021
CKO_01448 CKO_00108
CKO_01448 CKO_04517
CKO_01448 CKO_01725
CKO_01448 CKO_02287
CKO_01448 CKO_04154
CKO_01448 CKO_00633
CKO_01448 CKO_03304
CKO_01448 CKO_01517
CKO_01448 CKO_04157
CKO_01448 CKO_01547
CKO_01448 CKO_00013
CKO_01448 CKO_01770
CKO_01448 CKO_03301
CKO_01448 CKO_01318
CKO_01448 CKO_03410
CKO_01448 CKO_01425
CKO_01448 CKO_00332
CKO_01448 CKO_03848
CKO_01448 CKO_01429
CKO_01448 CKO_05061
CKO_01448 CKO_03259
CKO_01448 CKO_01336
CKO_01448 CKO_01166
CKO_01448 CKO_03043
CKO_01448 CKO_00111
CKO_01448 CKO_04512
CKO_01448 CKO_03816
CKO_01448 CKO_01774
CKO_01448 CKO_03307
CKO_01448 CKO_04806
CKO_01448 CKO_00107
CKO_01448 CKO_01663
CKO_01448 CKO_01110
CKO_01448 CKO_03306
CKO_01448 CKO_02168
CKO_01448 CKO_01337
CKO_01448 CKO_05045
CKO_01448 CKO_02209
CKO_01448 CKO_03300
CKO_01448 CKO_01709
CKO_01450 CKO_00330
CKO_01450 CKO_03893
CKO_01450 CKO_00492
CKO_01450 CKO_00435
CKO_01450 CKO_05127
CKO_01450 CKO_03079
CKO_01450 CKO_03797
CKO_01450 CKO_04295
CKO_01450 CKO_01116
CKO_01450 CKO_01800
CKO_01450 CKO_03410
CKO_01450 CKO_03243
CKO_01450 CKO_01113
CKO_01450 CKO_04309
CKO_01450 CKO_00687
CKO_01450 CKO_03378
CKO_01450 CKO_00329
CKO_01450 CKO_00493
CKO_01450 CKO_04296
CKO_01455 CKO_01318
CKO_01455 CKO_05045
CKO_01455 CKO_05043
CKO_01455 CKO_03104
CKO_01455 CKO_00636
CKO_01456 CKO_01070
CKO_01456 CKO_00521
CKO_01456 CKO_03794
CKO_01456 CKO_00641
CKO_01456 CKO_01069
CKO_01456 CKO_01062
CKO_01456 CKO_00091
CKO_01456 CKO_01061
CKO_01456 CKO_01068
CKO_01458 CKO_00073
CKO_01458 CKO_00078
CKO_01458 CKO_00071
CKO_01458 CKO_00075
CKO_01458 CKO_00287
CKO_01458 CKO_03604
CKO_01458 CKO_00070
CKO_01458 CKO_00069
CKO_01458 CKO_00076
CKO_01458 CKO_00077
CKO_01478 CKO_04622
CKO_01478 CKO_04884
CKO_01478 CKO_04620
CKO_01478 CKO_04486
CKO_01478 CKO_02042
CKO_01478 CKO_03247
CKO_01478 CKO_01789
CKO_01478 CKO_04009
CKO_01478 CKO_03140
CKO_01478 CKO_01543
CKO_01500 CKO_01302
CKO_01500 CKO_03814
CKO_01500 CKO_01304
CKO_01500 CKO_01292
CKO_01500 CKO_01293
CKO_01500 CKO_01501
CKO_01500 CKO_01503
CKO_01500 CKO_00569
CKO_01500 CKO_04789
CKO_01500 CKO_01504
CKO_01500 CKO_01290
CKO_01500 CKO_01502
CKO_01500 CKO_01301
CKO_01500 CKO_01291
CKO_01500 CKO_01294
CKO_01500 CKO_01303
CKO_01500 CKO_04790
CKO_01500 CKO_01299
CKO_01501 CKO_01293
CKO_01501 CKO_01304
CKO_01501 CKO_01292
CKO_01501 CKO_03814
CKO_01501 CKO_01302
CKO_01501 CKO_01290
CKO_01501 CKO_01504
CKO_01501 CKO_00569
CKO_01501 CKO_01502
CKO_01501 CKO_04789
CKO_01501 CKO_01500
CKO_01501 CKO_01291
CKO_01501 CKO_01301
CKO_01501 CKO_01294
CKO_01501 CKO_01303
CKO_01501 CKO_04790
CKO_01501 CKO_01503
CKO_01501 CKO_01299
CKO_01502 CKO_03814
CKO_01502 CKO_01304
CKO_01502 CKO_01292
CKO_01502 CKO_01293
CKO_01502 CKO_01501
CKO_01502 CKO_01291
CKO_01502 CKO_01290
CKO_01502 CKO_01302
CKO_01502 CKO_01504
CKO_01502 CKO_00569
CKO_01502 CKO_04789
CKO_01502 CKO_01500
CKO_01502 CKO_01301
CKO_01502 CKO_01303
CKO_01502 CKO_01294
CKO_01502 CKO_04790
CKO_01502 CKO_01299
CKO_01502 CKO_01503
CKO_01503 CKO_01501
CKO_01503 CKO_01303
CKO_01503 CKO_01294
CKO_01503 CKO_01302
CKO_01503 CKO_01301
CKO_01503 CKO_01504
CKO_01503 CKO_00569
CKO_01503 CKO_01290
CKO_01503 CKO_01291
CKO_01503 CKO_04789
CKO_01503 CKO_01500
CKO_01503 CKO_01502
CKO_01503 CKO_04790
CKO_01503 CKO_01299
CKO_01503 CKO_01304
CKO_01503 CKO_01292
CKO_01503 CKO_03814
CKO_01503 CKO_01293
CKO_01504 CKO_01299
CKO_01504 CKO_03814
CKO_01504 CKO_01503
CKO_01504 CKO_01301
CKO_01504 CKO_00572
CKO_01504 CKO_01294
CKO_01504 CKO_04790
CKO_01504 CKO_01304
CKO_01504 CKO_01302
CKO_01504 CKO_01293
CKO_01504 CKO_01501
CKO_01504 CKO_01500
CKO_01504 CKO_00569
CKO_01504 CKO_04789
CKO_01504 CKO_01502
CKO_01504 CKO_01303
CKO_01508 CKO_03879
CKO_01515 CKO_00569
CKO_01517 CKO_03117
CKO_01517 CKO_01725
CKO_01517 CKO_03800
CKO_01517 CKO_03119
CKO_01517 CKO_02424
CKO_01517 CKO_03848
CKO_01517 CKO_00661
CKO_01517 CKO_01448
CKO_01517 CKO_01429
CKO_01517 CKO_03116
CKO_01517 CKO_04514
CKO_01517 CKO_04825
CKO_01517 CKO_03300
CKO_01517 CKO_00011
CKO_01517 CKO_04641
CKO_01517 CKO_03301
CKO_01517 CKO_03118
CKO_01517 CKO_01621
CKO_01517 CKO_00565
CKO_01517 CKO_02209
CKO_01517 CKO_01709
CKO_01517 CKO_03038
CKO_01517 CKO_05061
CKO_01517 CKO_04452
CKO_01517 CKO_03043
CKO_01517 CKO_01310
CKO_01517 CKO_00108
CKO_01517 CKO_02287
CKO_01517 CKO_02168
CKO_01517 CKO_03304
CKO_01517 CKO_02431
CKO_01517 CKO_03803
CKO_01517 CKO_03307
CKO_01517 CKO_03906
CKO_01517 CKO_01547
CKO_01517 CKO_01623
CKO_01517 CKO_03259
CKO_01517 CKO_00107
CKO_01517 CKO_03749
CKO_01517 CKO_01821
CKO_01517 CKO_00013
CKO_01517 CKO_02439
CKO_01517 CKO_01110
CKO_01517 CKO_04451
CKO_01517 CKO_01425
CKO_01517 CKO_00332
CKO_01517 CKO_03306
CKO_01535 CKO_05127
CKO_01535 CKO_05070
CKO_01535 CKO_03038
CKO_01535 CKO_03797
CKO_01535 CKO_04295
CKO_01535 CKO_01116
CKO_01535 CKO_03391
CKO_01535 CKO_03410
CKO_01535 CKO_03243
CKO_01535 CKO_04825
CKO_01535 CKO_01709
CKO_01535 CKO_01113
CKO_01535 CKO_00329
CKO_01535 CKO_00687
CKO_01535 CKO_03378
CKO_01535 CKO_00493
CKO_01535 CKO_01110
CKO_01535 CKO_04309
CKO_01535 CKO_00492
CKO_01535 CKO_00330
CKO_01535 CKO_02381
CKO_01535 CKO_01725
CKO_01535 CKO_03893
CKO_01535 CKO_04134
CKO_01541 CKO_04494
CKO_01541 CKO_03735
CKO_01541 CKO_04493
CKO_01543 CKO_01789
CKO_01543 CKO_03256
CKO_01543 CKO_02952
CKO_01543 CKO_04622
CKO_01543 CKO_03024
CKO_01543 CKO_00396
CKO_01543 CKO_04293
CKO_01543 CKO_00066
CKO_01543 CKO_04266
CKO_01543 CKO_04269
CKO_01543 CKO_01478
CKO_01543 CKO_04620
CKO_01543 CKO_03852
CKO_01543 CKO_03287
CKO_01543 CKO_02359
CKO_01543 CKO_03556
CKO_01543 CKO_04038
CKO_01543 CKO_02418
CKO_01543 CKO_01770
CKO_01543 CKO_02042
CKO_01543 CKO_00474
CKO_01543 CKO_03140
CKO_01543 CKO_04268
CKO_01543 CKO_03351
CKO_01543 CKO_04868
CKO_01543 CKO_03350
CKO_01543 CKO_02416
CKO_01544 CKO_00521
CKO_01544 CKO_01068
CKO_01544 CKO_03442
CKO_01544 CKO_01061
CKO_01544 CKO_01070
CKO_01544 CKO_01062
CKO_01544 CKO_01069
CKO_01544 CKO_03622
CKO_01545 CKO_02439
CKO_01545 CKO_04825
CKO_01545 CKO_03679
CKO_01545 CKO_04008
CKO_01545 CKO_04884
CKO_01545 CKO_03854
CKO_01545 CKO_04641
CKO_01545 CKO_04646
CKO_01545 CKO_00565
CKO_01545 CKO_03131
CKO_01545 CKO_03680
CKO_01545 CKO_03678
CKO_01545 CKO_02438
CKO_01545 CKO_02435
CKO_01545 CKO_02437
CKO_01545 CKO_04009
CKO_01545 CKO_03681
CKO_01545 CKO_02436
CKO_01545 CKO_01835
CKO_01545 CKO_02434
CKO_01547 CKO_01783
CKO_01547 CKO_00661
CKO_01547 CKO_04514
CKO_01547 CKO_00011
CKO_01547 CKO_00109
CKO_01547 CKO_00492
CKO_01547 CKO_01707
CKO_01547 CKO_03797
CKO_01547 CKO_01517
CKO_01547 CKO_00013
CKO_01547 CKO_03410
CKO_01547 CKO_01425
CKO_01547 CKO_03848
CKO_01547 CKO_00332
CKO_01547 CKO_01448
CKO_01547 CKO_01429
CKO_01547 CKO_03055
CKO_01547 CKO_03243
CKO_01547 CKO_03300
CKO_01547 CKO_03301
CKO_01547 CKO_01709
CKO_01547 CKO_02209
CKO_01547 CKO_05061
CKO_01547 CKO_04309
CKO_01547 CKO_02104
CKO_01547 CKO_00261
CKO_01547 CKO_00107
CKO_01547 CKO_00687
CKO_01547 CKO_03378
CKO_01547 CKO_00493
CKO_01547 CKO_01110
CKO_01547 CKO_00329
CKO_01547 CKO_02139
CKO_01547 CKO_03306
CKO_01547 CKO_02168
CKO_01547 CKO_01113
CKO_01547 CKO_03043
CKO_01547 CKO_01116
CKO_01547 CKO_03304
CKO_01547 CKO_05127
CKO_01547 CKO_00330
CKO_01547 CKO_01725
CKO_01547 CKO_00108
CKO_01547 CKO_04517
CKO_01547 CKO_02287
CKO_01547 CKO_03893
CKO_01547 CKO_04295
CKO_01547 CKO_00111
CKO_01547 CKO_03259
CKO_01547 CKO_03307
CKO_01558 CKO_01559
CKO_01558 CKO_01562
CKO_01558 CKO_01560
CKO_01558 CKO_01561
CKO_01559 CKO_01560
CKO_01559 CKO_01558
CKO_01559 CKO_01561
CKO_01559 CKO_01562
CKO_01560 CKO_01561
CKO_01560 CKO_01562
CKO_01560 CKO_01558
CKO_01560 CKO_01559
CKO_01561 CKO_01558
CKO_01561 CKO_01560
CKO_01561 CKO_01559
CKO_01561 CKO_01562
CKO_01562 CKO_01558
CKO_01562 CKO_01560
CKO_01562 CKO_01561
CKO_01562 CKO_01559
CKO_01563 CKO_03902
CKO_01563 CKO_03385
CKO_01563 CKO_03055
CKO_01563 CKO_00379
CKO_01563 CKO_03054
CKO_01563 CKO_02822
CKO_01563 CKO_01706
CKO_01563 CKO_00671
CKO_01563 CKO_01707
CKO_01563 CKO_04036
CKO_01563 CKO_04402
CKO_01563 CKO_01629
CKO_01563 CKO_03855
CKO_01563 CKO_04539
CKO_01563 CKO_04517
CKO_01563 CKO_04984
CKO_01563 CKO_00111
CKO_01563 CKO_03454
CKO_01563 CKO_02713
CKO_01563 CKO_02941
CKO_01563 CKO_03384
CKO_01563 CKO_04317
CKO_01563 CKO_00171
CKO_01563 CKO_00369
CKO_01569 CKO_02211
CKO_01569 CKO_05076
CKO_01569 CKO_05077
CKO_01574 CKO_03733
CKO_01574 CKO_03636
CKO_01574 CKO_03735
CKO_01574 CKO_04494
CKO_01575 CKO_05007
CKO_01575 CKO_00756
CKO_01575 CKO_04493
CKO_01575 CKO_03733
CKO_01575 CKO_04219
CKO_01575 CKO_04280
CKO_01575 CKO_00609
CKO_01575 CKO_03782
CKO_01575 CKO_03736
CKO_01575 CKO_04807
CKO_01575 CKO_04968
CKO_01575 CKO_01753
CKO_01578 CKO_02469
CKO_01578 CKO_04340
CKO_01578 CKO_04314
CKO_01578 CKO_04486
CKO_01578 CKO_03247
CKO_01581 CKO_04112
CKO_01581 CKO_04113
CKO_01581 CKO_01582
CKO_01581 CKO_02184
CKO_01582 CKO_04112
CKO_01582 CKO_01581
CKO_01582 CKO_04113
CKO_01582 CKO_02184
CKO_01583 CKO_02177
CKO_01583 CKO_02174
CKO_01586 CKO_00665
CKO_01586 CKO_01587
CKO_01586 CKO_02925
CKO_01586 CKO_01589
CKO_01586 CKO_00663
CKO_01586 CKO_02929
CKO_01587 CKO_00664
CKO_01587 CKO_01589
CKO_01587 CKO_01586
CKO_01587 CKO_00665
CKO_01587 CKO_02925
CKO_01587 CKO_01588
CKO_01587 CKO_02928
CKO_01587 CKO_00663
CKO_01587 CKO_02927
CKO_01587 CKO_02929
CKO_01587 CKO_00666
CKO_01588 CKO_00665
CKO_01588 CKO_02925
CKO_01588 CKO_01587
CKO_01588 CKO_00663
CKO_01588 CKO_02929
CKO_01588 CKO_01589
CKO_01589 CKO_00665
CKO_01589 CKO_01587
CKO_01589 CKO_02925
CKO_01589 CKO_02928
CKO_01589 CKO_01588
CKO_01589 CKO_00663
CKO_01589 CKO_02927
CKO_01589 CKO_01586
CKO_01589 CKO_02929
CKO_01589 CKO_00666
CKO_01589 CKO_00664
CKO_01592 CKO_02350
CKO_01592 CKO_02353
CKO_01592 CKO_02354
CKO_01610 CKO_01611
CKO_01610 CKO_03396
CKO_01610 CKO_03031
CKO_01610 CKO_02990
CKO_01610 CKO_03937
CKO_01610 CKO_01765
CKO_01610 CKO_02517
CKO_01611 CKO_02990
CKO_01611 CKO_03031
CKO_01611 CKO_03396
CKO_01611 CKO_03937
CKO_01611 CKO_01610
CKO_01611 CKO_02517
CKO_01611 CKO_01765
CKO_01615 CKO_04269
CKO_01615 CKO_03333
CKO_01615 CKO_01310
CKO_01615 CKO_04194
CKO_01615 CKO_01117
CKO_01615 CKO_03902
CKO_01615 CKO_00237
CKO_01615 CKO_00471
CKO_01615 CKO_00289
CKO_01615 CKO_02983
CKO_01615 CKO_04700
CKO_01618 CKO_01619
CKO_01619 CKO_01618
CKO_01621 CKO_00652
CKO_01621 CKO_02439
CKO_01621 CKO_03906
CKO_01621 CKO_03118
CKO_01621 CKO_03119
CKO_01621 CKO_03800
CKO_01621 CKO_04646
CKO_01621 CKO_03116
CKO_01621 CKO_00565
CKO_01621 CKO_02435
CKO_01621 CKO_00505
CKO_01621 CKO_02424
CKO_01621 CKO_03680
CKO_01621 CKO_04452
CKO_01621 CKO_03034
CKO_01621 CKO_01310
CKO_01621 CKO_02437
CKO_01621 CKO_03678
CKO_01621 CKO_01517
CKO_01621 CKO_03117
CKO_01621 CKO_02438
CKO_01621 CKO_04008
CKO_01621 CKO_01623
CKO_01621 CKO_03679
CKO_01621 CKO_03803
CKO_01621 CKO_01821
CKO_01621 CKO_03749
CKO_01621 CKO_03681
CKO_01621 CKO_02436
CKO_01621 CKO_04451
CKO_01621 CKO_02139
CKO_01621 CKO_00332
CKO_01621 CKO_04641
CKO_01621 CKO_03717
CKO_01623 CKO_03679
CKO_01623 CKO_02424
CKO_01623 CKO_04008
CKO_01623 CKO_03800
CKO_01623 CKO_04646
CKO_01623 CKO_03116
CKO_01623 CKO_04641
CKO_01623 CKO_01621
CKO_01623 CKO_03118
CKO_01623 CKO_00565
CKO_01623 CKO_00505
CKO_01623 CKO_02435
CKO_01623 CKO_00652
CKO_01623 CKO_02139
CKO_01623 CKO_02436
CKO_01623 CKO_03803
CKO_01623 CKO_03681
CKO_01623 CKO_02439
CKO_01623 CKO_04451
CKO_01623 CKO_00332
CKO_01623 CKO_03119
CKO_01623 CKO_03678
CKO_01623 CKO_03117
CKO_01623 CKO_01310
CKO_01623 CKO_03680
CKO_01623 CKO_04452
CKO_01623 CKO_03034
CKO_01623 CKO_02437
CKO_01623 CKO_03906
CKO_01623 CKO_03749
CKO_01623 CKO_01821
CKO_01623 CKO_01517
CKO_01623 CKO_02438
CKO_01624 CKO_01748
CKO_01624 CKO_05055
CKO_01624 CKO_03788
CKO_01624 CKO_00737
CKO_01624 CKO_03598
CKO_01624 CKO_03893
CKO_01624 CKO_01160
CKO_01624 CKO_01161
CKO_01624 CKO_02947
CKO_01624 CKO_03075
CKO_01624 CKO_00066
CKO_01624 CKO_03085
CKO_01624 CKO_02486
CKO_01624 CKO_01159
CKO_01624 CKO_02777
CKO_01624 CKO_04059
CKO_01628 CKO_00377
CKO_01628 CKO_00330
CKO_01628 CKO_03893
CKO_01628 CKO_01801
CKO_01628 CKO_01957
CKO_01628 CKO_01113
CKO_01628 CKO_04295
CKO_01628 CKO_00029
CKO_01628 CKO_00687
CKO_01628 CKO_03378
CKO_01628 CKO_00493
CKO_01628 CKO_00329
CKO_01628 CKO_03410
CKO_01628 CKO_04538
CKO_01628 CKO_04309
CKO_01628 CKO_00412
CKO_01628 CKO_00028
CKO_01628 CKO_01116
CKO_01628 CKO_05127
CKO_01628 CKO_03243
CKO_01628 CKO_00492
CKO_01628 CKO_02471
CKO_01628 CKO_03797
CKO_01628 CKO_00375
CKO_01629 CKO_00379
CKO_01629 CKO_03454
CKO_01629 CKO_00111
CKO_01629 CKO_02713
CKO_01629 CKO_03384
CKO_01629 CKO_03055
CKO_01629 CKO_02941
CKO_01629 CKO_03385
CKO_01629 CKO_03539
CKO_01629 CKO_04038
CKO_01629 CKO_00171
CKO_01629 CKO_00258
CKO_01629 CKO_03902
CKO_01629 CKO_05096
CKO_01629 CKO_02959
CKO_01629 CKO_04036
CKO_01629 CKO_01707
CKO_01629 CKO_00369
CKO_01629 CKO_02129
CKO_01629 CKO_00296
CKO_01629 CKO_01026
CKO_01629 CKO_04517
CKO_01629 CKO_04539
CKO_01629 CKO_00261
CKO_01629 CKO_01563
CKO_01629 CKO_04402
CKO_01629 CKO_03054
CKO_01629 CKO_02139
CKO_01629 CKO_01783
CKO_01629 CKO_02822
CKO_01630 CKO_02669
CKO_01630 CKO_03407
CKO_01630 CKO_03616
CKO_01630 CKO_00389
CKO_01630 CKO_03418
CKO_01630 CKO_02672
CKO_01630 CKO_04105
CKO_01647 CKO_04379
CKO_01647 CKO_00485
CKO_01647 CKO_02271
CKO_01647 CKO_04322
CKO_01647 CKO_04956
CKO_01647 CKO_01736
