CBFG_00012 CBFG_00478
CBFG_02089 CBFG_02210
CBFG_02089 CBFG_02209
CBFG_02089 CBFG_01815
CBFG_02089 CBFG_01971
CBFG_02089 CBFG_01515
CBFG_02089 CBFG_01710
CBFG_02089 CBFG_01392
CBFG_02089 CBFG_02770
CBFG_02089 CBFG_02208
CBFG_02089 CBFG_02743
CBFG_02089 CBFG_01707
CBFG_02089 CBFG_01374
CBFG_02089 CBFG_01393
CBFG_02089 CBFG_02051
CBFG_02089 CBFG_01576
CBFG_02089 CBFG_01934
CBFG_02089 CBFG_01419
CBFG_02089 CBFG_01918
CBFG_02089 CBFG_00723
CBFG_02089 CBFG_00895
CBFG_02089 CBFG_01921
CBFG_02089 CBFG_02780
CBFG_02110 CBFG_00362
CBFG_02110 CBFG_06004
CBFG_02123 CBFG_01101
CBFG_02132 CBFG_00404
CBFG_02132 CBFG_01959
CBFG_02132 CBFG_04089
CBFG_02132 CBFG_02412
CBFG_02132 CBFG_03497
CBFG_02132 CBFG_04132
CBFG_02174 CBFG_00418
CBFG_02187 CBFG_00789
CBFG_02187 CBFG_03990
CBFG_02187 CBFG_05851
CBFG_02187 CBFG_05846
CBFG_02187 CBFG_04873
CBFG_02187 CBFG_01907
CBFG_02193 CBFG_02378
CBFG_02208 CBFG_00895
CBFG_02208 CBFG_02780
CBFG_02208 CBFG_01815
CBFG_02208 CBFG_01419
CBFG_02208 CBFG_01707
CBFG_02208 CBFG_01374
CBFG_02208 CBFG_02210
CBFG_02208 CBFG_01971
CBFG_02208 CBFG_02743
CBFG_02208 CBFG_01393
CBFG_02208 CBFG_02051
CBFG_02208 CBFG_01576
CBFG_02208 CBFG_00723
CBFG_02208 CBFG_01918
CBFG_02208 CBFG_01921
CBFG_02208 CBFG_01710
CBFG_02208 CBFG_01515
CBFG_02208 CBFG_01934
CBFG_02208 CBFG_02209
CBFG_02208 CBFG_02770
CBFG_02208 CBFG_02089
CBFG_02208 CBFG_01392
CBFG_02209 CBFG_01971
CBFG_02209 CBFG_01392
CBFG_02209 CBFG_02770
CBFG_02209 CBFG_01515
CBFG_02209 CBFG_01710
CBFG_02209 CBFG_01374
CBFG_02209 CBFG_02743
CBFG_02209 CBFG_02208
CBFG_02209 CBFG_01707
CBFG_02209 CBFG_01576
CBFG_02209 CBFG_02051
CBFG_02209 CBFG_01393
CBFG_02209 CBFG_01934
CBFG_02209 CBFG_01419
CBFG_02209 CBFG_01918
CBFG_02209 CBFG_00723
CBFG_02209 CBFG_00895
CBFG_02209 CBFG_01921
CBFG_02209 CBFG_02780
CBFG_02209 CBFG_01815
CBFG_02209 CBFG_02210
CBFG_02209 CBFG_02089
CBFG_02210 CBFG_02209
CBFG_02210 CBFG_02089
CBFG_02210 CBFG_01815
CBFG_02210 CBFG_01971
CBFG_02210 CBFG_01392
CBFG_02210 CBFG_02770
CBFG_02210 CBFG_01710
CBFG_02210 CBFG_01515
CBFG_02210 CBFG_02743
CBFG_02210 CBFG_02208
CBFG_02210 CBFG_01374
CBFG_02210 CBFG_01707
CBFG_02210 CBFG_01576
CBFG_02210 CBFG_02051
CBFG_02210 CBFG_01393
CBFG_02210 CBFG_01934
CBFG_02210 CBFG_01419
CBFG_02210 CBFG_01918
CBFG_02210 CBFG_00723
CBFG_02210 CBFG_00895
CBFG_02210 CBFG_01921
CBFG_02210 CBFG_02780
CBFG_02211 CBFG_04760
CBFG_02211 CBFG_01582
CBFG_02211 CBFG_03975
CBFG_02211 CBFG_02212
CBFG_02211 CBFG_03141
CBFG_02211 CBFG_04722
CBFG_02211 CBFG_03978
CBFG_02211 CBFG_01917
CBFG_02211 CBFG_00773
CBFG_02211 CBFG_02990
CBFG_02211 CBFG_03035
CBFG_02211 CBFG_03550
CBFG_02211 CBFG_03044
CBFG_02211 CBFG_02084
CBFG_02211 CBFG_03875
CBFG_02211 CBFG_03314
CBFG_02211 CBFG_03042
CBFG_02211 CBFG_00273
CBFG_02212 CBFG_03039
CBFG_02212 CBFG_04549
CBFG_02212 CBFG_03194
CBFG_02212 CBFG_01388
CBFG_02212 CBFG_00084
CBFG_02212 CBFG_02643
CBFG_02212 CBFG_02211
CBFG_02212 CBFG_02642
CBFG_02212 CBFG_04153
CBFG_02216 CBFG_04089
CBFG_02222 CBFG_05634
CBFG_02222 CBFG_01387
CBFG_02225 CBFG_01342
CBFG_02225 CBFG_05412
CBFG_02225 CBFG_06082
CBFG_02225 CBFG_06036
CBFG_02225 CBFG_00277
CBFG_02225 CBFG_03254
CBFG_02225 CBFG_02721
CBFG_02227 CBFG_00277
CBFG_02227 CBFG_01342
CBFG_02227 CBFG_05412
CBFG_02227 CBFG_06082
CBFG_02227 CBFG_06036
CBFG_02227 CBFG_02721
CBFG_02227 CBFG_03254
CBFG_02252 CBFG_01063
CBFG_02252 CBFG_02253
CBFG_02252 CBFG_02017
CBFG_02253 CBFG_02017
CBFG_02253 CBFG_02252
CBFG_02253 CBFG_01063
CBFG_02260 CBFG_00300
CBFG_02336 CBFG_03823
CBFG_02355 CBFG_01025
CBFG_02355 CBFG_01801
CBFG_02355 CBFG_00261
CBFG_02355 CBFG_04013
CBFG_02363 CBFG_00247
CBFG_02372 CBFG_04610
CBFG_02372 CBFG_04679
CBFG_02378 CBFG_00632
CBFG_02378 CBFG_00633
CBFG_02378 CBFG_04707
CBFG_02378 CBFG_01718
CBFG_02378 CBFG_05963
CBFG_02378 CBFG_03652
CBFG_02378 CBFG_03788
CBFG_02378 CBFG_00630
CBFG_02378 CBFG_00600
CBFG_02378 CBFG_05196
CBFG_02378 CBFG_01313
CBFG_02378 CBFG_00631
CBFG_02378 CBFG_05876
CBFG_02378 CBFG_05962
CBFG_02378 CBFG_02193
CBFG_02380 CBFG_04580
CBFG_02386 CBFG_01047
CBFG_02386 CBFG_01046
CBFG_02386 CBFG_01050
CBFG_02392 CBFG_04924
CBFG_02392 CBFG_04432
CBFG_02393 CBFG_01339
CBFG_02393 CBFG_05788
CBFG_02395 CBFG_04912
CBFG_02395 CBFG_05788
CBFG_02396 CBFG_05788
CBFG_02396 CBFG_01339
CBFG_02396 CBFG_04912
CBFG_02412 CBFG_02518
CBFG_02412 CBFG_02132
CBFG_02412 CBFG_04195
CBFG_02412 CBFG_05231
CBFG_02412 CBFG_01988
CBFG_02469 CBFG_02471
CBFG_02471 CBFG_02469
CBFG_02503 CBFG_00816
CBFG_02518 CBFG_00404
CBFG_02518 CBFG_04089
CBFG_02518 CBFG_01959
CBFG_02518 CBFG_02412
CBFG_02518 CBFG_03497
CBFG_02518 CBFG_04132
CBFG_02566 CBFG_02063
CBFG_02590 CBFG_01339
CBFG_02590 CBFG_04912
CBFG_02594 CBFG_01959
CBFG_02594 CBFG_00404
CBFG_02594 CBFG_04727
CBFG_02594 CBFG_04159
CBFG_02594 CBFG_00880
CBFG_02594 CBFG_00655
CBFG_02594 CBFG_00667
CBFG_02594 CBFG_05207
CBFG_02601 CBFG_02602
CBFG_02601 CBFG_02604
CBFG_02601 CBFG_00523
CBFG_02602 CBFG_02604
CBFG_02602 CBFG_00523
CBFG_02602 CBFG_02601
CBFG_02603 CBFG_02607
CBFG_02603 CBFG_02604
CBFG_02603 CBFG_02606
CBFG_02603 CBFG_02605
CBFG_02604 CBFG_02602
CBFG_02604 CBFG_00523
CBFG_02604 CBFG_02606
CBFG_02604 CBFG_02603
CBFG_02604 CBFG_02605
CBFG_02604 CBFG_02601
CBFG_02604 CBFG_02607
CBFG_02605 CBFG_02607
CBFG_02605 CBFG_02604
CBFG_02605 CBFG_02606
CBFG_02605 CBFG_02603
CBFG_02606 CBFG_02603
CBFG_02606 CBFG_02605
CBFG_02606 CBFG_02604
CBFG_02606 CBFG_02607
CBFG_02607 CBFG_02606
CBFG_02607 CBFG_02603
CBFG_02607 CBFG_02605
CBFG_02607 CBFG_02604
CBFG_02617 CBFG_04724
CBFG_02617 CBFG_06075
CBFG_02637 CBFG_00914
CBFG_02637 CBFG_01514
CBFG_02637 CBFG_00016
CBFG_02637 CBFG_00915
CBFG_02642 CBFG_03044
CBFG_02642 CBFG_02084
CBFG_02642 CBFG_03875
CBFG_02642 CBFG_01582
CBFG_02642 CBFG_03975
CBFG_02642 CBFG_03141
CBFG_02642 CBFG_02212
CBFG_02642 CBFG_04722
CBFG_02642 CBFG_03978
CBFG_02642 CBFG_01917
CBFG_02642 CBFG_00773
CBFG_02642 CBFG_02990
CBFG_02642 CBFG_03035
CBFG_02642 CBFG_03550
CBFG_02642 CBFG_03042
CBFG_02642 CBFG_03314
CBFG_02642 CBFG_00273
CBFG_02642 CBFG_04760
CBFG_02643 CBFG_02990
CBFG_02643 CBFG_01582
CBFG_02643 CBFG_03975
CBFG_02643 CBFG_03141
CBFG_02643 CBFG_02212
CBFG_02643 CBFG_04722
CBFG_02643 CBFG_00773
CBFG_02643 CBFG_03978
CBFG_02643 CBFG_01917
CBFG_02643 CBFG_03035
CBFG_02643 CBFG_03550
CBFG_02643 CBFG_03044
CBFG_02643 CBFG_02084
CBFG_02643 CBFG_03875
CBFG_02643 CBFG_03042
CBFG_02643 CBFG_03314
CBFG_02643 CBFG_00273
CBFG_02643 CBFG_04760
CBFG_02721 CBFG_00972
CBFG_02721 CBFG_02225
CBFG_02721 CBFG_02227
CBFG_02739 CBFG_04413
CBFG_02739 CBFG_06116
CBFG_02739 CBFG_03604
CBFG_02739 CBFG_00470
CBFG_02740 CBFG_04413
CBFG_02740 CBFG_06116
CBFG_02740 CBFG_03604
CBFG_02740 CBFG_00470
CBFG_02743 CBFG_01576
CBFG_02743 CBFG_02051
CBFG_02743 CBFG_02780
CBFG_02743 CBFG_01393
CBFG_02743 CBFG_01934
CBFG_02743 CBFG_01918
CBFG_02743 CBFG_01419
CBFG_02743 CBFG_02210
CBFG_02743 CBFG_02209
CBFG_02743 CBFG_02089
CBFG_02743 CBFG_01971
CBFG_02743 CBFG_01815
CBFG_02743 CBFG_00723
CBFG_02743 CBFG_00895
CBFG_02743 CBFG_02770
CBFG_02743 CBFG_01392
CBFG_02743 CBFG_01710
CBFG_02743 CBFG_01515
CBFG_02743 CBFG_02208
CBFG_02743 CBFG_01374
CBFG_02743 CBFG_01921
CBFG_02743 CBFG_01707
CBFG_02746 CBFG_00470
CBFG_02746 CBFG_04413
CBFG_02746 CBFG_06116
CBFG_02746 CBFG_03604
CBFG_02770 CBFG_01921
CBFG_02770 CBFG_01815
CBFG_02770 CBFG_02089
CBFG_02770 CBFG_01971
CBFG_02770 CBFG_02210
CBFG_02770 CBFG_02209
CBFG_02770 CBFG_01392
CBFG_02770 CBFG_01710
CBFG_02770 CBFG_01515
CBFG_02770 CBFG_02743
CBFG_02770 CBFG_02208
CBFG_02770 CBFG_01374
CBFG_02770 CBFG_01707
CBFG_02770 CBFG_01576
CBFG_02770 CBFG_02051
CBFG_02770 CBFG_01393
CBFG_02770 CBFG_01934
CBFG_02770 CBFG_01419
CBFG_02770 CBFG_01918
CBFG_02770 CBFG_00723
CBFG_02770 CBFG_00895
CBFG_02770 CBFG_02780
CBFG_02780 CBFG_02210
CBFG_02780 CBFG_01393
CBFG_02780 CBFG_01934
CBFG_02780 CBFG_01419
CBFG_02780 CBFG_01918
CBFG_02780 CBFG_00723
CBFG_02780 CBFG_00895
CBFG_02780 CBFG_02051
CBFG_02780 CBFG_02209
CBFG_02780 CBFG_02089
CBFG_02780 CBFG_01971
CBFG_02780 CBFG_01815
CBFG_02780 CBFG_02770
CBFG_02780 CBFG_01392
CBFG_02780 CBFG_01515
CBFG_02780 CBFG_01710
CBFG_02780 CBFG_02743
CBFG_02780 CBFG_02208
CBFG_02780 CBFG_01707
CBFG_02780 CBFG_01374
CBFG_02780 CBFG_01576
CBFG_02780 CBFG_01921
CBFG_02785 CBFG_05222
CBFG_02785 CBFG_03043
CBFG_02785 CBFG_02036
CBFG_02785 CBFG_06075
CBFG_02785 CBFG_04610
CBFG_02785 CBFG_00356
CBFG_02785 CBFG_01176
CBFG_02785 CBFG_03252
CBFG_02785 CBFG_04723
CBFG_02785 CBFG_04679
CBFG_02843 CBFG_04140
CBFG_02843 CBFG_05160
CBFG_02843 CBFG_01965
CBFG_02843 CBFG_06117
CBFG_02843 CBFG_04675
CBFG_02843 CBFG_01974
CBFG_02843 CBFG_00479
CBFG_02843 CBFG_05874
CBFG_02843 CBFG_03881
CBFG_02844 CBFG_00479
CBFG_02844 CBFG_04675
CBFG_02844 CBFG_01974
CBFG_02844 CBFG_05874
CBFG_02844 CBFG_04140
CBFG_02844 CBFG_03881
CBFG_02844 CBFG_05160
CBFG_02844 CBFG_01965
CBFG_02844 CBFG_06117
CBFG_02885 CBFG_03823
CBFG_02946 CBFG_06010
CBFG_02982 CBFG_01678
CBFG_02990 CBFG_02642
CBFG_02990 CBFG_03194
CBFG_02990 CBFG_04549
CBFG_02990 CBFG_03039
CBFG_02990 CBFG_01388
CBFG_02990 CBFG_02643
CBFG_02990 CBFG_00084
CBFG_02990 CBFG_02211
CBFG_02990 CBFG_04153
CBFG_03009 CBFG_03010
CBFG_03010 CBFG_03009
CBFG_03035 CBFG_02211
CBFG_03035 CBFG_03039
CBFG_03035 CBFG_04549
CBFG_03035 CBFG_03194
CBFG_03035 CBFG_01388
CBFG_03035 CBFG_00084
CBFG_03035 CBFG_02643
CBFG_03035 CBFG_04724
CBFG_03035 CBFG_02642
CBFG_03035 CBFG_04153
CBFG_03039 CBFG_03975
CBFG_03039 CBFG_01582
CBFG_03039 CBFG_03141
CBFG_03039 CBFG_02212
CBFG_03039 CBFG_04722
CBFG_03039 CBFG_03978
CBFG_03039 CBFG_01917
CBFG_03039 CBFG_00773
CBFG_03039 CBFG_02990
CBFG_03039 CBFG_03035
CBFG_03039 CBFG_03550
CBFG_03039 CBFG_03875
CBFG_03039 CBFG_03044
CBFG_03039 CBFG_02084
CBFG_03039 CBFG_03314
CBFG_03039 CBFG_03042
CBFG_03039 CBFG_00273
CBFG_03039 CBFG_04760
CBFG_03041 CBFG_03823
CBFG_03042 CBFG_03039
CBFG_03042 CBFG_04549
CBFG_03042 CBFG_03194
CBFG_03042 CBFG_01388
CBFG_03042 CBFG_00084
CBFG_03042 CBFG_02643
CBFG_03042 CBFG_02211
CBFG_03042 CBFG_02642
CBFG_03042 CBFG_04153
CBFG_03043 CBFG_01917
CBFG_03043 CBFG_00773
CBFG_03043 CBFG_03550
CBFG_03043 CBFG_03044
CBFG_03043 CBFG_02785
CBFG_03043 CBFG_02036
CBFG_03043 CBFG_03141
CBFG_03044 CBFG_01579
CBFG_03044 CBFG_03039
CBFG_03044 CBFG_04549
CBFG_03044 CBFG_03194
CBFG_03044 CBFG_01388
CBFG_03044 CBFG_02211
CBFG_03044 CBFG_03043
CBFG_03044 CBFG_05222
CBFG_03044 CBFG_02642
CBFG_03044 CBFG_03875
CBFG_03044 CBFG_04153
CBFG_03044 CBFG_02036
CBFG_03044 CBFG_00084
CBFG_03044 CBFG_02643
CBFG_03044 CBFG_03877
CBFG_03044 CBFG_00356
CBFG_03098 CBFG_03525
CBFG_03098 CBFG_03295
CBFG_03098 CBFG_03795
CBFG_03098 CBFG_03796
CBFG_03098 CBFG_03791
CBFG_03098 CBFG_03611
CBFG_03098 CBFG_04083
CBFG_03117 CBFG_00683
CBFG_03118 CBFG_05683
CBFG_03118 CBFG_01501
CBFG_03133 CBFG_02063
CBFG_03141 CBFG_03877
CBFG_03141 CBFG_03039
CBFG_03141 CBFG_01388
CBFG_03141 CBFG_03194
CBFG_03141 CBFG_00084
CBFG_03141 CBFG_02643
CBFG_03141 CBFG_02036
CBFG_03141 CBFG_02211
CBFG_03141 CBFG_03043
CBFG_03141 CBFG_05222
CBFG_03141 CBFG_00356
CBFG_03141 CBFG_02642
CBFG_03141 CBFG_03875
CBFG_03141 CBFG_04153
CBFG_03141 CBFG_01579
CBFG_03141 CBFG_04549
CBFG_03169 CBFG_00683
CBFG_03174 CBFG_04675
CBFG_03174 CBFG_01974
CBFG_03174 CBFG_00479
CBFG_03174 CBFG_05874
CBFG_03174 CBFG_04140
CBFG_03174 CBFG_03881
CBFG_03174 CBFG_05160
CBFG_03174 CBFG_01965
CBFG_03174 CBFG_06117
CBFG_03175 CBFG_03995
CBFG_03175 CBFG_05851
CBFG_03175 CBFG_03178
CBFG_03175 CBFG_01907
CBFG_03175 CBFG_00789
CBFG_03175 CBFG_04873
CBFG_03176 CBFG_04873
CBFG_03176 CBFG_03995
CBFG_03176 CBFG_03178
CBFG_03176 CBFG_01907
CBFG_03176 CBFG_00789
CBFG_03176 CBFG_05851
CBFG_03178 CBFG_03175
CBFG_03178 CBFG_03989
CBFG_03178 CBFG_03176
CBFG_03178 CBFG_04647
CBFG_03194 CBFG_02990
CBFG_03194 CBFG_03035
CBFG_03194 CBFG_02084
CBFG_03194 CBFG_03042
CBFG_03194 CBFG_03314
CBFG_03194 CBFG_01582
CBFG_03194 CBFG_02212
CBFG_03194 CBFG_03975
CBFG_03194 CBFG_03141
CBFG_03194 CBFG_04722
CBFG_03194 CBFG_00773
CBFG_03194 CBFG_03978
CBFG_03194 CBFG_03550
CBFG_03194 CBFG_03875
CBFG_03194 CBFG_03044
CBFG_03194 CBFG_00273
CBFG_03194 CBFG_01917
CBFG_03194 CBFG_04760
CBFG_03235 CBFG_03881
CBFG_03235 CBFG_05160
CBFG_03235 CBFG_01974
CBFG_03235 CBFG_00902
CBFG_03235 CBFG_06117
CBFG_03248 CBFG_01767
CBFG_03250 CBFG_05812
CBFG_03250 CBFG_01176
CBFG_03250 CBFG_03252
CBFG_03250 CBFG_04610
CBFG_03250 CBFG_03251
CBFG_03250 CBFG_04679
CBFG_03251 CBFG_03250
CBFG_03252 CBFG_03250
CBFG_03252 CBFG_02785
CBFG_03254 CBFG_02227
CBFG_03254 CBFG_02225
CBFG_03254 CBFG_00972
CBFG_03290 CBFG_04159
CBFG_03290 CBFG_00655
CBFG_03290 CBFG_06116
CBFG_03290 CBFG_00667
CBFG_03290 CBFG_04727
CBFG_03295 CBFG_03098
CBFG_03295 CBFG_03796
CBFG_03295 CBFG_03791
CBFG_03295 CBFG_04083
CBFG_03295 CBFG_03611
CBFG_03295 CBFG_03525
CBFG_03295 CBFG_03795
CBFG_03314 CBFG_03039
CBFG_03314 CBFG_04549
CBFG_03314 CBFG_03194
CBFG_03314 CBFG_01388
CBFG_03314 CBFG_00084
CBFG_03314 CBFG_02643
CBFG_03314 CBFG_02211
CBFG_03314 CBFG_02642
CBFG_03314 CBFG_04153
CBFG_03315 CBFG_04159
CBFG_03357 CBFG_01959
CBFG_03392 CBFG_06099
CBFG_03392 CBFG_03933
CBFG_03392 CBFG_03934
CBFG_03458 CBFG_05498
CBFG_03497 CBFG_02132
CBFG_03497 CBFG_01177
CBFG_03497 CBFG_02518
CBFG_03497 CBFG_01959
CBFG_03497 CBFG_01988
CBFG_03525 CBFG_03295
CBFG_03525 CBFG_03795
CBFG_03525 CBFG_03098
CBFG_03525 CBFG_03796
CBFG_03525 CBFG_03791
CBFG_03525 CBFG_04083
CBFG_03525 CBFG_03611
CBFG_03550 CBFG_00356
CBFG_03550 CBFG_02642
CBFG_03550 CBFG_03875
CBFG_03550 CBFG_04153
CBFG_03550 CBFG_01579
CBFG_03550 CBFG_03039
CBFG_03550 CBFG_01388
CBFG_03550 CBFG_03877
CBFG_03550 CBFG_00084
CBFG_03550 CBFG_02643
CBFG_03550 CBFG_02036
CBFG_03550 CBFG_02211
CBFG_03550 CBFG_03043
CBFG_03550 CBFG_05222
CBFG_03550 CBFG_04549
CBFG_03550 CBFG_03194
CBFG_03570 CBFG_03942
CBFG_03604 CBFG_01445
CBFG_03604 CBFG_00441
CBFG_03604 CBFG_02739
CBFG_03604 CBFG_02740
CBFG_03604 CBFG_02746
CBFG_03610 CBFG_03794
CBFG_03610 CBFG_03612
CBFG_03611 CBFG_03796
CBFG_03611 CBFG_03098
CBFG_03611 CBFG_04083
CBFG_03611 CBFG_03525
CBFG_03611 CBFG_03791
CBFG_03611 CBFG_03295
CBFG_03611 CBFG_03795
CBFG_03612 CBFG_03794
CBFG_03612 CBFG_03610
CBFG_03633 CBFG_02063
CBFG_03643 CBFG_03644
CBFG_03644 CBFG_03645
CBFG_03644 CBFG_00081
CBFG_03644 CBFG_03643
CBFG_03645 CBFG_03644
CBFG_03652 CBFG_02378
CBFG_03655 CBFG_05683
CBFG_03788 CBFG_02378
CBFG_03791 CBFG_03796
CBFG_03791 CBFG_03525
CBFG_03791 CBFG_03611
CBFG_03791 CBFG_03098
CBFG_03791 CBFG_03295
CBFG_03791 CBFG_03795
CBFG_03791 CBFG_04083
CBFG_03794 CBFG_03612
CBFG_03794 CBFG_03610
CBFG_03795 CBFG_03796
CBFG_03795 CBFG_03611
CBFG_03795 CBFG_03098
CBFG_03795 CBFG_03525
CBFG_03795 CBFG_03791
CBFG_03795 CBFG_03295
CBFG_03795 CBFG_04083
CBFG_03796 CBFG_03098
CBFG_03796 CBFG_03525
CBFG_03796 CBFG_03791
CBFG_03796 CBFG_03295
CBFG_03796 CBFG_03795
CBFG_03796 CBFG_03611
CBFG_03796 CBFG_04083
CBFG_03823 CBFG_03041
CBFG_03823 CBFG_02885
CBFG_03823 CBFG_00215
CBFG_03823 CBFG_01959
CBFG_03823 CBFG_02336
CBFG_03823 CBFG_04671
CBFG_03875 CBFG_03876
CBFG_03875 CBFG_01579
CBFG_03875 CBFG_03141
CBFG_03875 CBFG_02211
CBFG_03875 CBFG_00773
CBFG_03875 CBFG_03550
CBFG_03875 CBFG_03044
CBFG_03875 CBFG_02642
CBFG_03875 CBFG_01917
CBFG_03875 CBFG_03039
CBFG_03875 CBFG_04549
CBFG_03875 CBFG_03194
CBFG_03875 CBFG_01388
CBFG_03875 CBFG_02643
CBFG_03875 CBFG_03877
CBFG_03875 CBFG_00084
CBFG_03875 CBFG_04153
CBFG_03876 CBFG_00096
CBFG_03876 CBFG_03875
CBFG_03877 CBFG_01917
CBFG_03877 CBFG_03141
CBFG_03877 CBFG_00773
CBFG_03877 CBFG_03550
CBFG_03877 CBFG_03044
CBFG_03877 CBFG_03875
CBFG_03881 CBFG_03235
CBFG_03881 CBFG_01974
CBFG_03881 CBFG_00902
CBFG_03881 CBFG_02843
CBFG_03881 CBFG_06116
CBFG_03881 CBFG_01967
CBFG_03881 CBFG_03174
CBFG_03881 CBFG_06091
CBFG_03881 CBFG_05160
CBFG_03881 CBFG_06117
CBFG_03881 CBFG_02844
CBFG_03933 CBFG_03392
CBFG_03934 CBFG_03392
CBFG_03942 CBFG_03570
CBFG_03975 CBFG_03194
CBFG_03975 CBFG_04549
CBFG_03975 CBFG_03039
CBFG_03975 CBFG_01388
CBFG_03975 CBFG_00084
CBFG_03975 CBFG_02643
CBFG_03975 CBFG_02211
CBFG_03975 CBFG_04724
CBFG_03975 CBFG_02642
CBFG_03975 CBFG_04153
CBFG_03978 CBFG_03039
CBFG_03978 CBFG_04549
CBFG_03978 CBFG_03194
CBFG_03978 CBFG_01388
CBFG_03978 CBFG_02643
CBFG_03978 CBFG_00084
CBFG_03978 CBFG_02211
CBFG_03978 CBFG_04724
CBFG_03978 CBFG_02642
CBFG_03978 CBFG_04153
CBFG_03989 CBFG_00789
CBFG_03989 CBFG_04873
CBFG_03989 CBFG_03995
CBFG_03989 CBFG_03178
CBFG_03989 CBFG_01907
CBFG_03989 CBFG_05851
CBFG_03990 CBFG_04449
CBFG_03990 CBFG_02187
CBFG_03990 CBFG_04647
CBFG_03995 CBFG_03175
CBFG_03995 CBFG_03989
CBFG_03995 CBFG_03176
CBFG_03995 CBFG_04647
CBFG_04013 CBFG_01800
CBFG_04013 CBFG_04605
CBFG_04013 CBFG_00760
CBFG_04013 CBFG_02355
CBFG_04013 CBFG_01026
CBFG_04013 CBFG_04016
CBFG_04016 CBFG_01025
CBFG_04016 CBFG_01801
CBFG_04016 CBFG_04013
CBFG_04083 CBFG_03611
CBFG_04083 CBFG_03525
CBFG_04083 CBFG_03098
CBFG_04083 CBFG_03796
CBFG_04083 CBFG_03791
CBFG_04083 CBFG_03295
CBFG_04083 CBFG_03795
CBFG_04089 CBFG_02132
CBFG_04089 CBFG_02216
CBFG_04089 CBFG_02518
CBFG_04089 CBFG_01988
CBFG_04120 CBFG_04554
CBFG_04132 CBFG_05231
CBFG_04132 CBFG_02518
CBFG_04132 CBFG_02132
CBFG_04132 CBFG_04195
CBFG_04132 CBFG_01988
CBFG_04140 CBFG_03174
CBFG_04140 CBFG_02843
CBFG_04140 CBFG_02844
CBFG_04152 CBFG_00683
CBFG_04153 CBFG_03975
CBFG_04153 CBFG_02990
CBFG_04153 CBFG_01582
CBFG_04153 CBFG_03550
CBFG_04153 CBFG_03035
CBFG_04153 CBFG_00773
CBFG_04153 CBFG_01917
CBFG_04153 CBFG_03978
CBFG_04153 CBFG_03141
CBFG_04153 CBFG_04722
CBFG_04153 CBFG_02212
CBFG_04153 CBFG_03044
CBFG_04153 CBFG_02084
CBFG_04153 CBFG_03875
CBFG_04153 CBFG_03042
CBFG_04153 CBFG_03314
CBFG_04153 CBFG_00273
CBFG_04153 CBFG_04760
CBFG_04159 CBFG_02594
CBFG_04159 CBFG_05207
CBFG_04159 CBFG_01375
CBFG_04159 CBFG_03315
CBFG_04159 CBFG_00504
CBFG_04159 CBFG_03290
CBFG_04159 CBFG_00880
CBFG_04159 CBFG_00472
CBFG_04159 CBFG_00666
CBFG_04159 CBFG_06072
CBFG_04187 CBFG_04884
CBFG_04187 CBFG_00261
CBFG_04195 CBFG_02412
CBFG_04195 CBFG_04132
CBFG_04298 CBFG_06009
CBFG_04299 CBFG_04647
CBFG_04309 CBFG_04310
CBFG_04309 CBFG_04429
CBFG_04310 CBFG_04309
CBFG_04310 CBFG_04429
CBFG_04330 CBFG_06075
CBFG_04330 CBFG_04724
CBFG_04353 CBFG_04607
CBFG_04353 CBFG_04932
CBFG_04389 CBFG_00404
CBFG_04413 CBFG_01445
CBFG_04413 CBFG_00441
CBFG_04413 CBFG_02739
CBFG_04413 CBFG_02740
CBFG_04413 CBFG_02746
CBFG_04415 CBFG_04417
CBFG_04415 CBFG_04416
CBFG_04416 CBFG_04415
CBFG_04416 CBFG_04417
CBFG_04417 CBFG_04416
CBFG_04417 CBFG_04415
CBFG_04429 CBFG_04310
CBFG_04429 CBFG_04309
CBFG_04432 CBFG_02392
CBFG_04432 CBFG_04924
CBFG_04449 CBFG_00883
CBFG_04449 CBFG_05840
CBFG_04449 CBFG_03990
CBFG_04449 CBFG_05846
CBFG_04449 CBFG_01907
CBFG_04449 CBFG_05851
CBFG_04449 CBFG_00855
CBFG_04449 CBFG_00789
CBFG_04449 CBFG_04873
CBFG_04465 CBFG_04475
CBFG_04465 CBFG_04844
CBFG_04466 CBFG_04872
CBFG_04471 CBFG_00405
CBFG_04471 CBFG_01859
CBFG_04475 CBFG_04844
CBFG_04475 CBFG_04465
CBFG_04540 CBFG_04542
CBFG_04540 CBFG_04541
CBFG_04541 CBFG_04540
CBFG_04541 CBFG_04542
CBFG_04542 CBFG_04541
CBFG_04542 CBFG_04540
CBFG_04549 CBFG_03035
CBFG_04549 CBFG_00273
CBFG_04549 CBFG_03550
CBFG_04549 CBFG_02084
CBFG_04549 CBFG_03044
CBFG_04549 CBFG_03875
CBFG_04549 CBFG_03042
CBFG_04549 CBFG_03314
CBFG_04549 CBFG_04760
CBFG_04549 CBFG_03978
CBFG_04549 CBFG_03975
CBFG_04549 CBFG_01582
CBFG_04549 CBFG_03141
CBFG_04549 CBFG_02212
CBFG_04549 CBFG_04722
CBFG_04549 CBFG_01917
CBFG_04549 CBFG_00773
CBFG_04549 CBFG_02990
CBFG_04554 CBFG_04120
CBFG_04578 CBFG_04723
CBFG_04578 CBFG_04724
