ACL_0010 ACL_0011
ACL_1028 ACL_0699
ACL_1028 ACL_1395
ACL_1028 ACL_0022
ACL_1028 ACL_1311
ACL_1028 ACL_1090
ACL_1028 ACL_0962
ACL_1028 ACL_1358
ACL_1036 ACL_1039
ACL_1036 ACL_1043
ACL_1036 ACL_1037
ACL_1037 ACL_1036
ACL_1037 ACL_0282
ACL_1037 ACL_0284
ACL_1039 ACL_1036
ACL_1039 ACL_1043
ACL_1043 ACL_1036
ACL_1043 ACL_1039
ACL_1045 ACL_0839
ACL_1045 ACL_1052
ACL_1052 ACL_0839
ACL_1052 ACL_1045
ACL_1062 ACL_0839
ACL_1062 ACL_0519
ACL_1062 ACL_1064
ACL_1062 ACL_0528
ACL_1062 ACL_1358
ACL_1064 ACL_1062
ACL_1064 ACL_0849
ACL_1064 ACL_0655
ACL_1064 ACL_1358
ACL_1066 ACL_1068
ACL_1066 ACL_1067
ACL_1067 ACL_1068
ACL_1067 ACL_1066
ACL_1068 ACL_1067
ACL_1068 ACL_1066
ACL_1069 ACL_1351
ACL_1090 ACL_1312
ACL_1090 ACL_0236
ACL_1090 ACL_1402
ACL_1090 ACL_0062
ACL_1090 ACL_0894
ACL_1090 ACL_0828
ACL_1090 ACL_1028
ACL_1090 ACL_0305
ACL_1090 ACL_0172
ACL_1090 ACL_0893
ACL_1090 ACL_0699
ACL_1090 ACL_0247
ACL_1090 ACL_0028
ACL_1090 ACL_0808
ACL_1090 ACL_1399
ACL_1090 ACL_1395
ACL_1090 ACL_0402
ACL_1090 ACL_1289
ACL_1090 ACL_0128
ACL_1090 ACL_0108
ACL_1090 ACL_1311
ACL_1090 ACL_1321
ACL_1090 ACL_0304
ACL_1090 ACL_0171
ACL_1090 ACL_0962
ACL_1090 ACL_1358
ACL_1090 ACL_0350
ACL_1090 ACL_0114
ACL_1090 ACL_1290
ACL_1090 ACL_1293
ACL_1091 ACL_1395
ACL_1091 ACL_0413
ACL_1091 ACL_1358
ACL_1091 ACL_1092
ACL_1091 ACL_0062
ACL_1092 ACL_0062
ACL_1092 ACL_1395
ACL_1092 ACL_1091
ACL_1092 ACL_0413
ACL_1092 ACL_1358
ACL_1093 ACL_0398
ACL_1093 ACL_0397
ACL_1093 ACL_1329
ACL_1093 ACL_0022
ACL_1093 ACL_0139
ACL_1093 ACL_0396
ACL_1093 ACL_0395
ACL_1093 ACL_1309
ACL_1098 ACL_1099
ACL_1098 ACL_1100
ACL_1099 ACL_1098
ACL_1099 ACL_1100
ACL_1100 ACL_1099
ACL_1100 ACL_1098
ACL_1106 ACL_1321
ACL_1109 ACL_1312
ACL_1125 ACL_0828
ACL_1131 ACL_1132
ACL_1132 ACL_1131
ACL_1139 ACL_0381
ACL_1139 ACL_0206
ACL_1139 ACL_0949
ACL_1139 ACL_1155
ACL_1139 ACL_0683
ACL_1139 ACL_0876
ACL_1149 ACL_0556
ACL_1149 ACL_0891
ACL_1149 ACL_0689
ACL_1150 ACL_1415
ACL_1150 ACL_1327
ACL_1150 ACL_0056
ACL_1151 ACL_0028
ACL_1151 ACL_1312
ACL_1151 ACL_1028
ACL_1155 ACL_0381
ACL_1155 ACL_0206
ACL_1155 ACL_0808
ACL_1155 ACL_0701
ACL_1155 ACL_1139
ACL_1155 ACL_0876
ACL_1158 ACL_0821
ACL_1158 ACL_0127
ACL_1158 ACL_1293
ACL_1158 ACL_0691
ACL_1158 ACL_0701
ACL_1158 ACL_0058
ACL_1167 ACL_0971
ACL_1167 ACL_0043
ACL_1167 ACL_0108
ACL_1168 ACL_0043
ACL_1168 ACL_0108
ACL_1168 ACL_0972
ACL_1169 ACL_0043
ACL_1169 ACL_0973
ACL_1169 ACL_0108
ACL_1171 ACL_0043
ACL_1172 ACL_0977
ACL_1172 ACL_0043
ACL_1173 ACL_0978
ACL_1173 ACL_0043
ACL_1173 ACL_0108
ACL_1174 ACL_0043
ACL_1174 ACL_0108
ACL_1176 ACL_0062
ACL_1176 ACL_0699
ACL_1176 ACL_1395
ACL_1176 ACL_1206
ACL_1176 ACL_1209
ACL_1176 ACL_0962
ACL_1176 ACL_1358
ACL_1206 ACL_0962
ACL_1206 ACL_1176
ACL_1206 ACL_1358
ACL_1206 ACL_0062
ACL_1206 ACL_0699
ACL_1206 ACL_1395
ACL_1209 ACL_1176
ACL_1209 ACL_0400
ACL_1209 ACL_0243
ACL_1209 ACL_0685
ACL_1215 ACL_1343
ACL_1215 ACL_0121
ACL_1215 ACL_0467
ACL_1219 ACL_1220
ACL_1219 ACL_1221
ACL_1219 ACL_1222
ACL_1219 ACL_1223
ACL_1220 ACL_1221
ACL_1220 ACL_1219
ACL_1220 ACL_1222
ACL_1220 ACL_1223
ACL_1221 ACL_1222
ACL_1221 ACL_1220
ACL_1221 ACL_1219
ACL_1221 ACL_1223
ACL_1222 ACL_1219
ACL_1222 ACL_1220
ACL_1222 ACL_1221
ACL_1222 ACL_1223
ACL_1223 ACL_1220
ACL_1223 ACL_1222
ACL_1223 ACL_1221
ACL_1223 ACL_1219
ACL_1228 ACL_0022
ACL_1228 ACL_0789
ACL_1250 ACL_1251
ACL_1251 ACL_1250
ACL_1252 ACL_1258
ACL_1258 ACL_1252
ACL_1282 ACL_0280
ACL_1283 ACL_1285
ACL_1283 ACL_0472
ACL_1283 ACL_0471
ACL_1283 ACL_0473
ACL_1283 ACL_1284
ACL_1283 ACL_1286
ACL_1283 ACL_0474
ACL_1284 ACL_0471
ACL_1284 ACL_0472
ACL_1284 ACL_1285
ACL_1284 ACL_0473
ACL_1284 ACL_1286
ACL_1284 ACL_0474
ACL_1284 ACL_1283
ACL_1285 ACL_1284
ACL_1285 ACL_0473
ACL_1285 ACL_0471
ACL_1285 ACL_0472
ACL_1285 ACL_0474
ACL_1285 ACL_1286
ACL_1285 ACL_1283
ACL_1286 ACL_1285
ACL_1286 ACL_0472
ACL_1286 ACL_0471
ACL_1286 ACL_0473
ACL_1286 ACL_1284
ACL_1286 ACL_0474
ACL_1286 ACL_1283
ACL_1289 ACL_1290
ACL_1289 ACL_0127
ACL_1289 ACL_0808
ACL_1289 ACL_0108
ACL_1289 ACL_0304
ACL_1289 ACL_1090
ACL_1289 ACL_0876
ACL_1290 ACL_0127
ACL_1290 ACL_0808
ACL_1290 ACL_1289
ACL_1290 ACL_0108
ACL_1290 ACL_0304
ACL_1290 ACL_1090
ACL_1290 ACL_0876
ACL_1293 ACL_0171
ACL_1293 ACL_1321
ACL_1293 ACL_0350
ACL_1293 ACL_1090
ACL_1293 ACL_1158
ACL_1293 ACL_1396
ACL_1293 ACL_0128
ACL_1293 ACL_1399
ACL_1293 ACL_0114
ACL_1293 ACL_0236
ACL_1293 ACL_1402
ACL_1293 ACL_0828
ACL_1293 ACL_0894
ACL_1293 ACL_0305
ACL_1293 ACL_0172
ACL_1293 ACL_0893
ACL_1293 ACL_0247
ACL_1300 ACL_1301
ACL_1300 ACL_1303
ACL_1300 ACL_1302
ACL_1301 ACL_1303
ACL_1301 ACL_1300
ACL_1301 ACL_1302
ACL_1302 ACL_1303
ACL_1302 ACL_1300
ACL_1302 ACL_1301
ACL_1303 ACL_1301
ACL_1303 ACL_1300
ACL_1303 ACL_1302
ACL_1307 ACL_0552
ACL_1309 ACL_0397
ACL_1309 ACL_0398
ACL_1309 ACL_1310
ACL_1309 ACL_0028
ACL_1309 ACL_1311
ACL_1309 ACL_0396
ACL_1309 ACL_0047
ACL_1309 ACL_1312
ACL_1309 ACL_1093
ACL_1309 ACL_0395
ACL_1310 ACL_1312
ACL_1310 ACL_0457
ACL_1310 ACL_0503
ACL_1310 ACL_1311
ACL_1310 ACL_1309
ACL_1310 ACL_0458
ACL_1310 ACL_0028
ACL_1310 ACL_0460
ACL_1310 ACL_0177
ACL_1310 ACL_0224
ACL_1310 ACL_0461
ACL_1310 ACL_0459
ACL_1310 ACL_0505
ACL_1311 ACL_0062
ACL_1311 ACL_1312
ACL_1311 ACL_1028
ACL_1311 ACL_0699
ACL_1311 ACL_0028
ACL_1311 ACL_1395
ACL_1311 ACL_1310
ACL_1311 ACL_1090
ACL_1311 ACL_0962
ACL_1311 ACL_1358
ACL_1311 ACL_1309
ACL_1312 ACL_1311
ACL_1312 ACL_1310
ACL_1312 ACL_1090
ACL_1312 ACL_0962
ACL_1312 ACL_1358
ACL_1312 ACL_1309
ACL_1312 ACL_1395
ACL_1312 ACL_1109
ACL_1312 ACL_0062
ACL_1312 ACL_1028
ACL_1312 ACL_0699
ACL_1312 ACL_0028
ACL_1312 ACL_1151
ACL_1316 ACL_1317
ACL_1317 ACL_1316
ACL_1317 ACL_0790
ACL_1321 ACL_1090
ACL_1321 ACL_0114
ACL_1321 ACL_1293
ACL_1321 ACL_1106
ACL_1321 ACL_0172
ACL_1321 ACL_0305
ACL_1321 ACL_0828
ACL_1321 ACL_0171
ACL_1321 ACL_1399
ACL_1327 ACL_1150
ACL_1327 ACL_0799
ACL_1327 ACL_0797
ACL_1327 ACL_0056
ACL_1327 ACL_1415
ACL_1329 ACL_1093
ACL_1329 ACL_0699
ACL_1329 ACL_0082
ACL_1329 ACL_0496
ACL_1329 ACL_0028
ACL_1329 ACL_0177
ACL_1332 ACL_0829
ACL_1332 ACL_0701
ACL_1332 ACL_0108
ACL_1333 ACL_0699
ACL_1333 ACL_0028
ACL_1333 ACL_0177
ACL_1343 ACL_0467
ACL_1343 ACL_1215
ACL_1343 ACL_0121
ACL_1351 ACL_1069
ACL_1358 ACL_0400
ACL_1358 ACL_1062
ACL_1358 ACL_1312
ACL_1358 ACL_1092
ACL_1358 ACL_0062
ACL_1358 ACL_1028
ACL_1358 ACL_0264
ACL_1358 ACL_0699
ACL_1358 ACL_0849
ACL_1358 ACL_0282
ACL_1358 ACL_0402
ACL_1358 ACL_1395
ACL_1358 ACL_0284
ACL_1358 ACL_1311
ACL_1358 ACL_0413
ACL_1358 ACL_1091
ACL_1358 ACL_1064
ACL_1358 ACL_1206
ACL_1358 ACL_0685
ACL_1358 ACL_1090
ACL_1358 ACL_0962
ACL_1358 ACL_1176
ACL_1365 ACL_0033
ACL_1373 ACL_1385
ACL_1373 ACL_0829
ACL_1374 ACL_0126
ACL_1374 ACL_0877
ACL_1374 ACL_0018
ACL_1374 ACL_0680
ACL_1374 ACL_0062
ACL_1374 ACL_0205
ACL_1374 ACL_0557
ACL_1374 ACL_0699
ACL_1374 ACL_0849
ACL_1385 ACL_0869
ACL_1385 ACL_0829
ACL_1385 ACL_1373
ACL_1385 ACL_0793
ACL_1385 ACL_0698
ACL_1385 ACL_0701
ACL_1385 ACL_0304
ACL_1395 ACL_1092
ACL_1395 ACL_1312
ACL_1395 ACL_0400
ACL_1395 ACL_0062
ACL_1395 ACL_1028
ACL_1395 ACL_0699
ACL_1395 ACL_0849
ACL_1395 ACL_1311
ACL_1395 ACL_0402
ACL_1395 ACL_1091
ACL_1395 ACL_0430
ACL_1395 ACL_1206
ACL_1395 ACL_0685
ACL_1395 ACL_1090
ACL_1395 ACL_0962
ACL_1395 ACL_1358
ACL_1395 ACL_1176
ACL_1396 ACL_0114
ACL_1396 ACL_1293
ACL_1396 ACL_0172
ACL_1396 ACL_0305
ACL_1396 ACL_1399
ACL_1396 ACL_0171
ACL_1399 ACL_1293
ACL_1399 ACL_0305
ACL_1399 ACL_1396
ACL_1399 ACL_0808
ACL_1399 ACL_1090
ACL_1399 ACL_0172
ACL_1399 ACL_0828
ACL_1399 ACL_0171
ACL_1399 ACL_1321
ACL_1399 ACL_0114
ACL_1402 ACL_1090
ACL_1402 ACL_0350
ACL_1402 ACL_1293
ACL_1402 ACL_0894
ACL_1402 ACL_0893
ACL_1402 ACL_0236
ACL_1402 ACL_0247
ACL_1402 ACL_0128
ACL_1413 ACL_0661
ACL_1413 ACL_0659
ACL_1413 ACL_0660
ACL_1413 ACL_0668
ACL_1415 ACL_1150
ACL_1415 ACL_0056
ACL_1415 ACL_1327
ACL_1415 ACL_1416
ACL_1416 ACL_1415
ACL_1420 ACL_0780
ACL_1420 ACL_0670
ACL_1432 ACL_0808
