Htur_0003 Htur_3509
Htur_0783 Htur_0147
Htur_0783 Htur_1983
Htur_0783 Htur_0066
Htur_0783 Htur_0252
Htur_0783 Htur_1674
Htur_0783 Htur_0253
Htur_0783 Htur_3747
Htur_0783 Htur_2386
Htur_0783 Htur_1121
Htur_0783 Htur_2396
Htur_0783 Htur_0628
Htur_0783 Htur_0886
Htur_0783 Htur_1170
Htur_0783 Htur_1013
Htur_0785 Htur_0884
Htur_0785 Htur_3045
Htur_0785 Htur_0656
Htur_0785 Htur_1688
Htur_0785 Htur_2490
Htur_0785 Htur_1105
Htur_0785 Htur_1057
Htur_0785 Htur_2004
Htur_0785 Htur_2790
Htur_0785 Htur_1701
Htur_0785 Htur_2054
Htur_0785 Htur_1422
Htur_0785 Htur_1681
Htur_0785 Htur_1699
Htur_0785 Htur_1478
Htur_0785 Htur_0786
Htur_0785 Htur_1539
Htur_0785 Htur_1947
Htur_0785 Htur_0655
Htur_0785 Htur_3745
Htur_0785 Htur_3469
Htur_0785 Htur_1791
Htur_0785 Htur_3153
Htur_0786 Htur_3036
Htur_0786 Htur_1510
Htur_0786 Htur_0330
Htur_0786 Htur_1985
Htur_0786 Htur_2490
Htur_0786 Htur_1057
Htur_0786 Htur_2790
Htur_0786 Htur_2004
Htur_0786 Htur_0648
Htur_0786 Htur_0547
Htur_0786 Htur_1422
Htur_0786 Htur_1986
Htur_0786 Htur_1901
Htur_0786 Htur_3728
Htur_0786 Htur_1478
Htur_0786 Htur_2252
Htur_0786 Htur_3133
Htur_0786 Htur_0785
Htur_0786 Htur_3153
Htur_0786 Htur_1791
Htur_0786 Htur_0884
Htur_0789 Htur_1073
Htur_0789 Htur_0323
Htur_0789 Htur_3515
Htur_0789 Htur_2266
Htur_0789 Htur_0324
Htur_0789 Htur_0331
Htur_0790 Htur_0791
Htur_0791 Htur_0324
Htur_0791 Htur_0217
Htur_0791 Htur_0790
Htur_0792 Htur_0793
Htur_0793 Htur_2579
Htur_0793 Htur_3219
Htur_0793 Htur_0794
Htur_0793 Htur_0792
Htur_0794 Htur_0818
Htur_0794 Htur_2579
Htur_0794 Htur_0793
Htur_0794 Htur_3219
Htur_0794 Htur_1886
Htur_0801 Htur_1604
Htur_0801 Htur_3597
Htur_0801 Htur_1438
Htur_0801 Htur_1986
Htur_0801 Htur_2768
Htur_0801 Htur_2770
Htur_0801 Htur_2545
Htur_0801 Htur_3728
Htur_0801 Htur_0734
Htur_0801 Htur_1442
Htur_0801 Htur_0844
Htur_0801 Htur_3596
Htur_0801 Htur_2471
Htur_0801 Htur_2118
Htur_0801 Htur_1443
Htur_0801 Htur_2877
Htur_0801 Htur_3008
Htur_0801 Htur_1510
Htur_0801 Htur_2494
Htur_0801 Htur_2764
Htur_0801 Htur_1437
Htur_0801 Htur_1975
Htur_0801 Htur_1985
Htur_0801 Htur_2489
Htur_0801 Htur_2769
Htur_0801 Htur_1605
Htur_0801 Htur_2765
Htur_0805 Htur_1121
Htur_0805 Htur_2675
Htur_0805 Htur_1663
Htur_0805 Htur_1664
Htur_0805 Htur_1170
Htur_0805 Htur_0525
Htur_0805 Htur_1057
Htur_0805 Htur_1900
Htur_0805 Htur_1690
Htur_0805 Htur_1754
Htur_0805 Htur_0331
Htur_0805 Htur_0254
Htur_0805 Htur_2935
Htur_0805 Htur_0529
Htur_0805 Htur_1983
Htur_0805 Htur_0498
Htur_0805 Htur_0029
Htur_0805 Htur_1072
Htur_0805 Htur_1200
Htur_0808 Htur_2395
Htur_0808 Htur_2396
Htur_0813 Htur_0853
Htur_0813 Htur_0817
Htur_0817 Htur_0813
Htur_0817 Htur_1368
Htur_0818 Htur_0213
Htur_0818 Htur_2686
Htur_0818 Htur_2396
Htur_0818 Htur_2930
Htur_0818 Htur_0067
Htur_0818 Htur_0628
Htur_0818 Htur_2579
Htur_0818 Htur_3219
Htur_0818 Htur_0066
Htur_0818 Htur_3747
Htur_0818 Htur_3310
Htur_0818 Htur_0147
Htur_0818 Htur_0794
Htur_0818 Htur_2395
Htur_0818 Htur_1886
Htur_0818 Htur_1364
Htur_0827 Htur_1630
Htur_0827 Htur_2755
Htur_0827 Htur_2758
Htur_0827 Htur_2759
Htur_0844 Htur_0435
Htur_0844 Htur_2471
Htur_0844 Htur_0352
Htur_0844 Htur_3454
Htur_0844 Htur_2547
Htur_0844 Htur_1443
Htur_0844 Htur_2451
Htur_0844 Htur_2252
Htur_0844 Htur_2877
Htur_0844 Htur_3594
Htur_0844 Htur_0354
Htur_0844 Htur_0351
Htur_0844 Htur_0751
Htur_0844 Htur_0572
Htur_0844 Htur_2524
Htur_0844 Htur_1510
Htur_0844 Htur_0801
Htur_0844 Htur_2494
Htur_0844 Htur_2389
Htur_0844 Htur_0353
Htur_0844 Htur_2764
Htur_0844 Htur_2551
Htur_0844 Htur_3596
Htur_0844 Htur_3690
Htur_0844 Htur_3008
Htur_0844 Htur_1901
Htur_0844 Htur_1166
Htur_0844 Htur_0004
Htur_0844 Htur_1975
Htur_0844 Htur_1437
Htur_0844 Htur_1985
Htur_0844 Htur_2489
Htur_0844 Htur_2769
Htur_0844 Htur_1668
Htur_0844 Htur_1629
Htur_0844 Htur_2765
Htur_0844 Htur_1605
Htur_0844 Htur_3455
Htur_0844 Htur_2557
Htur_0844 Htur_0734
Htur_0844 Htur_1442
Htur_0844 Htur_2645
Htur_0844 Htur_1604
Htur_0844 Htur_2546
Htur_0844 Htur_2137
Htur_0844 Htur_1793
Htur_0844 Htur_3597
Htur_0844 Htur_1438
Htur_0844 Htur_1482
Htur_0844 Htur_1986
Htur_0844 Htur_0350
Htur_0844 Htur_2770
Htur_0844 Htur_2545
Htur_0844 Htur_1499
Htur_0844 Htur_0853
Htur_0844 Htur_2768
Htur_0849 Htur_2110
Htur_0849 Htur_2652
Htur_0849 Htur_3749
Htur_0853 Htur_2759
Htur_0853 Htur_2784
Htur_0853 Htur_0813
Htur_0853 Htur_0751
Htur_0853 Htur_0572
Htur_0853 Htur_1904
Htur_0853 Htur_2755
Htur_0853 Htur_1166
Htur_0853 Htur_1437
Htur_0853 Htur_3069
Htur_0853 Htur_1165
Htur_0853 Htur_1985
Htur_0853 Htur_0622
Htur_0853 Htur_1629
Htur_0853 Htur_1605
Htur_0853 Htur_1604
Htur_0853 Htur_1442
Htur_0853 Htur_2645
Htur_0853 Htur_1438
Htur_0853 Htur_3597
Htur_0853 Htur_2760
Htur_0853 Htur_1986
Htur_0853 Htur_2758
Htur_0853 Htur_0084
Htur_0853 Htur_2545
Htur_0853 Htur_0844
Htur_0853 Htur_0435
Htur_0853 Htur_1443
Htur_0853 Htur_0284
Htur_0853 Htur_3008
Htur_0853 Htur_3596
Htur_0854 Htur_3184
Htur_0854 Htur_0856
Htur_0854 Htur_0018
Htur_0854 Htur_3034
Htur_0854 Htur_1701
Htur_0854 Htur_1508
Htur_0854 Htur_2432
Htur_0854 Htur_3747
Htur_0854 Htur_1862
Htur_0854 Htur_0070
Htur_0854 Htur_0855
Htur_0854 Htur_2937
Htur_0854 Htur_3291
Htur_0855 Htur_3184
Htur_0855 Htur_0856
Htur_0855 Htur_0018
Htur_0855 Htur_0854
Htur_0855 Htur_2937
Htur_0855 Htur_3291
Htur_0855 Htur_1862
Htur_0855 Htur_3034
Htur_0855 Htur_3747
Htur_0855 Htur_1701
Htur_0855 Htur_1508
Htur_0855 Htur_2432
Htur_0855 Htur_0070
Htur_0856 Htur_2141
Htur_0856 Htur_3184
Htur_0856 Htur_0854
Htur_0856 Htur_0855
Htur_0861 Htur_0476
Htur_0861 Htur_0528
Htur_0861 Htur_1422
Htur_0861 Htur_1478
Htur_0861 Htur_0402
Htur_0861 Htur_2617
Htur_0861 Htur_1092
Htur_0861 Htur_0484
Htur_0861 Htur_3513
Htur_0873 Htur_3087
Htur_0873 Htur_0182
Htur_0879 Htur_0880
Htur_0880 Htur_0879
Htur_0884 Htur_1489
Htur_0884 Htur_3149
Htur_0884 Htur_2490
Htur_0884 Htur_2790
Htur_0884 Htur_2004
Htur_0884 Htur_3627
Htur_0884 Htur_1422
Htur_0884 Htur_0761
Htur_0884 Htur_1478
Htur_0884 Htur_0786
Htur_0884 Htur_2252
Htur_0884 Htur_0785
Htur_0884 Htur_0041
Htur_0884 Htur_3153
Htur_0884 Htur_1791
Htur_0884 Htur_1901
Htur_0886 Htur_1121
Htur_0886 Htur_2675
Htur_0886 Htur_0783
Htur_0886 Htur_1170
Htur_0886 Htur_1013
Htur_0886 Htur_3076
Htur_0886 Htur_1983
Htur_0886 Htur_1674
Htur_0886 Htur_2470
Htur_0895 Htur_2157
Htur_0895 Htur_2399
Htur_0896 Htur_0944
Htur_0896 Htur_1946
Htur_0896 Htur_0389
Htur_0896 Htur_1985
Htur_0896 Htur_3595
Htur_0896 Htur_2310
Htur_0896 Htur_0504
Htur_0896 Htur_0976
Htur_0896 Htur_1442
Htur_0896 Htur_0011
Htur_0896 Htur_1986
Htur_0896 Htur_1711
Htur_0896 Htur_2770
Htur_0896 Htur_1729
Htur_0896 Htur_0918
Htur_0896 Htur_2902
Htur_0896 Htur_1926
Htur_0896 Htur_1443
Htur_0896 Htur_0503
Htur_0896 Htur_1099
Htur_0896 Htur_2062
Htur_0896 Htur_0010
Htur_0896 Htur_1607
Htur_0896 Htur_2343
Htur_0896 Htur_2345
Htur_0896 Htur_0978
Htur_0896 Htur_2061
Htur_0896 Htur_1637
Htur_0896 Htur_1440
Htur_0896 Htur_2346
Htur_0896 Htur_3036
Htur_0896 Htur_1328
Htur_0896 Htur_1169
Htur_0900 Htur_1985
Htur_0900 Htur_1992
Htur_0900 Htur_2061
Htur_0900 Htur_3036
Htur_0900 Htur_1440
Htur_0900 Htur_1510
Htur_0900 Htur_1989
Htur_0900 Htur_3595
Htur_0900 Htur_1442
Htur_0900 Htur_1986
Htur_0900 Htur_1102
Htur_0900 Htur_3728
Htur_0900 Htur_1607
Htur_0900 Htur_3133
Htur_0900 Htur_1443
Htur_0900 Htur_2062
Htur_0910 Htur_0205
Htur_0918 Htur_0474
Htur_0918 Htur_1307
Htur_0918 Htur_1657
Htur_0918 Htur_2344
Htur_0918 Htur_1711
Htur_0918 Htur_2902
Htur_0918 Htur_2345
Htur_0918 Htur_0896
Htur_0918 Htur_1926
Htur_0918 Htur_1610
Htur_0924 Htur_0935
Htur_0924 Htur_2061
Htur_0924 Htur_0933
Htur_0924 Htur_1159
Htur_0924 Htur_0330
Htur_0924 Htur_1170
Htur_0924 Htur_0936
Htur_0924 Htur_1983
Htur_0924 Htur_0934
Htur_0924 Htur_1812
Htur_0924 Htur_3570
Htur_0924 Htur_2062
Htur_0924 Htur_1121
Htur_0927 Htur_1121
Htur_0927 Htur_3673
Htur_0927 Htur_1159
Htur_0927 Htur_2522
Htur_0927 Htur_0525
Htur_0927 Htur_1629
Htur_0927 Htur_1170
Htur_0927 Htur_1900
Htur_0927 Htur_0498
Htur_0927 Htur_1983
Htur_0927 Htur_1719
Htur_0927 Htur_0356
Htur_0927 Htur_1200
Htur_0933 Htur_0936
Htur_0933 Htur_1983
Htur_0933 Htur_0934
Htur_0933 Htur_1812
Htur_0933 Htur_3570
Htur_0933 Htur_2062
Htur_0933 Htur_0924
Htur_0933 Htur_1121
Htur_0933 Htur_0935
Htur_0933 Htur_2061
Htur_0933 Htur_0330
Htur_0933 Htur_1159
Htur_0933 Htur_1170
Htur_0934 Htur_1983
Htur_0934 Htur_1812
Htur_0934 Htur_0933
Htur_0934 Htur_0935
Htur_0934 Htur_2062
Htur_0934 Htur_1121
Htur_0934 Htur_2061
Htur_0934 Htur_1159
Htur_0934 Htur_3570
Htur_0934 Htur_0924
Htur_0934 Htur_1170
Htur_0934 Htur_0330
Htur_0934 Htur_0936
Htur_0935 Htur_1121
Htur_0935 Htur_2061
Htur_0935 Htur_0933
Htur_0935 Htur_1159
Htur_0935 Htur_0330
Htur_0935 Htur_1170
Htur_0935 Htur_0936
Htur_0935 Htur_1983
Htur_0935 Htur_3570
Htur_0935 Htur_0934
Htur_0935 Htur_1812
Htur_0935 Htur_2062
Htur_0935 Htur_0924
Htur_0936 Htur_1983
Htur_0936 Htur_0934
Htur_0936 Htur_1812
Htur_0936 Htur_3570
Htur_0936 Htur_2062
Htur_0936 Htur_0924
Htur_0936 Htur_1121
Htur_0936 Htur_0935
Htur_0936 Htur_2061
Htur_0936 Htur_0933
Htur_0936 Htur_1159
Htur_0936 Htur_0330
Htur_0936 Htur_1170
Htur_0942 Htur_2436
Htur_0944 Htur_0978
Htur_0944 Htur_2345
Htur_0944 Htur_2346
Htur_0944 Htur_0896
Htur_0944 Htur_1328
Htur_0944 Htur_0389
Htur_0944 Htur_1946
Htur_0944 Htur_0525
Htur_0944 Htur_1590
Htur_0944 Htur_0976
Htur_0944 Htur_0011
Htur_0944 Htur_1442
Htur_0944 Htur_1735
Htur_0944 Htur_1729
Htur_0944 Htur_1711
Htur_0944 Htur_0498
Htur_0944 Htur_0502
Htur_0944 Htur_1926
Htur_0944 Htur_1443
Htur_0944 Htur_1099
Htur_0944 Htur_0010
Htur_0944 Htur_1200
Htur_0944 Htur_0503
Htur_0954 Htur_3334
Htur_0955 Htur_0957
Htur_0955 Htur_3334
Htur_0955 Htur_0956
Htur_0956 Htur_0957
Htur_0956 Htur_0955
Htur_0956 Htur_0960
Htur_0957 Htur_0955
Htur_0957 Htur_0960
Htur_0957 Htur_0956
Htur_0958 Htur_0959
Htur_0958 Htur_0962
Htur_0958 Htur_3334
Htur_0958 Htur_0960
Htur_0959 Htur_0962
Htur_0959 Htur_3334
Htur_0959 Htur_0958
Htur_0960 Htur_0957
Htur_0960 Htur_0958
Htur_0960 Htur_0962
Htur_0960 Htur_3334
Htur_0960 Htur_0956
Htur_0962 Htur_0959
Htur_0962 Htur_0958
Htur_0962 Htur_3334
Htur_0962 Htur_0960
Htur_0976 Htur_0944
Htur_0976 Htur_0011
Htur_0976 Htur_1590
Htur_0976 Htur_1442
Htur_0976 Htur_1604
Htur_0976 Htur_3597
Htur_0976 Htur_1735
Htur_0976 Htur_1438
Htur_0976 Htur_1986
Htur_0976 Htur_2770
Htur_0976 Htur_1729
Htur_0976 Htur_1711
Htur_0976 Htur_0498
Htur_0976 Htur_1926
Htur_0976 Htur_1443
Htur_0976 Htur_0356
Htur_0976 Htur_1099
Htur_0976 Htur_1607
Htur_0976 Htur_2062
Htur_0976 Htur_0010
Htur_0976 Htur_3596
Htur_0976 Htur_1200
Htur_0976 Htur_3008
Htur_0976 Htur_0503
Htur_0976 Htur_2346
Htur_0976 Htur_0978
Htur_0976 Htur_2345
Htur_0976 Htur_2061
Htur_0976 Htur_2447
Htur_0976 Htur_0896
Htur_0976 Htur_1510
Htur_0976 Htur_1440
Htur_0976 Htur_1328
Htur_0976 Htur_1159
Htur_0976 Htur_1437
Htur_0976 Htur_1985
Htur_0976 Htur_1946
Htur_0976 Htur_0389
Htur_0976 Htur_3595
Htur_0976 Htur_1605
Htur_0976 Htur_0525
Htur_0976 Htur_1629
Htur_0978 Htur_2061
Htur_0978 Htur_2345
Htur_0978 Htur_2447
Htur_0978 Htur_2346
Htur_0978 Htur_0896
Htur_0978 Htur_1328
Htur_0978 Htur_1440
Htur_0978 Htur_1510
Htur_0978 Htur_1159
Htur_0978 Htur_1437
Htur_0978 Htur_1985
Htur_0978 Htur_1946
Htur_0978 Htur_0389
Htur_0978 Htur_3595
Htur_0978 Htur_1605
Htur_0978 Htur_0525
Htur_0978 Htur_1629
Htur_0978 Htur_1590
Htur_0978 Htur_0944
Htur_0978 Htur_0976
Htur_0978 Htur_1442
Htur_0978 Htur_0011
Htur_0978 Htur_1604
Htur_0978 Htur_3597
Htur_0978 Htur_1735
Htur_0978 Htur_1986
Htur_0978 Htur_1438
Htur_0978 Htur_2770
Htur_0978 Htur_1729
Htur_0978 Htur_1711
Htur_0978 Htur_0498
Htur_0978 Htur_1926
Htur_0978 Htur_1443
Htur_0978 Htur_0356
Htur_0978 Htur_0010
Htur_0978 Htur_1607
Htur_0978 Htur_3008
Htur_0978 Htur_1099
Htur_0978 Htur_2062
Htur_0978 Htur_3596
Htur_0978 Htur_1200
Htur_0978 Htur_0503
Htur_0991 Htur_0992
Htur_0991 Htur_0994
Htur_0992 Htur_0991
Htur_0992 Htur_0994
Htur_0993 Htur_0994
Htur_0994 Htur_0992
Htur_0994 Htur_0991
Htur_0994 Htur_0993
Htur_0994 Htur_0995
Htur_0995 Htur_3247
Htur_0995 Htur_3676
Htur_0995 Htur_1053
Htur_0995 Htur_0994
Htur_0996 Htur_1003
Htur_0999 Htur_1004
Htur_0999 Htur_1005
Htur_1003 Htur_1004
Htur_1003 Htur_0996
Htur_1004 Htur_0282
Htur_1004 Htur_0999
Htur_1004 Htur_1003
Htur_1005 Htur_0282
Htur_1005 Htur_0999
Htur_1013 Htur_1170
Htur_1013 Htur_3747
Htur_1013 Htur_2395
Htur_1013 Htur_0147
Htur_1013 Htur_1983
Htur_1013 Htur_0252
Htur_1013 Htur_0066
Htur_1013 Htur_1674
Htur_1013 Htur_0253
Htur_1013 Htur_0886
Htur_1013 Htur_1121
Htur_1013 Htur_0783
Htur_1013 Htur_2396
Htur_1013 Htur_0628
Htur_1016 Htur_1301
Htur_1016 Htur_3081
Htur_1016 Htur_2683
Htur_1016 Htur_2944
Htur_1038 Htur_0685
Htur_1038 Htur_2494
Htur_1038 Htur_1510
Htur_1038 Htur_0654
Htur_1038 Htur_2352
Htur_1038 Htur_1812
Htur_1038 Htur_3728
Htur_1038 Htur_2471
Htur_1038 Htur_2351
Htur_1038 Htur_3133
Htur_1051 Htur_1391
Htur_1053 Htur_0995
Htur_1053 Htur_3247
Htur_1057 Htur_1121
Htur_1057 Htur_3045
Htur_1057 Htur_0016
Htur_1057 Htur_1664
Htur_1057 Htur_0805
Htur_1057 Htur_1105
Htur_1057 Htur_1170
Htur_1057 Htur_1983
Htur_1057 Htur_1663
Htur_1057 Htur_1754
Htur_1057 Htur_0331
Htur_1057 Htur_1422
Htur_1057 Htur_0254
Htur_1057 Htur_1478
Htur_1057 Htur_0529
Htur_1057 Htur_0786
Htur_1057 Htur_0029
Htur_1057 Htur_1947
Htur_1057 Htur_3570
Htur_1057 Htur_3745
Htur_1057 Htur_0785
Htur_1072 Htur_2675
Htur_1072 Htur_1159
Htur_1072 Htur_0805
Htur_1072 Htur_0525
Htur_1072 Htur_1690
Htur_1072 Htur_0498
Htur_1072 Htur_2935
Htur_1072 Htur_1200
Htur_1073 Htur_1923
Htur_1073 Htur_1558
Htur_1073 Htur_3361
Htur_1073 Htur_2266
Htur_1073 Htur_0323
Htur_1073 Htur_0789
Htur_1073 Htur_0330
Htur_1073 Htur_3515
Htur_1073 Htur_3660
Htur_1073 Htur_0324
Htur_1073 Htur_1557
Htur_1073 Htur_1559
Htur_1073 Htur_1536
Htur_1074 Htur_1985
Htur_1074 Htur_2811
Htur_1074 Htur_2791
Htur_1074 Htur_3036
Htur_1074 Htur_1594
Htur_1074 Htur_1510
Htur_1074 Htur_1158
Htur_1074 Htur_1153
Htur_1074 Htur_2313
Htur_1074 Htur_3212
Htur_1074 Htur_0525
Htur_1074 Htur_2209
Htur_1074 Htur_3198
Htur_1074 Htur_1170
Htur_1074 Htur_2855
Htur_1074 Htur_0256
Htur_1074 Htur_3039
Htur_1074 Htur_0547
Htur_1074 Htur_2942
Htur_1074 Htur_2054
Htur_1074 Htur_1986
Htur_1074 Htur_0498
Htur_1074 Htur_1983
Htur_1074 Htur_3728
Htur_1074 Htur_3133
Htur_1074 Htur_1593
Htur_1074 Htur_3594
Htur_1074 Htur_3015
Htur_1074 Htur_2537
Htur_1074 Htur_0222
Htur_1074 Htur_0174
Htur_1074 Htur_1121
Htur_1074 Htur_3469
Htur_1074 Htur_2055
Htur_1074 Htur_0241
Htur_1074 Htur_1200
Htur_1074 Htur_2314
Htur_1074 Htur_2738
Htur_1084 Htur_2265
Htur_1084 Htur_0638
Htur_1087 Htur_0774
Htur_1087 Htur_2540
Htur_1087 Htur_2541
Htur_1089 Htur_2595
Htur_1092 Htur_0484
Htur_1092 Htur_3513
Htur_1092 Htur_0476
Htur_1092 Htur_0861
Htur_1099 Htur_1605
Htur_1099 Htur_0525
Htur_1099 Htur_1629
Htur_1099 Htur_0976
Htur_1099 Htur_0944
Htur_1099 Htur_1590
Htur_1099 Htur_0011
Htur_1099 Htur_1442
Htur_1099 Htur_1604
Htur_1099 Htur_3597
Htur_1099 Htur_1735
Htur_1099 Htur_1438
Htur_1099 Htur_1986
Htur_1099 Htur_2770
Htur_1099 Htur_1729
Htur_1099 Htur_1711
Htur_1099 Htur_0498
Htur_1099 Htur_1443
Htur_1099 Htur_1926
Htur_1099 Htur_0356
Htur_1099 Htur_1200
Htur_1099 Htur_1607
Htur_1099 Htur_0010
Htur_1099 Htur_2062
Htur_1099 Htur_3596
Htur_1099 Htur_0978
Htur_1099 Htur_2447
Htur_1099 Htur_2345
Htur_1099 Htur_2061
Htur_1099 Htur_2346
Htur_1099 Htur_3595
Htur_1099 Htur_0896
Htur_1099 Htur_1440
Htur_1099 Htur_1510
Htur_1099 Htur_1328
Htur_1099 Htur_1159
Htur_1099 Htur_1437
Htur_1099 Htur_1946
Htur_1099 Htur_1985
Htur_1099 Htur_0389
Htur_1099 Htur_0503
Htur_1099 Htur_3008
Htur_1102 Htur_1440
Htur_1102 Htur_1992
Htur_1102 Htur_3036
Htur_1102 Htur_2061
Htur_1102 Htur_1510
Htur_1102 Htur_1985
Htur_1102 Htur_3595
Htur_1102 Htur_1989
Htur_1102 Htur_1442
Htur_1102 Htur_1443
Htur_1102 Htur_3728
Htur_1102 Htur_1986
Htur_1102 Htur_3133
Htur_1102 Htur_1607
Htur_1102 Htur_0900
Htur_1102 Htur_2062
Htur_1105 Htur_1422
Htur_1105 Htur_1478
Htur_1105 Htur_3745
Htur_1105 Htur_0761
Htur_1105 Htur_3048
Htur_1105 Htur_1947
Htur_1105 Htur_0785
Htur_1105 Htur_0041
Htur_1105 Htur_3045
Htur_1105 Htur_1489
Htur_1105 Htur_3149
Htur_1105 Htur_1057
Htur_1105 Htur_3627
Htur_1118 Htur_0648
Htur_1118 Htur_1119
Htur_1119 Htur_1625
Htur_1119 Htur_1332
Htur_1119 Htur_1118
Htur_1120 Htur_2983
Htur_1120 Htur_3261
Htur_1121 Htur_3198
Htur_1121 Htur_2942
Htur_1121 Htur_2811
Htur_1121 Htur_3673
Htur_1121 Htur_0935
Htur_1121 Htur_3036
Htur_1121 Htur_1510
Htur_1121 Htur_1784
Htur_1121 Htur_1424
Htur_1121 Htur_0016
Htur_1121 Htur_0805
Htur_1121 Htur_1153
Htur_1121 Htur_1158
Htur_1121 Htur_1985
Htur_1121 Htur_1057
Htur_1121 Htur_1170
Htur_1121 Htur_1013
Htur_1121 Htur_1986
Htur_1121 Htur_0936
Htur_1121 Htur_0529
Htur_1121 Htur_3728
Htur_1121 Htur_0252
Htur_1121 Htur_0029
Htur_1121 Htur_0783
Htur_1121 Htur_0924
Htur_1121 Htur_0222
Htur_1121 Htur_0933
Htur_1121 Htur_1664
Htur_1121 Htur_0886
Htur_1121 Htur_1074
Htur_1121 Htur_1900
Htur_1121 Htur_0547
Htur_1121 Htur_1754
Htur_1121 Htur_1663
Htur_1121 Htur_0331
Htur_1121 Htur_0254
Htur_1121 Htur_1983
Htur_1121 Htur_0934
Htur_1121 Htur_1674
Htur_1121 Htur_0927
Htur_1121 Htur_1812
Htur_1121 Htur_3133
Htur_1121 Htur_3570
Htur_1121 Htur_0253
Htur_1143 Htur_3015
Htur_1143 Htur_1630
Htur_1143 Htur_0751
Htur_1143 Htur_2658
Htur_1143 Htur_3198
Htur_1143 Htur_0779
Htur_1143 Htur_1344
Htur_1143 Htur_2165
Htur_1143 Htur_0084
Htur_1143 Htur_3296
Htur_1143 Htur_2460
Htur_1143 Htur_1224
Htur_1153 Htur_1121
Htur_1153 Htur_2055
Htur_1153 Htur_0241
Htur_1153 Htur_0222
Htur_1153 Htur_2811
Htur_1153 Htur_3212
Htur_1153 Htur_3036
Htur_1153 Htur_1594
Htur_1153 Htur_2791
Htur_1153 Htur_1510
Htur_1153 Htur_1158
Htur_1153 Htur_2313
Htur_1153 Htur_1985
Htur_1153 Htur_1200
Htur_1153 Htur_2209
Htur_1153 Htur_0525
Htur_1153 Htur_1170
Htur_1153 Htur_3198
Htur_1153 Htur_2855
Htur_1153 Htur_0256
Htur_1153 Htur_1074
Htur_1153 Htur_3039
Htur_1153 Htur_0547
Htur_1153 Htur_1986
Htur_1153 Htur_2054
Htur_1153 Htur_2942
Htur_1153 Htur_3728
Htur_1153 Htur_1983
Htur_1153 Htur_0498
Htur_1153 Htur_3133
Htur_1153 Htur_1593
Htur_1153 Htur_3594
Htur_1153 Htur_0174
Htur_1153 Htur_3015
Htur_1153 Htur_2537
Htur_1153 Htur_3469
Htur_1153 Htur_2314
Htur_1153 Htur_2738
Htur_1158 Htur_1121
Htur_1158 Htur_0241
Htur_1158 Htur_2055
Htur_1158 Htur_0222
Htur_1158 Htur_1594
Htur_1158 Htur_2811
Htur_1158 Htur_2791
Htur_1158 Htur_3036
Htur_1158 Htur_1510
Htur_1158 Htur_1153
Htur_1158 Htur_2313
Htur_1158 Htur_1985
Htur_1158 Htur_3212
Htur_1158 Htur_2209
Htur_1158 Htur_0525
Htur_1158 Htur_1170
Htur_1158 Htur_3198
Htur_1158 Htur_2855
Htur_1158 Htur_0256
Htur_1158 Htur_1074
Htur_1158 Htur_3039
Htur_1158 Htur_0547
Htur_1158 Htur_2054
Htur_1158 Htur_2942
Htur_1158 Htur_1986
Htur_1158 Htur_3728
Htur_1158 Htur_0498
Htur_1158 Htur_1983
Htur_1158 Htur_3594
Htur_1158 Htur_3133
Htur_1158 Htur_1593
Htur_1158 Htur_2537
Htur_1158 Htur_3015
Htur_1158 Htur_0174
Htur_1158 Htur_3469
Htur_1158 Htur_1200
Htur_1158 Htur_2314
Htur_1158 Htur_2738
Htur_1159 Htur_0933
Htur_1159 Htur_1690
Htur_1159 Htur_0976
Htur_1159 Htur_2666
Htur_1159 Htur_0547
Htur_1159 Htur_2935
Htur_1159 Htur_0934
Htur_1159 Htur_0927
Htur_1159 Htur_1812
Htur_1159 Htur_3133
Htur_1159 Htur_1719
Htur_1159 Htur_0978
Htur_1159 Htur_0935
Htur_1159 Htur_3036
Htur_1159 Htur_1510
Htur_1159 Htur_1985
Htur_1159 Htur_1877
Htur_1159 Htur_0936
Htur_1159 Htur_1986
Htur_1159 Htur_3728
Htur_1159 Htur_1072
Htur_1159 Htur_1099
Htur_1159 Htur_0924
Htur_1165 Htur_0751
Htur_1165 Htur_1630
Htur_1165 Htur_1166
Htur_1165 Htur_2760
Htur_1165 Htur_0853
Htur_1166 Htur_1986
Htur_1166 Htur_0751
Htur_1166 Htur_0572
Htur_1166 Htur_2755
Htur_1166 Htur_1904
Htur_1166 Htur_1437
Htur_1166 Htur_1985
Htur_1166 Htur_1165
Htur_1166 Htur_3069
Htur_1166 Htur_2760
Htur_1166 Htur_0622
Htur_1166 Htur_1629
Htur_1166 Htur_1605
Htur_1166 Htur_1442
Htur_1166 Htur_2645
Htur_1166 Htur_1604
Htur_1166 Htur_1438
Htur_1166 Htur_3597
Htur_1166 Htur_0435
Htur_1166 Htur_0853
Htur_1166 Htur_2545
Htur_1166 Htur_0084
Htur_1166 Htur_2758
Htur_1166 Htur_0844
Htur_1166 Htur_0284
Htur_1166 Htur_1443
Htur_1166 Htur_3596
Htur_1166 Htur_2784
Htur_1166 Htur_3008
Htur_1166 Htur_2759
Htur_1169 Htur_2310
Htur_1169 Htur_0504
Htur_1169 Htur_1711
Htur_1169 Htur_1926
Htur_1169 Htur_2345
