FPR_00500 FPR_16850
FPR_10380 FPR_01920
FPR_10380 FPR_15080
FPR_10380 FPR_18290
FPR_10380 FPR_26020
FPR_10380 FPR_09230
FPR_10380 FPR_21390
FPR_10380 FPR_21740
FPR_10410 FPR_15910
FPR_10410 FPR_15920
FPR_10410 FPR_18430
FPR_10410 FPR_06280
FPR_10460 FPR_18230
FPR_10580 FPR_17550
FPR_10580 FPR_03610
FPR_10580 FPR_00970
FPR_10580 FPR_10650
FPR_10590 FPR_10630
FPR_10600 FPR_25910
FPR_10600 FPR_10640
FPR_10610 FPR_10620
FPR_10610 FPR_21860
FPR_10610 FPR_01000
FPR_10610 FPR_10640
FPR_10620 FPR_01000
FPR_10620 FPR_21860
FPR_10620 FPR_10610
FPR_10630 FPR_10650
FPR_10630 FPR_10590
FPR_10640 FPR_10610
FPR_10640 FPR_10600
FPR_10640 FPR_25910
FPR_10640 FPR_21860
FPR_10640 FPR_01000
FPR_10650 FPR_03610
FPR_10650 FPR_17550
FPR_10650 FPR_00970
FPR_10650 FPR_10580
FPR_10650 FPR_10630
FPR_10680 FPR_05240
FPR_10680 FPR_02110
FPR_10680 FPR_03770
FPR_10680 FPR_24390
FPR_10680 FPR_06580
FPR_11070 FPR_11090
FPR_11070 FPR_14400
FPR_11070 FPR_11080
FPR_11070 FPR_14390
FPR_11070 FPR_16410
FPR_11080 FPR_14390
FPR_11080 FPR_14400
FPR_11080 FPR_11090
FPR_11080 FPR_11070
FPR_11080 FPR_16410
FPR_11090 FPR_14400
FPR_11090 FPR_11080
FPR_11090 FPR_16410
FPR_11090 FPR_14390
FPR_11090 FPR_11070
FPR_11160 FPR_08850
FPR_11160 FPR_13720
FPR_11160 FPR_29010
FPR_11160 FPR_21350
FPR_11160 FPR_29000
FPR_11160 FPR_24470
FPR_11160 FPR_21390
FPR_11690 FPR_26320
FPR_11690 FPR_25720
FPR_11690 FPR_13440
FPR_11690 FPR_26300
FPR_11690 FPR_13370
FPR_11690 FPR_04270
FPR_11690 FPR_13420
FPR_11690 FPR_13450
FPR_11690 FPR_13390
FPR_11690 FPR_26340
FPR_11690 FPR_13430
FPR_11690 FPR_06700
FPR_11690 FPR_21740
FPR_11690 FPR_13380
FPR_11690 FPR_13410
FPR_11690 FPR_07860
FPR_11690 FPR_05180
FPR_11690 FPR_26310
FPR_11690 FPR_26290
FPR_11690 FPR_04280
FPR_11690 FPR_26350
FPR_11690 FPR_26330
FPR_11690 FPR_13400
FPR_11690 FPR_26020
FPR_11760 FPR_29690
FPR_11760 FPR_21740
FPR_11760 FPR_05180
FPR_11760 FPR_29700
FPR_11760 FPR_00520
FPR_11760 FPR_28980
FPR_11760 FPR_05320
FPR_11760 FPR_25720
FPR_11760 FPR_05310
FPR_11760 FPR_27680
FPR_11760 FPR_16310
FPR_11760 FPR_23440
FPR_11860 FPR_24390
FPR_11880 FPR_26140
FPR_11880 FPR_24540
FPR_11880 FPR_11900
FPR_11880 FPR_15900
FPR_11880 FPR_25700
FPR_11880 FPR_06290
FPR_11880 FPR_25720
FPR_11880 FPR_30120
FPR_11880 FPR_15080
FPR_11880 FPR_11890
FPR_11880 FPR_06280
FPR_11880 FPR_21740
FPR_11880 FPR_12470
FPR_11880 FPR_15890
FPR_11880 FPR_01920
FPR_11880 FPR_09230
FPR_11880 FPR_06300
FPR_11890 FPR_01920
FPR_11890 FPR_11900
FPR_11890 FPR_03120
FPR_11890 FPR_26140
FPR_11890 FPR_00970
FPR_11890 FPR_11880
FPR_11890 FPR_03130
FPR_11890 FPR_18290
FPR_11890 FPR_08670
FPR_11890 FPR_19950
FPR_11900 FPR_11890
FPR_11900 FPR_03120
FPR_11900 FPR_26140
FPR_11900 FPR_00970
FPR_11900 FPR_11880
FPR_11900 FPR_01920
FPR_11900 FPR_03130
FPR_11900 FPR_18290
FPR_11900 FPR_08670
FPR_11900 FPR_19950
FPR_12020 FPR_28920
FPR_12050 FPR_02540
FPR_12050 FPR_16740
FPR_12050 FPR_04840
FPR_12050 FPR_06950
FPR_12050 FPR_21730
FPR_12050 FPR_02580
FPR_12050 FPR_13630
FPR_12050 FPR_06240
FPR_12050 FPR_00970
FPR_12050 FPR_06420
FPR_12120 FPR_24180
FPR_12120 FPR_21480
FPR_12120 FPR_10020
FPR_12120 FPR_13470
FPR_12120 FPR_07280
FPR_12120 FPR_05900
FPR_12120 FPR_27610
FPR_12120 FPR_03010
FPR_12120 FPR_13480
FPR_12120 FPR_13510
FPR_12120 FPR_24280
FPR_12120 FPR_28530
FPR_12120 FPR_17190
FPR_12120 FPR_13490
FPR_12190 FPR_17960
FPR_12320 FPR_12330
FPR_12320 FPR_29220
FPR_12320 FPR_12340
FPR_12320 FPR_29230
FPR_12330 FPR_29230
FPR_12330 FPR_29220
FPR_12330 FPR_12340
FPR_12330 FPR_12320
FPR_12340 FPR_12330
FPR_12340 FPR_12320
FPR_12340 FPR_29230
FPR_12340 FPR_29220
FPR_12400 FPR_03970
FPR_12400 FPR_29750
FPR_12400 FPR_03980
FPR_12470 FPR_15860
FPR_12470 FPR_14830
FPR_12470 FPR_06290
FPR_12470 FPR_25720
FPR_12470 FPR_14840
FPR_12470 FPR_25700
FPR_12470 FPR_28080
FPR_12470 FPR_29580
FPR_12470 FPR_30120
FPR_12470 FPR_15900
FPR_12470 FPR_26140
FPR_12470 FPR_18430
FPR_12470 FPR_15890
FPR_12470 FPR_11880
FPR_12470 FPR_01920
FPR_12470 FPR_24540
FPR_12470 FPR_15080
FPR_12470 FPR_21740
FPR_12470 FPR_09230
FPR_12470 FPR_06300
FPR_12470 FPR_06280
FPR_12530 FPR_02970
FPR_12590 FPR_12610
FPR_12590 FPR_25980
FPR_12590 FPR_29910
FPR_12590 FPR_28380
FPR_12590 FPR_16460
FPR_12590 FPR_07860
FPR_12590 FPR_15710
FPR_12590 FPR_00970
FPR_12590 FPR_10080
FPR_12590 FPR_18280
FPR_12590 FPR_26020
FPR_12590 FPR_29920
FPR_12590 FPR_30510
FPR_12590 FPR_28370
FPR_12590 FPR_21670
FPR_12590 FPR_21080
FPR_12590 FPR_25990
FPR_12590 FPR_25190
FPR_12610 FPR_12590
FPR_12610 FPR_15710
FPR_12610 FPR_21080
FPR_12610 FPR_10080
FPR_12610 FPR_00970
FPR_12610 FPR_18280
FPR_12610 FPR_30510
FPR_12610 FPR_25190
FPR_12610 FPR_28370
FPR_12610 FPR_29910
FPR_12610 FPR_29920
FPR_12610 FPR_16460
FPR_12620 FPR_12630
FPR_12620 FPR_12650
FPR_12620 FPR_12640
FPR_12620 FPR_12660
FPR_12630 FPR_12650
FPR_12630 FPR_12660
FPR_12630 FPR_12640
FPR_12630 FPR_12620
FPR_12640 FPR_12660
FPR_12640 FPR_12620
FPR_12640 FPR_12650
FPR_12640 FPR_12630
FPR_12650 FPR_12620
FPR_12650 FPR_12660
FPR_12650 FPR_12640
FPR_12650 FPR_12630
FPR_12660 FPR_12650
FPR_12660 FPR_12620
FPR_12660 FPR_12630
FPR_12660 FPR_12640
FPR_12680 FPR_02150
FPR_12680 FPR_05820
FPR_12680 FPR_14560
FPR_12680 FPR_25880
FPR_12680 FPR_25720
FPR_12680 FPR_08730
FPR_12680 FPR_21740
FPR_12680 FPR_10190
FPR_12680 FPR_10380
FPR_12680 FPR_10200
FPR_12680 FPR_06520
FPR_12750 FPR_06970
FPR_12750 FPR_18430
FPR_12760 FPR_19790
FPR_12760 FPR_09310
FPR_12760 FPR_31710
FPR_12760 FPR_21090
FPR_12760 FPR_18050
FPR_12760 FPR_14790
FPR_12760 FPR_06510
FPR_12760 FPR_23870
FPR_12770 FPR_02860
FPR_12770 FPR_30860
FPR_12990 FPR_28030
FPR_12990 FPR_03960
FPR_12990 FPR_04780
FPR_13230 FPR_18930
FPR_13230 FPR_26610
FPR_13230 FPR_09540
FPR_13230 FPR_02170
FPR_13230 FPR_23140
FPR_13230 FPR_17660
FPR_13350 FPR_04140
FPR_13350 FPR_28160
FPR_13360 FPR_06040
FPR_13360 FPR_27720
FPR_13360 FPR_20760
FPR_13360 FPR_21760
FPR_13360 FPR_02100
FPR_13360 FPR_24360
FPR_13370 FPR_00510
FPR_13370 FPR_00520
FPR_13370 FPR_23440
FPR_13370 FPR_11690
FPR_13370 FPR_26350
FPR_13370 FPR_08820
FPR_13380 FPR_26340
FPR_13380 FPR_11690
FPR_13380 FPR_08820
FPR_13380 FPR_23440
FPR_13380 FPR_00510
FPR_13380 FPR_00520
FPR_13390 FPR_00510
FPR_13390 FPR_26330
FPR_13390 FPR_00520
FPR_13390 FPR_11690
FPR_13390 FPR_08820
FPR_13390 FPR_23440
FPR_13400 FPR_26320
FPR_13400 FPR_11690
FPR_13400 FPR_00510
FPR_13400 FPR_00520
FPR_13400 FPR_08820
FPR_13400 FPR_23440
FPR_13410 FPR_11690
FPR_13410 FPR_00520
FPR_13410 FPR_08820
FPR_13410 FPR_23440
FPR_13410 FPR_00510
FPR_13420 FPR_00520
FPR_13420 FPR_00510
FPR_13420 FPR_11690
FPR_13420 FPR_08820
FPR_13420 FPR_23440
FPR_13420 FPR_26310
FPR_13430 FPR_26300
FPR_13430 FPR_11690
FPR_13430 FPR_00510
FPR_13430 FPR_00520
FPR_13430 FPR_08820
FPR_13430 FPR_23440
FPR_13440 FPR_00510
FPR_13440 FPR_26290
FPR_13440 FPR_23440
FPR_13440 FPR_11690
FPR_13440 FPR_00520
FPR_13440 FPR_08820
FPR_13450 FPR_11690
FPR_13450 FPR_00510
FPR_13450 FPR_23440
FPR_13450 FPR_00520
FPR_13470 FPR_13510
FPR_13470 FPR_13490
FPR_13470 FPR_03010
FPR_13470 FPR_13480
FPR_13470 FPR_12120
FPR_13470 FPR_21480
FPR_13480 FPR_17190
FPR_13480 FPR_27610
FPR_13480 FPR_28530
FPR_13480 FPR_13490
FPR_13480 FPR_24280
FPR_13480 FPR_12120
FPR_13480 FPR_05900
FPR_13480 FPR_21480
FPR_13480 FPR_13470
FPR_13490 FPR_28530
FPR_13490 FPR_13480
FPR_13490 FPR_13470
FPR_13490 FPR_05900
FPR_13490 FPR_24280
FPR_13490 FPR_17190
FPR_13490 FPR_27610
FPR_13490 FPR_12120
FPR_13490 FPR_21480
FPR_13510 FPR_03010
FPR_13510 FPR_12120
FPR_13510 FPR_13470
FPR_13510 FPR_21480
FPR_13620 FPR_08490
FPR_13620 FPR_13630
FPR_13620 FPR_29570
FPR_13630 FPR_12050
FPR_13630 FPR_00970
FPR_13630 FPR_29570
FPR_13630 FPR_13620
FPR_13630 FPR_06950
FPR_13630 FPR_08490
FPR_13640 FPR_29440
FPR_13640 FPR_31120
FPR_13710 FPR_06580
FPR_13710 FPR_03770
FPR_13720 FPR_21350
FPR_13720 FPR_10380
FPR_13720 FPR_00980
FPR_13720 FPR_16820
FPR_13720 FPR_01920
FPR_13720 FPR_29480
FPR_13720 FPR_24470
FPR_13720 FPR_29000
FPR_13720 FPR_21390
FPR_13720 FPR_11160
FPR_13720 FPR_26140
FPR_13720 FPR_08850
FPR_13720 FPR_16830
FPR_13720 FPR_00970
FPR_13720 FPR_27850
FPR_13720 FPR_29010
FPR_13720 FPR_25950
FPR_13740 FPR_28080
FPR_13840 FPR_16580
FPR_13840 FPR_14750
FPR_14350 FPR_19830
FPR_14390 FPR_14400
FPR_14390 FPR_11080
FPR_14390 FPR_11090
FPR_14390 FPR_11070
FPR_14390 FPR_16410
FPR_14400 FPR_11080
FPR_14400 FPR_14390
FPR_14400 FPR_11070
FPR_14400 FPR_16410
FPR_14400 FPR_11090
FPR_14550 FPR_04360
FPR_14550 FPR_31660
FPR_14550 FPR_17740
FPR_14550 FPR_15640
FPR_14550 FPR_14560
FPR_14550 FPR_21240
FPR_14560 FPR_25720
FPR_14560 FPR_12680
FPR_14560 FPR_08730
FPR_14560 FPR_14550
FPR_14560 FPR_18470
FPR_14560 FPR_26170
FPR_14560 FPR_21740
FPR_14560 FPR_25880
FPR_14560 FPR_28530
FPR_14560 FPR_04360
FPR_14560 FPR_27610
FPR_14560 FPR_17190
FPR_14560 FPR_20120
FPR_14560 FPR_31660
FPR_14560 FPR_25870
FPR_14560 FPR_09230
FPR_14560 FPR_06520
FPR_14560 FPR_16210
FPR_14560 FPR_20200
FPR_14560 FPR_05820
FPR_14560 FPR_18570
FPR_14660 FPR_16210
FPR_14660 FPR_23960
FPR_14660 FPR_25460
FPR_14660 FPR_23930
FPR_14660 FPR_09390
FPR_14660 FPR_18470
FPR_14660 FPR_27540
FPR_14660 FPR_17200
FPR_14750 FPR_18050
FPR_14750 FPR_13840
FPR_14750 FPR_21090
FPR_14750 FPR_27990
FPR_14750 FPR_14810
FPR_14750 FPR_19790
FPR_14750 FPR_16580
FPR_14790 FPR_18050
FPR_14790 FPR_21090
FPR_14790 FPR_31710
FPR_14790 FPR_12760
FPR_14790 FPR_19790
FPR_14790 FPR_21040
FPR_14790 FPR_06510
FPR_14790 FPR_21560
FPR_14790 FPR_09310
FPR_14790 FPR_23870
FPR_14790 FPR_27990
FPR_14810 FPR_14750
FPR_14810 FPR_29440
FPR_14810 FPR_21430
FPR_14810 FPR_20320
FPR_14830 FPR_14850
FPR_14830 FPR_09230
FPR_14830 FPR_08670
FPR_14830 FPR_14840
FPR_14830 FPR_14880
FPR_14830 FPR_28080
FPR_14830 FPR_19950
FPR_14830 FPR_06280
FPR_14830 FPR_12470
FPR_14830 FPR_26140
FPR_14830 FPR_29580
FPR_14830 FPR_01920
FPR_14840 FPR_28080
FPR_14840 FPR_14830
FPR_14840 FPR_12470
FPR_14840 FPR_26140
FPR_14840 FPR_29580
FPR_14840 FPR_01920
FPR_14840 FPR_14850
FPR_14840 FPR_09230
FPR_14840 FPR_08670
FPR_14840 FPR_14880
FPR_14840 FPR_19950
FPR_14840 FPR_06280
FPR_14850 FPR_14840
FPR_14850 FPR_14900
FPR_14850 FPR_14830
FPR_14850 FPR_14880
FPR_14850 FPR_14890
FPR_14850 FPR_01920
FPR_14850 FPR_09230
FPR_14850 FPR_26140
FPR_14860 FPR_14910
FPR_14860 FPR_14900
FPR_14880 FPR_14900
FPR_14880 FPR_14850
FPR_14880 FPR_14840
FPR_14880 FPR_14830
FPR_14890 FPR_14900
FPR_14890 FPR_14910
FPR_14890 FPR_14850
FPR_14900 FPR_14890
FPR_14900 FPR_14860
FPR_14900 FPR_14880
FPR_14900 FPR_14850
FPR_14910 FPR_14860
FPR_14910 FPR_14890
FPR_14930 FPR_18470
FPR_14930 FPR_25170
FPR_14930 FPR_15320
FPR_14930 FPR_06520
FPR_14930 FPR_16210
FPR_14930 FPR_18570
FPR_14940 FPR_25940
FPR_14940 FPR_26020
FPR_15060 FPR_02700
FPR_15060 FPR_16700
FPR_15060 FPR_26180
FPR_15060 FPR_19400
FPR_15080 FPR_06290
FPR_15080 FPR_25700
FPR_15080 FPR_06300
FPR_15080 FPR_15900
FPR_15080 FPR_25720
FPR_15080 FPR_30120
FPR_15080 FPR_11880
FPR_15080 FPR_24540
FPR_15080 FPR_15890
FPR_15080 FPR_06280
FPR_15080 FPR_21740
FPR_15080 FPR_12470
FPR_15080 FPR_10380
FPR_15080 FPR_09230
FPR_15320 FPR_16210
FPR_15320 FPR_25170
FPR_15320 FPR_18470
FPR_15320 FPR_06520
FPR_15320 FPR_14930
FPR_15320 FPR_18570
FPR_15560 FPR_02170
FPR_15560 FPR_06240
FPR_15560 FPR_06420
FPR_15620 FPR_25320
FPR_15620 FPR_15630
FPR_15620 FPR_21250
FPR_15630 FPR_15640
FPR_15630 FPR_15620
FPR_15640 FPR_15630
FPR_15640 FPR_14550
FPR_15640 FPR_04360
FPR_15640 FPR_31660
FPR_15640 FPR_17740
FPR_15640 FPR_21240
FPR_15640 FPR_06030
FPR_15710 FPR_18280
FPR_15710 FPR_30510
FPR_15710 FPR_28370
FPR_15710 FPR_12610
FPR_15710 FPR_10080
FPR_15710 FPR_26020
FPR_15710 FPR_29920
FPR_15710 FPR_21670
FPR_15710 FPR_21080
FPR_15710 FPR_25990
FPR_15710 FPR_00970
FPR_15710 FPR_25190
FPR_15710 FPR_29910
FPR_15710 FPR_28380
FPR_15710 FPR_12590
FPR_15710 FPR_16460
FPR_15710 FPR_25980
FPR_15710 FPR_07860
FPR_15760 FPR_21580
FPR_15860 FPR_12470
FPR_15860 FPR_06310
FPR_15860 FPR_15900
FPR_15860 FPR_06240
FPR_15860 FPR_18430
FPR_15860 FPR_21220
FPR_15860 FPR_31290
FPR_15860 FPR_28030
FPR_15860 FPR_06430
FPR_15860 FPR_16740
FPR_15860 FPR_04840
FPR_15860 FPR_21730
FPR_15860 FPR_06420
FPR_15860 FPR_03100
FPR_15860 FPR_15890
FPR_15860 FPR_09450
FPR_15860 FPR_02580
FPR_15890 FPR_25720
FPR_15890 FPR_15900
FPR_15890 FPR_11880
FPR_15890 FPR_30120
FPR_15890 FPR_24540
FPR_15890 FPR_15080
FPR_15890 FPR_15910
FPR_15890 FPR_09230
FPR_15890 FPR_12470
FPR_15890 FPR_06280
FPR_15890 FPR_21740
FPR_15890 FPR_15860
FPR_15890 FPR_25700
FPR_15890 FPR_06310
FPR_15900 FPR_11880
FPR_15900 FPR_15860
FPR_15900 FPR_06310
FPR_15900 FPR_25700
FPR_15900 FPR_25720
FPR_15900 FPR_12470
FPR_15900 FPR_30120
FPR_15900 FPR_15890
FPR_15900 FPR_06280
FPR_15900 FPR_24540
FPR_15900 FPR_09230
FPR_15900 FPR_15910
FPR_15900 FPR_15080
FPR_15900 FPR_21740
FPR_15910 FPR_15900
FPR_15910 FPR_10410
FPR_15910 FPR_15890
FPR_15910 FPR_15920
FPR_15920 FPR_18430
FPR_15920 FPR_15910
FPR_15920 FPR_10410
FPR_15920 FPR_06280
FPR_16110 FPR_27710
FPR_16200 FPR_18550
FPR_16200 FPR_17450
FPR_16200 FPR_18560
FPR_16210 FPR_09390
FPR_16210 FPR_18470
FPR_16210 FPR_15320
FPR_16210 FPR_28530
FPR_16210 FPR_17190
FPR_16210 FPR_05820
FPR_16210 FPR_25460
FPR_16210 FPR_02150
FPR_16210 FPR_10020
FPR_16210 FPR_10200
FPR_16210 FPR_14660
FPR_16210 FPR_25170
FPR_16210 FPR_14930
FPR_16210 FPR_27610
FPR_16210 FPR_14560
FPR_16210 FPR_10190
FPR_16210 FPR_06520
FPR_16210 FPR_27540
FPR_16210 FPR_18570
FPR_16210 FPR_23930
FPR_16210 FPR_24180
FPR_16300 FPR_16310
FPR_16310 FPR_21740
FPR_16310 FPR_27680
FPR_16310 FPR_23440
FPR_16310 FPR_16330
FPR_16310 FPR_25720
FPR_16310 FPR_29690
FPR_16310 FPR_29700
FPR_16310 FPR_11760
FPR_16310 FPR_16300
FPR_16310 FPR_00520
FPR_16330 FPR_05310
FPR_16330 FPR_05320
FPR_16330 FPR_16310
FPR_16410 FPR_14400
FPR_16410 FPR_11070
FPR_16410 FPR_14390
FPR_16410 FPR_11080
FPR_16410 FPR_11090
FPR_16420 FPR_16830
FPR_16420 FPR_18310
FPR_16420 FPR_29910
FPR_16420 FPR_18280
FPR_16420 FPR_16820
FPR_16420 FPR_29920
FPR_16420 FPR_18340
FPR_16420 FPR_25190
FPR_16430 FPR_02100
FPR_16430 FPR_07860
FPR_16430 FPR_29970
FPR_16430 FPR_16530
FPR_16430 FPR_01990
FPR_16430 FPR_23400
FPR_16430 FPR_23560
FPR_16430 FPR_29960
FPR_16430 FPR_21510
FPR_16460 FPR_21080
FPR_16460 FPR_15710
FPR_16460 FPR_12610
FPR_16460 FPR_12590
FPR_16460 FPR_10080
FPR_16460 FPR_00970
FPR_16460 FPR_25190
FPR_16460 FPR_18280
FPR_16460 FPR_28370
FPR_16460 FPR_30510
FPR_16460 FPR_29910
FPR_16460 FPR_29920
FPR_16530 FPR_02100
FPR_16530 FPR_06940
FPR_16530 FPR_07860
FPR_16530 FPR_20760
FPR_16530 FPR_01990
FPR_16530 FPR_20750
FPR_16530 FPR_23400
FPR_16530 FPR_16430
FPR_16530 FPR_23560
FPR_16530 FPR_28380
FPR_16530 FPR_21760
FPR_16530 FPR_21510
FPR_16530 FPR_29960
FPR_16530 FPR_29970
FPR_16570 FPR_29440
FPR_16580 FPR_13840
FPR_16580 FPR_14750
FPR_16670 FPR_07860
FPR_16670 FPR_21670
FPR_16670 FPR_31040
FPR_16670 FPR_06940
FPR_16670 FPR_30160
FPR_16670 FPR_28380
FPR_16670 FPR_03810
FPR_16670 FPR_06700
FPR_16670 FPR_20750
FPR_16700 FPR_31120
FPR_16700 FPR_15060
FPR_16740 FPR_02580
FPR_16740 FPR_28030
FPR_16740 FPR_06950
FPR_16740 FPR_12050
FPR_16740 FPR_21070
FPR_16740 FPR_15860
FPR_16740 FPR_09450
FPR_16740 FPR_21060
FPR_16760 FPR_29920
FPR_16760 FPR_16800
FPR_16760 FPR_16790
FPR_16760 FPR_29910
FPR_16790 FPR_18380
FPR_16790 FPR_16810
FPR_16790 FPR_16760
FPR_16790 FPR_16800
FPR_16800 FPR_16810
FPR_16800 FPR_16790
FPR_16800 FPR_16760
FPR_16800 FPR_18380
FPR_16810 FPR_16790
FPR_16810 FPR_02180
FPR_16810 FPR_16800
FPR_16810 FPR_18380
FPR_16820 FPR_16420
FPR_16820 FPR_21350
FPR_16820 FPR_13720
FPR_16820 FPR_16830
FPR_16820 FPR_18280
FPR_16820 FPR_25190
FPR_16820 FPR_27850
FPR_16820 FPR_29910
FPR_16820 FPR_29920
FPR_16820 FPR_18340
FPR_16820 FPR_29010
FPR_16820 FPR_25950
FPR_16820 FPR_24470
FPR_16820 FPR_29000
FPR_16830 FPR_25190
FPR_16830 FPR_27850
FPR_16830 FPR_29910
FPR_16830 FPR_16820
FPR_16830 FPR_21350
FPR_16830 FPR_16420
FPR_16830 FPR_18280
FPR_16830 FPR_29920
FPR_16830 FPR_18340
FPR_16830 FPR_24470
FPR_16830 FPR_29000
FPR_16830 FPR_13720
FPR_16830 FPR_25950
FPR_16830 FPR_29010
FPR_16850 FPR_00500
FPR_17180 FPR_20400
FPR_17180 FPR_01340
FPR_17180 FPR_28530
FPR_17180 FPR_27850
FPR_17180 FPR_20390
FPR_17180 FPR_17190
FPR_17180 FPR_27610
FPR_17180 FPR_05540
FPR_17180 FPR_31640
FPR_17180 FPR_28550
FPR_17180 FPR_09680
FPR_17180 FPR_31070
FPR_17180 FPR_06520
FPR_17190 FPR_10190
FPR_17190 FPR_02850
FPR_17190 FPR_14560
FPR_17190 FPR_06520
FPR_17190 FPR_16210
FPR_17190 FPR_21480
FPR_17190 FPR_18570
FPR_17190 FPR_10200
FPR_17190 FPR_28550
FPR_17190 FPR_02180
FPR_17190 FPR_28530
FPR_17190 FPR_28540
FPR_17190 FPR_24280
FPR_17190 FPR_13490
FPR_17190 FPR_05900
FPR_17190 FPR_05820
FPR_17190 FPR_02150
FPR_17190 FPR_09220
FPR_17190 FPR_06030
FPR_17190 FPR_12120
FPR_17190 FPR_27610
FPR_17190 FPR_13480
FPR_17190 FPR_17180
FPR_17190 FPR_18470
FPR_17200 FPR_25460
FPR_17200 FPR_07280
FPR_17200 FPR_27540
FPR_17200 FPR_09390
FPR_17200 FPR_14660
FPR_17200 FPR_23930
FPR_17200 FPR_23960
FPR_17390 FPR_30530
FPR_17390 FPR_21060
FPR_17390 FPR_30550
FPR_17390 FPR_30540
FPR_17400 FPR_01900
FPR_17400 FPR_31290
FPR_17450 FPR_18550
FPR_17450 FPR_18560
FPR_17450 FPR_18570
FPR_17450 FPR_16200
FPR_17490 FPR_17550
FPR_17490 FPR_17560
FPR_17500 FPR_17520
FPR_17500 FPR_17570
FPR_17510 FPR_25990
FPR_17510 FPR_17530
FPR_17510 FPR_17520
FPR_17510 FPR_26020
FPR_17510 FPR_06700
FPR_17510 FPR_17540
FPR_17520 FPR_17510
FPR_17520 FPR_17500
FPR_17520 FPR_17530
FPR_17530 FPR_17520
FPR_17530 FPR_17510
FPR_17530 FPR_26020
FPR_17530 FPR_06700
FPR_17530 FPR_25990
FPR_17530 FPR_17540
FPR_17540 FPR_17550
FPR_17540 FPR_17530
FPR_17540 FPR_17510
FPR_17550 FPR_17540
FPR_17550 FPR_10650
FPR_17550 FPR_17490
FPR_17550 FPR_00970
FPR_17550 FPR_10580
FPR_17560 FPR_17490
FPR_17570 FPR_17500
FPR_17660 FPR_13230
FPR_17660 FPR_26610
FPR_17660 FPR_21730
FPR_17660 FPR_20580
FPR_17660 FPR_18930
FPR_17660 FPR_09540
FPR_17660 FPR_23140
FPR_17740 FPR_10190
FPR_17740 FPR_04360
FPR_17740 FPR_06030
FPR_17740 FPR_31660
FPR_17740 FPR_14550
FPR_17740 FPR_10200
FPR_17740 FPR_15640
FPR_17740 FPR_21240
FPR_17960 FPR_12190
FPR_18050 FPR_14750
FPR_18050 FPR_09310
FPR_18050 FPR_21090
FPR_18050 FPR_14790
FPR_18050 FPR_06510
FPR_18050 FPR_19790
FPR_18050 FPR_12760
FPR_18050 FPR_31710
FPR_18050 FPR_27990
FPR_18050 FPR_23870
FPR_18230 FPR_10460
FPR_18280 FPR_16820
FPR_18280 FPR_16830
FPR_18280 FPR_16460
FPR_18280 FPR_29920
FPR_18280 FPR_18340
FPR_18280 FPR_18290
FPR_18280 FPR_29910
FPR_18280 FPR_10080
FPR_18280 FPR_30510
FPR_18280 FPR_15710
FPR_18280 FPR_00970
FPR_18280 FPR_21080
FPR_18280 FPR_12590
FPR_18280 FPR_12610
FPR_18280 FPR_25190
FPR_18280 FPR_28370
FPR_18280 FPR_16420
FPR_18290 FPR_18280
FPR_18290 FPR_11900
FPR_18290 FPR_26140
FPR_18290 FPR_11890
FPR_18290 FPR_25190
FPR_18290 FPR_01920
FPR_18290 FPR_03130
FPR_18290 FPR_03120
FPR_18290 FPR_10380
FPR_18290 FPR_00980
FPR_18290 FPR_26020
FPR_18290 FPR_08670
FPR_18290 FPR_19950
FPR_18300 FPR_18330
FPR_18300 FPR_18320
FPR_18310 FPR_00970
FPR_18310 FPR_18320
FPR_18310 FPR_16420
FPR_18310 FPR_18330
FPR_18310 FPR_18340
FPR_18310 FPR_21390
FPR_18320 FPR_18300
FPR_18320 FPR_18310
FPR_18330 FPR_03480
FPR_18330 FPR_18310
FPR_18330 FPR_18300
FPR_18340 FPR_16420
FPR_18340 FPR_25190
FPR_18340 FPR_18310
FPR_18340 FPR_16830
FPR_18340 FPR_16820
FPR_18340 FPR_18280
FPR_18340 FPR_29920
FPR_18340 FPR_29910
FPR_18380 FPR_16800
FPR_18380 FPR_16790
FPR_18380 FPR_16810
FPR_18380 FPR_02180
FPR_18400 FPR_25950
FPR_18430 FPR_10410
FPR_18430 FPR_15920
FPR_18430 FPR_12750
FPR_18430 FPR_21060
FPR_18430 FPR_06280
FPR_18430 FPR_21070
FPR_18430 FPR_15860
FPR_18430 FPR_12470
FPR_18450 FPR_06940
FPR_18450 FPR_28380
FPR_18450 FPR_20750
FPR_18470 FPR_09390
FPR_18470 FPR_17190
FPR_18470 FPR_28530
FPR_18470 FPR_15320
FPR_18470 FPR_10020
FPR_18470 FPR_25460
FPR_18470 FPR_05820
FPR_18470 FPR_02150
FPR_18470 FPR_10200
FPR_18470 FPR_27610
FPR_18470 FPR_25170
FPR_18470 FPR_14930
FPR_18470 FPR_14660
FPR_18470 FPR_06520
FPR_18470 FPR_10190
FPR_18470 FPR_27540
FPR_18470 FPR_16210
FPR_18470 FPR_14560
FPR_18470 FPR_18570
FPR_18470 FPR_23930
FPR_18470 FPR_24180
FPR_18550 FPR_18560
FPR_18550 FPR_17450
FPR_18550 FPR_16200
FPR_18560 FPR_26180
FPR_18560 FPR_27850
FPR_18560 FPR_02700
FPR_18560 FPR_18550
FPR_18560 FPR_17450
FPR_18560 FPR_09680
